# Header: 
#   title: 92-U-235(N,F) thermal cross section 
#   source: EXFOR 
#   date created: 2025-09-08 
# Target: 
#   Z: 92 
#   A: 235 
#   Nuclide: 92-U-235 
# Reaction: 
#   Type: N,F 
#   Incident energy       : 2.4000e-08 MeV - 2.6000e-08 MeV 
# Residual: 
#   Z:  
#   A:  
#   Nuclide: 
# Statistics:
#   Thermal Simple Mean       |  Simple Stdev        : 5.85922E+02  |   2.23972E+01 (N = 176)
#   Thermal Weighted Mean    +/- Weighted Error      : 5.85601E+02 +/-  7.65296E-01 (N = 176)
#   AV Simple Mean            |  Simple Stdev        : 5.84230E+02  |           NAN   (N = 1)
#   AV Weighted Mean         +/- Weighted Error      :         NAN +/-          NAN   (N = 1)
#   MXW Simple Mean           |  Simple Stdev        : 5.67000E+02  |   2.12132E+01   (N = 2)
#   MXW Weighted Mean        +/- Weighted Error      : 5.81647E+02 +/-  5.96461E+00   (N = 2)
#   RTE Simple Mean           |  Simple Stdev        : 9.35229E+01  |   2.33404E+00  (N = 39)
#   RTE Weighted Mean        +/- Weighted Error      : 9.34237E+01 +/-  2.33576E-01  (N = 39)
#   SPA Simple Mean           |  Simple Stdev        : 5.80000E+02  |           NAN   (N = 1)
#   SPA Weighted Mean        +/- Weighted Error      :         NAN +/-          NAN   (N = 1)
#
# Data Table
#   Experimental Data
# EXFOR ID          First Author            Year   En_inc[MeV]  dEn_inc      Data[eV]     dData         sf8    sf9
21522-012-0         C.Wagemans              1979   2.4394E-08   0.0000E+00   6.0225E+02   9.0337E+00                
21522-012-0         C.Wagemans              1979   2.4341E-08   0.0000E+00   5.8944E+02   8.8416E+00                
21522-012-0         C.Wagemans              1979   2.4287E-08   0.0000E+00   5.9511E+02   8.9267E+00                
21522-012-0         C.Wagemans              1979   2.4234E-08   0.0000E+00   5.9266E+02   8.8899E+00                
21522-012-0         C.Wagemans              1979   2.4180E-08   0.0000E+00   5.9841E+02   8.9762E+00                
21522-012-0         C.Wagemans              1979   2.4127E-08   0.0000E+00   6.1982E+02   9.2973E+00                
21522-012-0         C.Wagemans              1979   2.4075E-08   0.0000E+00   6.0020E+02   9.0030E+00                
21522-012-0         C.Wagemans              1979   2.4022E-08   0.0000E+00   6.1315E+02   9.1972E+00                
12905-002-0         R.Gwin                  1984   2.4004E-08   0.0000E+00   5.8318E+02   0.0000E+00                
12905-002-0         R.Gwin                  1984   2.4199E-08   0.0000E+00   6.2361E+02   0.0000E+00                
12905-002-0         R.Gwin                  1984   2.4398E-08   0.0000E+00   6.0971E+02   0.0000E+00                
12905-002-0         R.Gwin                  1984   2.4598E-08   0.0000E+00   6.2015E+02   0.0000E+00                
12905-002-0         R.Gwin                  1984   2.4801E-08   0.0000E+00   5.8069E+02   0.0000E+00                
12905-002-0         R.Gwin                  1984   2.5007E-08   0.0000E+00   6.0915E+02   0.0000E+00                
12905-002-0         R.Gwin                  1984   2.5215E-08   0.0000E+00   6.1078E+02   0.0000E+00                
12905-002-0         R.Gwin                  1984   2.5426E-08   0.0000E+00   5.8207E+02   0.0000E+00                
12905-002-0         R.Gwin                  1984   2.5640E-08   0.0000E+00   5.5992E+02   0.0000E+00                
12905-002-0         R.Gwin                  1984   2.5856E-08   0.0000E+00   5.8036E+02   0.0000E+00                
13198-002-0         R.A.Schrack             1988   2.5813E-08   0.0000E+00   5.9777E+02   1.1304E+01                
13198-002-0         R.A.Schrack             1988   2.5590E-08   0.0000E+00   5.9486E+02   1.1469E+01                
13198-002-0         R.A.Schrack             1988   2.5369E-08   0.0000E+00   5.9764E+02   1.1666E+01                
13198-002-0         R.A.Schrack             1988   2.5152E-08   0.0000E+00   5.9121E+02   1.1671E+01                
13198-002-0         R.A.Schrack             1988   2.4937E-08   0.0000E+00   6.0933E+02   1.1998E+01                
13198-002-0         R.A.Schrack             1988   2.4725E-08   0.0000E+00   6.0068E+02   1.1978E+01                
13198-002-0         R.A.Schrack             1988   2.4516E-08   0.0000E+00   6.0837E+02   1.2350E+01                
13198-002-0         R.A.Schrack             1988   2.4309E-08   0.0000E+00   5.7628E+02   1.2010E+01                
13198-002-0         R.A.Schrack             1988   2.4105E-08   0.0000E+00   5.7884E+02   1.2075E+01                
22080-003-0         C.Wagemans              1988   2.4954E-08   0.0000E+00   5.9175E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4016E-08   0.0000E+00   5.4397E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4071E-08   0.0000E+00   5.7607E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4127E-08   0.0000E+00   5.9518E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4182E-08   0.0000E+00   6.3058E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4238E-08   0.0000E+00   5.6514E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4294E-08   0.0000E+00   5.9792E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4350E-08   0.0000E+00   6.2159E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4406E-08   0.0000E+00   6.0904E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4462E-08   0.0000E+00   6.1733E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4519E-08   0.0000E+00   5.3555E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4575E-08   0.0000E+00   5.7781E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4632E-08   0.0000E+00   5.7886E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4689E-08   0.0000E+00   5.9950E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4746E-08   0.0000E+00   6.0412E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4803E-08   0.0000E+00   6.0357E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4860E-08   0.0000E+00   5.8079E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4917E-08   0.0000E+00   6.2969E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.4975E-08   0.0000E+00   5.8260E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5032E-08   0.0000E+00   5.6293E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5090E-08   0.0000E+00   6.1112E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5148E-08   0.0000E+00   5.9761E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5206E-08   0.0000E+00   5.2868E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5264E-08   0.0000E+00   5.4823E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5322E-08   0.0000E+00   6.2635E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5381E-08   0.0000E+00   6.5521E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5439E-08   0.0000E+00   5.5298E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5498E-08   0.0000E+00   5.8702E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5556E-08   0.0000E+00   5.4961E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5615E-08   0.0000E+00   5.7518E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5674E-08   0.0000E+00   5.5094E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5734E-08   0.0000E+00   5.3705E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5793E-08   0.0000E+00   5.7664E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5852E-08   0.0000E+00   6.0426E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5912E-08   0.0000E+00   6.0007E+02   0.0000E+00                
23453-013-0         S.Amaducci              2019   2.5972E-08   0.0000E+00   5.9100E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4016E-08   0.0000E+00   5.2905E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4071E-08   0.0000E+00   5.6923E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4127E-08   0.0000E+00   5.7095E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4182E-08   0.0000E+00   6.2282E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4238E-08   0.0000E+00   5.4679E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4294E-08   0.0000E+00   5.9211E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4350E-08   0.0000E+00   6.1983E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4406E-08   0.0000E+00   5.9486E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4462E-08   0.0000E+00   6.2506E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4519E-08   0.0000E+00   5.5676E+02   0.0000E+00                
23453-014-0         S.Amaducci              2019   2.4575E-08   0.0000E+00   5.9732E+02   0.0000E+00                
