  26 Fe  57   0  7.646  41 2.54E+01 2.20E+00 2.30 0.60 90P  920  410   
  26 Fe  58 0.5 10.044  22 6.50E+00 1.00E+00 4.70 1.10 96I 1900  600   
  26 Fe  59   0  6.581  12 2.54E+01 4.90E+00 4.40 1.30 88V 3000  900   
  27 Co  60 3.5  7.491  96 1.25E+00 1.50E-01 4.40 0.80 96I  560  100   
  28 Ni  59   0  8.999  61 1.34E+01 9.00E-01 3.26 0.59 94B 2600  800   
  28 Ni  60 1.5 11.388   7 2.00E+00 7.00E-01 4.20 1.10 96I 2200  700   
  28 Ni  61   0  7.820  58 1.38E+01 9.00E-01 3.05 0.57 94B 1700  500   
  28 Ni  62 1.5 10.597  31 2.10E+00 1.50E-01 2.25 0.55 96I 2200  700   
  28 Ni  63   0  6.838  29 1.60E+01 3.00E+00 2.70 0.60 96I  910  270   
  28 Ni  65   0  6.097  28 1.96E+01 3.00E+00 2.90 0.80 96I 2400  700   
  29 Cu  64 1.5  7.916 153 3.30E-01 4.00E-02 2.10 0.40 96I  490   30   
  29 Cu  66 1.5  7.065 129 1.30E+00 1.10E-01 2.20 0.30 96I  385   20   
  30 Zn  65   0  7.979  22 3.59E+00 1.60E-01 1.89 0.26 81G  726   60   
  30 Zn  67   0  7.052  64 4.62E+00 5.50E-01 2.06 0.36 81G  390   60   
  30 Zn  68 2.5 10.198 345 4.00E-01 6.00E-02 1.90 0.30 96I  460  140   
  30 Zn  69   0  6.482  45 5.56E+00 4.30E-01 2.01 0.34 82G  320   40   
  30 Zn  71   0  5.833  48 7.20E+00 8.00E-01 2.05 0.35 82G             
  31 Ga  70 1.5  7.654  19 3.50E-01 6.00E-02 1.20 0.30 96I  262   25   
  31 Ga  72 1.5  6.521  14 3.80E-01 6.00E-02 1.30 0.40 96I  237   20   
  32 Ge  71   0  7.416  21 8.90E-01 2.40E-01 1.90 0.30 96I  165   50   
  32 Ge  73   0  6.783  14 1.00E+00 3.00E-01 1.50 0.40 96I  162   50   
  32 Ge  74 4.5 10.199  35 6.20E-02 1.50E-02 2.00 0.40 96I  195   45   
  32 Ge  75   0  6.506   8 3.00E+00 1.00E+00 2.30 0.80 96I  195   60   
  32 Ge  77   0  6.073   8 4.50E+00 1.50E-00 1.60 0.50 96I  115   35   
  33 As  76 1.5  7.326 243 7.70E-02 8.00E-03 1.90 0.30 96I  300   90   
  34 Se  75   0  8.027   7 3.40E-01 8.00E-02 3.10 0.70 96I  280   80   
  34 Se  77   0  7.418  15 6.50E-01 1.00E-01 2.40 0.50 96I  230   60   
  34 Se  78 0.5 10.498  27 1.10E-01 3.00E-02 1.20 0.30 96I  390   90   
  34 Se  79   0  6.963  16 2.00E+00 5.00E-01 1.50 0.40 96I  230   60   
  34 Se  81   0  6.701  10 2.00E+00 8.00E-01 2.70 1.20 96I  230   70   
  34 Se  83   0  5.818   4 5.00E+00 2.50E+00           96I             
  35 Br  80 1.5  7.892 111 4.70E-02 5.00E-03 1.40 0.15 96I  293   90   
  35 Br  82 1.5  7.592  99 1.05E-01 1.50E-02 0.88 0.12 96I  300  100   
  36 Kr  79   0  8.369   3 2.50E-01 8.00E-02           96I             
  36 Kr  81   0  7.874   4 2.50E-01 6.00E-02 1.60 0.80 96I  230   60   
  36 Kr  84 4.5 10.519   4 2.00E-01 1.00E-01           96I  210   60   
  36 Kr  85   0  7.118   3 4.50E-01 1.70E-01           96I             
  37 Rb  86 2.5  8.651  63 1.70E-01 3.00E-02 0.95 0.15 96I  205   35   
  37 Rb  88 1.5  6.079  14 1.80E+00 3.00E-01 1.40 0.30 96I             
  38 Sr  85   0  8.529   9 3.20E-01 1.20E-01 0.80 0.30 96I  290   90   
  38 Sr  87   0  8.428  24 2.60E+00 8.00E-01 0.70 0.20 96I  260   80   
  38 Sr  88 4.5 11.112  50 2.90E-01 8.00E-02 0.34 0.06 96I  290   90   
  38 Sr  89   0  6.366   8 2.70E+01 6.00E+00 0.41 0.12 96I  220   70   
  39 Y   90 0.5  6.856  66 3.70E+00 4.00E-01 0.33 0.06 96I  130   40   
  40 Zr  91   0  7.194  28 6.00E+00 1.40E+00 0.54 0.10 96I  130   20   
  40 Zr  92 2.5  8.635  30 5.50E-01 1.00E-01 0.43 0.08 96I  140   40   
  40 Zr  93   0  6.734  31 3.50E+00 8.00E-01 0.70 0.15 96I  135   25   
  40 Zr  94 2.5  8.219 114 1.60E-01 1.50E-02 0.65 0.15 96I             
  40 Zr  95   0  6.462  17 3.20E+00 8.00E-01 0.72 0.16 96I   85   20   
  40 Zr  97   0  5.579   8 1.30E+01 3.00E+00 0.30 0.15 96I  130        
  41 Nb  94 4.5  7.229  79 8.00E-02 1.00E-02 0.45 0.07 96I  145   10   
  42 Mo  93   0  8.067  14 2.70E+00 5.00E-01 0.56 0.07 96I  160   20   
  42 Mo  95   0  7.367  12 1.32E+00 1.80E-01 0.44 0.08 96I  135   20   
  42 Mo  96 2.5  9.154  22 1.05E-01 1.00E-02 0.60 0.10 96I  150   20   
  42 Mo  97   0  6.821  12 1.05E+00 2.00E-01 0.62 0.12 96I  110   15   
  42 Mo  98 2.5  8.642  22 7.50E-02 2.00E-02 0.37 0.07 96I  130   20   
  42 Mo  99   0  5.925  28 1.00E+00 2.00E-01 0.48 0.09 96I   85   10   
  42 Mo 101   0  5.398  32 8.00E-01 1.50E-01 0.65 0.10 96I   90   10   
  43 Tc 100 4.5  6.764 106 1.28E-02 1.80E-03 0.48 0.07 96I  160   50   
  44 Ru 100 2.5  9.673  35 2.50E-02 4.00E-03 0.60 0.12 96I  195   20   
  44 Ru 102 2.5  9.220  41 1.80E-02 3.00E-03 0.56 0.05 96I  180   15   
  44 Ru 103   0  6.232  21 5.50E-01 1.50E-01 0.54 0.12 79F   90   10   
  44 Ru 105   0  5.910  17 3.00E-01 7.50E-01           79F   85   15   
  45 Rh 104 0.5  6.999  30 3.20E-02 4.00E-03 0.47 0.06 96I  160   15   
  46 Pd 105   0  7.094  29 7.80E-02 9.00E-03           96Z             
  46 Pd 106 2.5  9.562 193 1.03E-02 5.00E-04 0.60 0.05 96I  150    8   
  46 Pd 107   0  6.538  29 2.70E-01 9.00E-02           96I             
  46 Pd 108 2.5  9.220  51 1.10E-02 9.00E-04 0.95 0.15 96I  125   15   
  46 Pd 109   0  6.153  20 9.00E-02 2.00E-02 1.00 0.30 96I   77    5   
  46 Pd 111   0  5.756  40 1.50E-01 5.00E-02 0.25 0.15 96I   60   10   
  47 Ag 108 0.5  7.269  39 2.20E-02 4.00E-03 0.40 0.06 96I  140   20   
  47 Ag 110 0.5  6.809  61 1.51E-02 1.40E-03 0.75 0.08 96I  130   20   
  48 Cd 107   0  7.926  56 1.35E-01 3.50E-02 1.00 0.35 78M  155   15   
  48 Cd 109   0  7.325  52 1.20E-01 3.00E-02 1.16 0.46 78M  105   10   
  48 Cd 111   0  6.974  43 1.55E-01 2.00E-02 0.28 0.07 78M   71    6   
  48 Cd 112 0.5  9.398  78 2.00E-02 4.00E-03 0.50      78M   96   20   
  48 Cd 113   0  6.540  34 1.90E-01 2.50E-02 0.50 0.10 78M   77    5   
  48 Cd 114 0.5  9.042 122 2.48E-02 2.60E-03 0.32 0.06 94F  160   20   
  48 Cd 115   0  6.141  34 2.35E-01 3.50E-02 0.64 0.16 78M   53    4   
  48 Cd 117   0  5.767  26 3.90E-01 9.00E-02 0.16 0.05 78M   47    4   
  49 In 114 4.5  7.274  38 1.30E-02 3.00E-03 0.33 0.08 96I   75    5   
  49 In 116 4.5  6.784 205 9.50E-03 5.00E-04 0.26 0.06 96I   77    4   
  50 Sn 113   0  7.743   7 1.57E-01 5.20E-02 0.30 0.10 79B  110   25   
  50 Sn 115   0  7.545   4 2.86E-01 1.06E-01 0.20 0.10 79B   90   30   
  50 Sn 117   0  6.944   4 6.29E-01 9.80E-02 0.40 0.25 79B   52   10   
  50 Sn 118 0.5  9.326  56 5.50E-02 5.00E-03 0.21 0.04 79B   80   20   
  50 Sn 119   0  6.485  10 4.80E-01 9.00E-02 0.46 0.21 79B             
  50 Sn 120 0.5  9.106  16 9.00E-02 2.00E-02 0.10 0.03 79B             
  50 Sn 121   0  6.171  31 1.64E+00 2.00E-01 0.14 0.03 79B             
  50 Sn 125   0  5.732  32 9.30E+00 9.00E-01 0.12 0.03 96C             
  51 Sb 122 2.5  6.807  60 1.30E-02 2.00E-03 0.32 0.06 96I  100   20   
  51 Sb 124 3.5  6.467  48 2.40E-02 3.00E-03 0.25 0.05 96I  100   20   
  52 Te 123   0  6.935  22 8.20E-02 2.00E-02 0.83 0.12 96I  140   40   
  52 Te 124 0.5  9.425  27 1.70E-02 3.00E-03 1.12 0.18 96I  124   20   
  52 Te 125   0  6.570  36 1.90E-01 2.00E-02 0.83 0.10 96I  120   30   
  52 Te 126 0.5  9.114  65 3.80E-02 5.00E-03 0.68 0.12 96I  157   30   
  52 Te 127   0  6.290  15 5.50E-01 1.00E-01 0.25 0.13 96I  149   45   
  52 Te 129   0  6.085  11 7.40E-01 1.50E-01 0.20 0.10 96I   87   40   
  52 Te 131   0  5.929  22 1.50E+00 5.00E-01 0.20 0.10 96I             
  53 I  128 2.5  6.825 328 1.50E-02 3.00E-03 0.80 0.20 96I   90   10   
  53 I  130 3.5  6.461  62 3.00E-02 3.00E-03 0.50 0.10 96I             
  54 Xe 129   0  6.909  10 2.50E-01 1.00E-03 0.85 0.25 96I             
  54 Xe 130 0.5  9.254  69 3.80E-02 5.00E-03 1.00 0.20 96I  120   60   
  54 Xe 131   0  6.618  11 2.30E-01 6.00E-02 1.10 0.30 96I             
  54 Xe 132 1.5  8.935  20 4.90E-02 1.50E-02 1.20 0.30 96I  114   37   
  54 Xe 133   0  6.438   5 7.17E-01 1.55E-01 0.40 0.18 96Z             
  55 Cs 134 3.5  6.891 107 2.10E-02 2.00E-03 0.76 0.10 96I  120   10   
  55 Cs 135   4  8.827   7 1.60E-02 3.00E-03 0.80 0.30 96I  160   40   
  56 Ba 131   0  7.494  39 5.80E-02 1.00E-02 1.60 0.30 97I  100   30   
  56 Ba 135   0  6.973  35 1.63E-01 1.10E-02 1.40 0.40 96K   78   27   
  56 Ba 136 3.5  9.107  28 4.00E-02 6.00E-03 1.10 0.30 97I  135   25   
  56 Ba 137   0  6.900  18 5.22E-01 3.40E-02 0.86 0.23 96K   86   28   
  56 Ba 138 1.5  8.611  44 2.60E-01 5.00E-02 0.60 0.20 97I   80   15   
  56 Ba 139   0  4.723  11 1.87E+01 2.90E+00 0.66 0.28 94B   55   20   
  57 La 139   5  8.778  10 3.20E-02 6.00E-03 1.20 0.40 96I   95   25   
  57 La 140 3.5  5.160  88 2.20E-01 4.00E-02 0.60 0.20 96I   55    6   
  58 Ce 137   0  7.481   9 5.00E-02 2.00E-02 2.30 0.64 96I             
  58 Ce 141   0  5.428  40 3.10E+00 5.00E-01 1.20 0.30 96I   35    9   
  58 Ce 143   0  5.145   4 1.10E+00 5.00E-01           96I             
  59 Pr 142 2.5  5.843 107 1.10E-01 2.00E-02 1.70 0.30 96I   88    9   
  60 Nd 143   0  6.123  26 8.60E-01 8.00E-02 1.00 0.30 96I   50    8   
  60 Nd 144 3.5  7.817  57 3.50E-02 5.00E-03 3.80 0.40 96I   86    9   
  60 Nd 145   0  5.755  20 4.50E-01 5.00E-02 5.10 0.90 96I   47    5   
  60 Nd 146 3.5  7.564 114 1.70E-02 3.00E-03 3.20 0.40 96I   87    9   
  60 Nd 147   0  5.292  31 2.90E-01 5.00E-02 3.80 0.60 96I   55    8   
  60 Nd 148 2.5  7.333   7 3.50E-03 1.70E-03           96I             
  60 Nd 149   0  5.038  39 1.35E-01 2.00E-02 4.00 0.80 96I   46    5   
  60 Nd 151   0  5.334  77 1.55E-01 2.00E-02 2.80 0.50 96I   67   25   
  61 Pm 148 3.5  5.893  43 5.20E-03 1.20E-03 3.10 0.40 96I   69    5   
  62 Sm 145   0  6.762  50 6.70E-01 6.00E-02 3.60 0.80 93M   75    5   
  62 Sm 148 3.5  8.141  89 5.10E-03 5.00E-04 4.80 0.50 97I   69    2   
  62 Sm 149   0  5.871  26 1.00E-01 2.00E-02 3.80 0.80 97I             
  62 Sm 150 3.5  7.985  86 2.10E-03 3.00E-04 6.30 1.20 97I   62    2   
  62 Sm 151   0  5.598  11 4.60E-02 8.00E-03 3.40 0.60 97I   87   16   
  62 Sm 152 2.5  8.257  62 1.04E-03 1.50E-04 3.40 0.50 97I   95    4   
  62 Sm 153   0  5.867  41 4.80E-02 5.00E-03 3.00 0.40 97I   67    5   
  62 Sm 155   0  5.807  22 1.14E-01 1.50E-02 2.00 0.50 97I   79   13   
  63 Eu 152 2.5  6.307  90 7.30E-04 7.00E-05 3.20 0.40 97I   92   12   
  63 Eu 153   3  8.550  17 5.60E-04 1.00E-04 1.40 0.60 97I  160   25   
  63 Eu 154 2.5  6.441  70 1.10E-03 2.00E-04 2.20 0.30 97I   95   12   
  63 Eu 155   3  8.152  19 9.20E-04 1.20E-04 1.20 0.40 97I  135   25   
  63 Eu 156 2.5  6.338   7 4.30E-03 1.50E-03 1.90 0.50 97I   96   18   
  64 Gd 153   0  6.246  17 1.40E-02 3.00E-03 3.80 0.80 97I   54   12   
  64 Gd 155   0  6.435  47 1.45E-02 1.50E-03 2.00 0.40 97I   88   10   
  64 Gd 156 1.5  8.536  92 1.70E-03 2.00E-04 2.00 0.30 97I  108   10   
  64 Gd 157   0  6.359  33 3.00E-02 6.00E-03 2.00 0.50 97I   88   12   
  64 Gd 158 1.5  7.938  56 4.90E-03 5.00E-04 2.20 0.40 97I   97   22   
  64 Gd 159   0  5.942  60 8.20E-02 6.00E-03 1.50 0.20 97I  105   10   
  64 Gd 161   0  5.635  38 2.00E-01 2.00E-02 1.80 0.40 97I  111   15   
  65 Tb 160 1.5  6.375 201 4.20E-03 3.00E-04 1.50 0.30 97I   97    7   
  66 Dy 161   0  6.453  34 2.70E-02 5.00E-03 2.00 0.36 96I  108   10   
  66 Dy 162 2.5  8.196  53 2.40E-03 2.00E-04 1.73 0.17 96I  112   10   
  66 Dy 163   0  6.271  72 6.20E-02 5.00E-03 1.88 0.25 96I  112   20   
  66 Dy 164 2.5  7.658  60 6.80E-03 6.00E-04 2.02 0.30 96I  113   13   
  66 Dy 165   0  5.716  48 1.50E-01 1.00E-02 1.70 0.25 96I  114   14   
  67 Ho 166 3.5  6.243 150 4.20E-03 5.00E-04 1.80 0.20 96F   77    5   
  68 Er 163   0  6.902  17 6.50E-03 1.50E-03 2.50 0.50 97I             
  68 Er 165   0  6.649  18 2.10E-02 4.00E-03 1.50 0.30 97I             
  68 Er 167   0  6.436 115 3.80E-02 3.00E-03 1.70 0.20 97I   92    8   
  68 Er 168 3.5  7.771 124 4.20E-03 3.00E-04 2.00 0.30 97I   92   12   
  68 Er 169   0  6.003  82 1.00E-01 1.00E-02 1.40 0.20 97I   85   15   
  68 Er 171   0  5.681  41 1.47E-01 2.00E-02 1.50 0.20 97I             
  69 Tm 170 0.5  6.593 192 8.50E-03 7.00E-04 1.50 0.20 97I   97   15   
  69 Tm 171   1  7.486  13 3.90E-03 1.00E-03 1.40 0.30 97I  122   20   
  70 Yb 169   0  6.867   5 2.20E-02 5.00E-03 2.40 0.80 96I   64   20   
  70 Yb 170 3.5  8.470  21 1.19E-03 1.00E-04 2.10 0.70 96I   80   25   
  70 Yb 171   0  6.615  23 5.80E-02 2.60E-03 2.40 0.30 96I   63    5   
  70 Yb 172 0.5  8.019 168 5.79E-03 4.80E-04 1.86 0.20 96I   75    5   
  70 Yb 173   0  6.367 100 7.03E-02 2.60E-03 1.68 0.20 96I   79   20   
  70 Yb 174 2.5  7.464 166 7.81E-03 9.30E-04 1.60 0.28 96I   74    5   
  70 Yb 175   0  5.822  78 1.62E-01 1.80E-02 1.62 0.21 96I   80   20   
  70 Yb 177   0  5.566  68 1.85E-01 1.90E-02 2.30 0.32 96I   82   25   
  71 Lu 176 3.5  6.294 227 6.05E-03 1.50E-04 1.78 0.12 97I   77   23   
  71 Lu 177   7  7.071  59 2.75E-03 8.50E-04 2.06 0.44 97I   90   20   
  72 Hf 175   0  6.708  10 1.80E-02 5.00E-03 2.60 0.60 97I             
  72 Hf 177   0  6.381  39 3.00E-02 7.00E-03 1.70 0.40 97I   60   10   
  72 Hf 178 3.5  7.625  94 2.40E-03 3.00E-04 2.60 0.30 97I   66   10   
  72 Hf 179   0  6.100  48 5.70E-02 6.00E-03 2.10 0.30 97I   54    5   
  72 Hf 180 4.5  7.387  70 4.60E-03 3.00E-04 2.50 0.40 97I   66    5   
  72 Hf 181   0  5.696  14 9.40E-02 1.50E-02 1.90 0.60 97I   50    5   
  73 Ta 181   1  7.576  60 1.20E-03 2.00E-04 1.90 0.30 97I   51    3   
  73 Ta 182 3.5  6.063 418 4.20E-03 3.00E-04 1.70 0.20 97I   57    3   
  73 Ta 183   5  6.934   9 3.50E-03 7.00E-04 1.00 0.50 97I   67    3   
  74 W  181   0  6.680   5 2.00E-02 7.00E-03 1.00 0.50 96I   70   15   
  74 W  183   0  6.190  47 6.00E-02 6.00E-03 2.30 0.30 96I   62   15   
  74 W  184 0.5  7.411  59 1.20E-02 1.00E-03 1.90 0.30 96I   77   12   
  74 W  185   0  5.755  31 7.00E-02 7.00E-03 2.80 0.40 96I   69   17   
  74 W  187   0  5.466  32 8.50E-02 8.00E-03 2.10 0.40 96I   61    8   
  75 Re 186 2.5  6.178 237 3.10E-03 3.00E-04 2.70 0.30 96I   57    7   
  75 Re 188 2.5  5.871 174 4.10E-03 3.00E-04 2.50 0.30 96I   61    9   
  76 Os 187   0  6.292  32 2.90E-02 3.00E-03 3.50 0.90 86W   77   10   
  76 Os 188 0.5  7.989  25 4.00E-03 6.00E-04 5.00 2.30 86W   88    5   
  76 Os 189   0  5.922  20 4.70E-02 6.00E-03 3.60 1.20 86W  100   10   
  76 Os 190 1.5  7.792  21 3.40E-03 4.00E-04 2.00 0.60 96I  100   10   
  76 Os 191   0  5.758  23 7.00E-02 1.00E-02           96I             
  76 Os 193   0  5.584  19 1.15E-01 1.00E-02           96I             
  77 Ir 192 1.5  6.199  41 2.50E-03 5.00E-04 1.90 0.30 97I   81   11   
  77 Ir 193   4  7.772  11 7.00E-04 2.00E-04 1.50 0.50 97I  100   20   
  77 Ir 194 1.5  6.066  34 7.00E-03 2.00E-03 1.30 0.30 97I   93   10   
  78 Pt 193   0  6.255   9 2.80E-02 1.00E-02 1.80 0.60 97I   80   30   
  78 Pt 195   0  6.105   6 2.00E-01 8.00E-02 1.40 0.60 97I   70   25   
  78 Pt 196 0.5  7.921  44 1.80E-02 3.00E-03 1.80 0.40 97I  120   15   
  78 Pt 197   0  5.846   4 3.50E-01 1.00E-01           97I             
  78 Pt 199   0  5.571   4 3.40E-01 9.00E-02 1.40 0.60 97I             
  79 Au 198 1.5  6.512 151 1.65E-02 9.00E-04 1.90 0.12 97I  128    6   
  80 Hg 199   0  6.664   5 1.05E-01 3.50E-02 1.30 0.50 97I  150   20   
  80 Hg 200 0.5  8.028   9 8.00E-02 3.00E-02 2.10 0.60 97I  295   20   
  80 Hg 201   0  6.230   4 2.00E+00 1.00E+00 1.70 0.80 97I             
  80 Hg 202 1.5  7.753   7 9.00E-02 3.00E-02 1.20 0.50 97I             
  81 Tl 204 0.5  6.656  48 2.80E-01 5.00E-02 1.30 0.30 97I  690   70   
  81 Tl 206 0.5  6.503  10 5.50E+00 1.50E+00 1.50 0.30 97I 1500  300   
  82 Pb 205   0  6.732  29 2.00E+00 5.00E-01 1.10 0.20 97I  770        
  82 Pb 207   0  6.738  22 3.20E+01 6.00E+00 1.20 0.20 97I             
  82 Pb 208 0.5  7.367  12 3.80E+01 8.00E+00 1.00 0.50 97I             
  82 Pb 209   0  3.937   2 1.00E+03                    97I             
  83 Bi 210 4.5  4.604  42 4.00E+00 7.00E-01 0.80 0.15 97I   70   20   
  88 Ra 227   0  4.561  33 2.60E-02 6.00E-03 1.08 0.12 97I   26    3   
  90 Th 229   0  5.239   2 5.00E-03 3.00E-03           97I             
  90 Th 230 2.5  6.794  11 6.20E-04 1.20E-04 1.15 0.15 97I   43    4   
  90 Th 231   0  5.117  20 9.60E-03 1.50E-03 1.28 0.15 97I   26    2   
  90 Th 233   0  4.786 180 1.66E-02 6.00E-04 0.87 0.07 97I   24    2   
  91 Pa 232 1.5  5.569  44 4.50E-04 5.00E-05 0.78 0.08 97I   40    2   
  91 Pa 234 1.5  5.222  24 7.00E-04 1.00E-04 0.75 0.08 97I   47    5   
  92 U  233   0  5.743  12 4.60E-03 7.00E-04 1.40 0.30 97I             
  92 U  234 2.5  6.845 160 5.50E-04 5.00E-05 1.04 0.07 97I   40    5   
  92 U  235   0  5.297 115 1.20E-02 8.00E-04 0.85 0.10 97I   26    4   
  92 U  236 3.5  6.545 200 4.30E-04 2.00E-05 0.88 0.08 97I   35    3   
  92 U  237   0  5.125 161 1.50E-02 1.00E-03 1.08 0.10 97I   23    2   
  92 U  238 0.5  6.153  27 3.50E-03 8.00E-04           97I             
  92 U  239   0  4.806 473 2.08E-02 3.00E-04 1.03 0.08 97I 23.6   .8   
  93 Np 238 2.5  5.488 270 5.70E-04 3.00E-05 0.97 0.07 97I 40.8  1.2   
  94 Pu 239   0  5.647  26 9.00E-03 1.00E-03 1.30 0.30 97I 34.   3.0   
  94 Pu 240 0.5  6.533 258 2.20E-03 5.00E-05 1.25 0.10 97I 43.3  4.5   
  94 Pu 241   0  5.241 173 1.24E-02 7.00E-04 1.05 0.10 97I 30.7  2.5   
  94 Pu 242 0.5  6.310 123 7.30E-04 8.00E-05 1.23 0.13 97I 40.8  4.6   
  94 Pu 243   0  5.033  77 1.35E-02 1.50E-03 0.98 0.08 97I 25.4  3.7   
  94 Pu 245   0  4.698  14 1.70E-02 5.00E-03 0.90 0.20 97I             
  95 Am 242 2.5  5.539 190 5.80E-04 4.00E-05 0.88 0.06 97I 46.0  2.0   
  95 Am 243   1  6.365  24 4.00E-04 8.00E-05 1.30 0.20 97I             
  95 Am 244 2.5  5.363 219 7.30E-04 6.00E-05 0.98 0.06 97I 39.0  5.0   
  96 Cm 243   0  5.694  12 1.40E-02 3.00E-03 0.65 0.15 97I 38.0  6.0   
  96 Cm 244 2.5  6.799  40 7.50E-04 1.50E-04 1.50 0.30 97I 33.0  5.0   
  96 Cm 245   0  5.522  38 1.18E-02 1.20E-03 1.00 0.20 97I 36.     8   
  96 Cm 246 0.5  6.455  38 1.30E-03 2.00E-04 1.05 0.15 97I 60.    10   
  96 Cm 247   0  5.157   9 3.00E-02 5.00E-03 0.45 0.15 97I 32.     6   
  96 Cm 248 4.5  6.211  34 1.80E-03 3.00E-04 0.55 0.16 97I 85.    15   
  96 Cm 249   0  4.713  33 2.80E-02 5.00E-03 1.10 0.12 97I 28.     3   
  97 Bk 250 3.5  4.962  33 1.10E-03 1.00E-04 1.20 0.20 97I 36.     2   
  98 Cf 250 4.5  6.621  48 7.00E-04 1.00E-04 1.20 0.20 97I             
  98 Cf 253   0  4.805  30 2.70E-02 4.00E-03           97I             
