# header: 
#   title: Np237(n,g) thermal cross section
#   source: Resonancetables
#   date: 2025-09-08
# target: 
#   Z: 93
#   A: 237
#   nuclide: Np237
# reaction: 
#   type: (n,g)
# observables: 
#   selected value [b]:  1.788000E+02
#   selected value uncertainty [b]:  2.900000E+00
#   selected value source: Mughabghab-2018
#   number of values: 645
#   average value [b]:  1.786306E+02
#   relative standard deviation [%]:      5.212610
#   quantity: 
#     type: Compilation
#     average value:  1.773500E+02
#     relative standard deviation [%]:      0.817595
#   datablock: 
#     columns: 10
#     entries: 2
##    Author                         Type           Year           Value         dValue        Reference        Ratio        Spectrum        Energy
##      []             []             []             []             [b]            [b]            []             []             []            [MeV]
      Sukhoruchkin            Compilation          2015        1.759000E+02   2.900000E+00                      0.983781                  2.530000E-08
      Mughabghab-2018         Compilation          2018        1.788000E+02   2.900000E+00                      1.000000                  2.530000E-08
#   quantity: 
#     type: Compilation spectrum-averaged
#     average value:  1.749500E+02
#     relative standard deviation [%]:      0.543011
#   datablock: 
#     columns: 10
#     entries: 2
##    Author                         Type           Year           Value         dValue        Reference        Ratio        Spectrum        Energy
##      []             []             []             []             [b]            [b]            []             []             []            [MeV]
      Mughabghab-2006         Compilation          2006        1.759000E+02   2.900000E+00                      0.983781   MXW            2.530000E-08
      Firestone-2022          Compilation          2022        1.740000E+02   3.000000E+00                      0.973154   MXW            2.530000E-08
#   quantity: 
#     type: EXFOR
#     average value:  1.789166E+02
#     relative standard deviation [%]:      4.973917
#   datablock: 
#     columns: 10
#     entries: 620
##    Author                         Type           Year           Value         dValue        Reference        Ratio        Spectrum        Energy
##      []             []             []             []             [b]            [b]            []             []             []            [MeV]
      G.Rovira                EXFOR                2020        1.795600E+02   6.482900E+00   23745-002-0        1.004251                  2.517800E-08
      G.Rovira                EXFOR                2020        1.598200E+02   6.024000E+00   23745-002-0        0.893848                  2.518200E-08
      G.Rovira                EXFOR                2020        1.762900E+02   6.689200E+00   23745-002-0        0.985962                  2.518600E-08
      G.Rovira                EXFOR                2020        1.671400E+02   6.262000E+00   23745-002-0        0.934787                  2.519000E-08
      G.Rovira                EXFOR                2020        1.875300E+02   6.761900E+00   23745-002-0        1.048826                  2.519400E-08
      G.Rovira                EXFOR                2020        1.954000E+02   7.159600E+00   23745-002-0        1.092841                  2.519800E-08
      G.Rovira                EXFOR                2020        1.847900E+02   6.746400E+00   23745-002-0        1.033501                  2.520200E-08
      G.Rovira                EXFOR                2020        1.796400E+02   6.490700E+00   23745-002-0        1.004698                  2.520600E-08
      G.Rovira                EXFOR                2020        1.711500E+02   6.183300E+00   23745-002-0        0.957215                  2.521000E-08
      G.Rovira                EXFOR                2020        1.813200E+02   6.674200E+00   23745-002-0        1.014094                  2.521400E-08
      G.Rovira                EXFOR                2020        1.884700E+02   6.684800E+00   23745-002-0        1.054083                  2.521800E-08
      G.Rovira                EXFOR                2020        1.678400E+02   6.372600E+00   23745-002-0        0.938702                  2.522200E-08
      G.Rovira                EXFOR                2020        1.674900E+02   6.228600E+00   23745-002-0        0.936745                  2.522600E-08
      G.Rovira                EXFOR                2020        1.679100E+02   6.133500E+00   23745-002-0        0.939094                  2.523000E-08
      G.Rovira                EXFOR                2020        1.593100E+02   6.253000E+00   23745-002-0        0.890996                  2.523400E-08
      G.Rovira                EXFOR                2020        1.803100E+02   6.837700E+00   23745-002-0        1.008445                  2.523800E-08
      G.Rovira                EXFOR                2020        1.807600E+02   6.547200E+00   23745-002-0        1.010962                  2.524200E-08
      G.Rovira                EXFOR                2020        1.841100E+02   6.887900E+00   23745-002-0        1.029698                  2.524500E-08
      G.Rovira                EXFOR                2020        1.803200E+02   6.765100E+00   23745-002-0        1.008501                  2.524900E-08
      G.Rovira                EXFOR                2020        1.753400E+02   6.536800E+00   23745-002-0        0.980649                  2.525300E-08
      G.Rovira                EXFOR                2020        1.654600E+02   6.238400E+00   23745-002-0        0.925391                  2.525700E-08
      G.Rovira                EXFOR                2020        1.759900E+02   6.360200E+00   23745-002-0        0.984284                  2.526100E-08
      G.Rovira                EXFOR                2020        1.864900E+02   6.979200E+00   23745-002-0        1.043009                  2.526500E-08
      G.Rovira                EXFOR                2020        1.840800E+02   6.889400E+00   23745-002-0        1.029530                  2.526900E-08
      G.Rovira                EXFOR                2020        1.858800E+02   6.772700E+00   23745-002-0        1.039597                  2.527300E-08
      G.Rovira                EXFOR                2020        1.737000E+02   6.539800E+00   23745-002-0        0.971476                  2.527700E-08
      G.Rovira                EXFOR                2020        1.833900E+02   6.684800E+00   23745-002-0        1.025671                  2.528100E-08
      G.Rovira                EXFOR                2020        1.801200E+02   6.396400E+00   23745-002-0        1.007383                  2.528500E-08
      G.Rovira                EXFOR                2020        1.755000E+02   6.406800E+00   23745-002-0        0.981544                  2.528900E-08
      G.Rovira                EXFOR                2020        1.729100E+02   6.527700E+00   23745-002-0        0.967058                  2.529300E-08
      G.Rovira                EXFOR                2020        1.797100E+02   6.598600E+00   23745-002-0        1.005090                  2.529700E-08
      G.Rovira                EXFOR                2020        1.759500E+02   6.465000E+00   23745-002-0        0.984060                  2.530100E-08
      G.Rovira                EXFOR                2020        1.762100E+02   6.662200E+00   23745-002-0        0.985515                  2.530500E-08
      G.Rovira                EXFOR                2020        1.718100E+02   6.109600E+00   23745-002-0        0.960906                  2.530900E-08
      G.Rovira                EXFOR                2020        1.736600E+02   6.954000E+00   23745-002-0        0.971253                  2.531300E-08
      G.Rovira                EXFOR                2020        1.738300E+02   6.201300E+00   23745-002-0        0.972204                  2.531700E-08
      G.Rovira                EXFOR                2020        1.763400E+02   6.432200E+00   23745-002-0        0.986242                  2.532100E-08
      G.Rovira                EXFOR                2020        1.782900E+02   6.557500E+00   23745-002-0        0.997148                  2.532500E-08
      G.Rovira                EXFOR                2020        1.901300E+02   7.023100E+00   23745-002-0        1.063367                  2.532900E-08
      G.Rovira                EXFOR                2020        1.807900E+02   6.779700E+00   23745-002-0        1.011130                  2.533300E-08
      G.Rovira                EXFOR                2020        1.720500E+02   6.630800E+00   23745-002-0        0.962248                  2.533700E-08
      G.Rovira                EXFOR                2020        1.826800E+02   6.915800E+00   23745-002-0        1.021700                  2.534100E-08
      G.Rovira                EXFOR                2020        1.658700E+02   6.112600E+00   23745-002-0        0.927685                  2.534500E-08
      G.Rovira                EXFOR                2020        1.766800E+02   6.467200E+00   23745-002-0        0.988143                  2.534900E-08
      G.Rovira                EXFOR                2020        1.805800E+02   6.406100E+00   23745-002-0        1.009955                  2.535300E-08
      G.Rovira                EXFOR                2020        1.747300E+02   6.596400E+00   23745-002-0        0.977237                  2.535700E-08
      G.Rovira                EXFOR                2020        1.933000E+02   6.930200E+00   23745-002-0        1.081096                  2.536100E-08
      G.Rovira                EXFOR                2020        1.866800E+02   7.050700E+00   23745-002-0        1.044072                  2.536500E-08
      G.Rovira                EXFOR                2020        1.742600E+02   6.426300E+00   23745-002-0        0.974608                  2.536900E-08
      G.Rovira                EXFOR                2020        1.735800E+02   6.462400E+00   23745-002-0        0.970805                  2.537300E-08
      G.Rovira                EXFOR                2020        1.724100E+02   6.507800E+00   23745-002-0        0.964262                  2.537700E-08
      G.Rovira                EXFOR                2020        1.597900E+02   6.237900E+00   23745-002-0        0.893680                  2.538100E-08
      G.Rovira                EXFOR                2020        1.825800E+02   6.750100E+00   23745-002-0        1.021141                  2.538500E-08
      G.Rovira                EXFOR                2020        1.656600E+02   6.318600E+00   23745-002-0        0.926510                  2.538900E-08
      G.Rovira                EXFOR                2020        1.760100E+02   6.695000E+00   23745-002-0        0.984396                  2.539300E-08
      G.Rovira                EXFOR                2020        1.712700E+02   6.197300E+00   23745-002-0        0.957886                  2.539700E-08
      G.Rovira                EXFOR                2020        1.725300E+02   6.422000E+00   23745-002-0        0.964933                  2.540100E-08
      G.Rovira                EXFOR                2020        1.701700E+02   6.514800E+00   23745-002-0        0.951734                  2.540500E-08
      G.Rovira                EXFOR                2020        1.912100E+02   7.206300E+00   23745-002-0        1.069407                  2.540900E-08
      G.Rovira                EXFOR                2020        1.752400E+02   6.417600E+00   23745-002-0        0.980089                  2.541300E-08
      G.Rovira                EXFOR                2020        1.813300E+02   6.773200E+00   23745-002-0        1.014150                  2.541700E-08
      G.Rovira                EXFOR                2020        1.950400E+02   6.846700E+00   23745-002-0        1.090828                  2.542100E-08
      G.Rovira                EXFOR                2020        1.859400E+02   6.538700E+00   23745-002-0        1.039933                  2.542500E-08
      G.Rovira                EXFOR                2020        1.708400E+02   6.326800E+00   23745-002-0        0.955481                  2.542900E-08
      G.Rovira                EXFOR                2020        1.746300E+02   6.527300E+00   23745-002-0        0.976678                  2.543300E-08
      G.Rovira                EXFOR                2020        1.803400E+02   6.536900E+00   23745-002-0        1.008613                  2.543700E-08
      G.Rovira                EXFOR                2020        1.636100E+02   6.323500E+00   23745-002-0        0.915045                  2.544100E-08
      G.Rovira                EXFOR                2020        1.737900E+02   6.316500E+00   23745-002-0        0.971980                  2.544500E-08
      G.Rovira                EXFOR                2020        1.538400E+02   5.940700E+00   23745-002-0        0.860403                  2.544900E-08
      G.Rovira                EXFOR                2020        1.809500E+02   6.701600E+00   23745-002-0        1.012025                  2.545300E-08
      G.Rovira                EXFOR                2020        1.761500E+02   6.385100E+00   23745-002-0        0.985179                  2.545700E-08
      G.Rovira                EXFOR                2020        1.906700E+02   6.896000E+00   23745-002-0        1.066387                  2.546100E-08
      G.Rovira                EXFOR                2020        1.745400E+02   6.411500E+00   23745-002-0        0.976174                  2.546500E-08
      G.Rovira                EXFOR                2020        1.755600E+02   6.559700E+00   23745-002-0        0.981879                  2.546900E-08
      G.Rovira                EXFOR                2020        1.839900E+02   6.869800E+00   23745-002-0        1.029027                  2.547300E-08
      G.Rovira                EXFOR                2020        1.769400E+02   6.689600E+00   23745-002-0        0.989597                  2.547800E-08
      G.Rovira                EXFOR                2020        1.901300E+02   6.909700E+00   23745-002-0        1.063367                  2.548200E-08
      G.Rovira                EXFOR                2020        1.780700E+02   6.500800E+00   23745-002-0        0.995917                  2.548600E-08
      G.Rovira                EXFOR                2020        1.827200E+02   6.840100E+00   23745-002-0        1.021924                  2.549000E-08
      G.Rovira                EXFOR                2020        1.781600E+02   6.535300E+00   23745-002-0        0.996421                  2.549400E-08
      G.Rovira                EXFOR                2020        1.709100E+02   6.413100E+00   23745-002-0        0.955872                  2.549800E-08
      G.Rovira                EXFOR                2020        1.717100E+02   6.709500E+00   23745-002-0        0.960347                  2.550200E-08
      G.Rovira                EXFOR                2020        1.804800E+02   6.625700E+00   23745-002-0        1.009396                  2.550600E-08
      G.Rovira                EXFOR                2020        1.682700E+02   6.406000E+00   23745-002-0        0.941107                  2.551000E-08
      G.Rovira                EXFOR                2020        1.740300E+02   6.363700E+00   23745-002-0        0.973322                  2.551400E-08
      G.Rovira                EXFOR                2020        1.756700E+02   6.804200E+00   23745-002-0        0.982494                  2.551800E-08
      G.Rovira                EXFOR                2020        1.801600E+02   6.677100E+00   23745-002-0        1.007606                  2.552200E-08
      G.Rovira                EXFOR                2020        1.836100E+02   6.918200E+00   23745-002-0        1.026902                  2.552600E-08
      G.Rovira                EXFOR                2020        1.709200E+02   6.723600E+00   23745-002-0        0.955928                  2.553000E-08
      G.Rovira                EXFOR                2020        1.833000E+02   6.708400E+00   23745-002-0        1.025168                  2.553400E-08
      G.Rovira                EXFOR                2020        1.857300E+02   6.897000E+00   23745-002-0        1.038758                  2.553800E-08
      G.Rovira                EXFOR                2020        1.750900E+02   6.762700E+00   23745-002-0        0.979251                  2.554200E-08
      G.Rovira                EXFOR                2020        1.742600E+02   6.865400E+00   23745-002-0        0.974608                  2.554600E-08
      G.Rovira                EXFOR                2020        1.863500E+02   6.942100E+00   23745-002-0        1.042226                  2.555000E-08
      G.Rovira                EXFOR                2020        1.728300E+02   6.867000E+00   23745-002-0        0.966611                  2.555400E-08
      G.Rovira                EXFOR                2020        1.638300E+02   6.035500E+00   23745-002-0        0.916275                  2.555800E-08
      G.Rovira                EXFOR                2020        1.750200E+02   6.802500E+00   23745-002-0        0.978859                  2.556200E-08
      G.Rovira                EXFOR                2020        1.656400E+02   6.494800E+00   23745-002-0        0.926398                  2.556600E-08
      G.Rovira                EXFOR                2020        1.691800E+02   6.457800E+00   23745-002-0        0.946197                  2.557000E-08
      G.Rovira                EXFOR                2020        1.663700E+02   6.369600E+00   23745-002-0        0.930481                  2.557400E-08
      G.Rovira                EXFOR                2020        1.782400E+02   6.675700E+00   23745-002-0        0.996868                  2.557900E-08
      G.Rovira                EXFOR                2020        1.725000E+02   6.808800E+00   23745-002-0        0.964765                  2.558300E-08
      G.Rovira                EXFOR                2020        1.717200E+02   6.534600E+00   23745-002-0        0.960403                  2.558700E-08
      G.Rovira                EXFOR                2020        1.797100E+02   6.724500E+00   23745-002-0        1.005090                  2.559100E-08
      G.Rovira                EXFOR                2020        1.893400E+02   7.169700E+00   23745-002-0        1.058949                  2.559500E-08
      G.Rovira                EXFOR                2020        1.811700E+02   7.108400E+00   23745-002-0        1.013255                  2.559900E-08
      G.Rovira                EXFOR                2020        1.818200E+02   6.964900E+00   23745-002-0        1.016890                  2.560300E-08
      G.Rovira                EXFOR                2020        1.783100E+02   6.896400E+00   23745-002-0        0.997259                  2.560700E-08
      G.Rovira                EXFOR                2020        1.745900E+02   6.798800E+00   23745-002-0        0.976454                  2.561100E-08
      G.Rovira                EXFOR                2020        1.928000E+02   7.248200E+00   23745-002-0        1.078300                  2.561500E-08
      G.Rovira                EXFOR                2020        1.792200E+02   6.757600E+00   23745-002-0        1.002349                  2.561900E-08
      G.Rovira                EXFOR                2020        1.814000E+02   7.163400E+00   23745-002-0        1.014541                  2.562300E-08
      G.Rovira                EXFOR                2020        1.732300E+02   6.492400E+00   23745-002-0        0.968848                  2.562700E-08
      G.Rovira                EXFOR                2020        1.771900E+02   6.610600E+00   23745-002-0        0.990996                  2.563100E-08
      G.Rovira                EXFOR                2020        1.684000E+02   6.761900E+00   23745-002-0        0.941834                  2.563500E-08
      G.Rovira                EXFOR                2020        1.670000E+02   6.372300E+00   23745-002-0        0.934004                  2.563900E-08
      G.Rovira                EXFOR                2020        1.803100E+02   6.641900E+00   23745-002-0        1.008445                  2.564400E-08
      G.Rovira                EXFOR                2020        1.761500E+02   6.781600E+00   23745-002-0        0.985179                  2.564800E-08
      G.Rovira                EXFOR                2020        1.716000E+02   6.492400E+00   23745-002-0        0.959732                  2.565200E-08
      G.Rovira                EXFOR                2020        1.754100E+02   6.653400E+00   23745-002-0        0.981040                  2.565600E-08
      G.Rovira                EXFOR                2020        1.682700E+02   6.523900E+00   23745-002-0        0.941107                  2.566000E-08
      G.Rovira                EXFOR                2020        1.875400E+02   7.348200E+00   23745-002-0        1.048881                  2.566400E-08
      G.Rovira                EXFOR                2020        1.917900E+02   7.173600E+00   23745-002-0        1.072651                  2.566800E-08
      G.Rovira                EXFOR                2020        1.830000E+02   6.959200E+00   23745-002-0        1.023490                  2.567200E-08
      G.Rovira                EXFOR                2020        1.837000E+02   6.963800E+00   23745-002-0        1.027405                  2.567600E-08
      G.Rovira                EXFOR                2020        1.798000E+02   6.703700E+00   23745-002-0        1.005593                  2.568000E-08
      G.Rovira                EXFOR                2020        1.741500E+02   6.957400E+00   23745-002-0        0.973993                  2.568400E-08
      G.Rovira                EXFOR                2020        1.698100E+02   6.987200E+00   23745-002-0        0.949720                  2.568800E-08
      G.Rovira                EXFOR                2020        1.773100E+02   6.760100E+00   23745-002-0        0.991667                  2.569200E-08
      G.Rovira                EXFOR                2020        1.693600E+02   6.645500E+00   23745-002-0        0.947204                  2.569700E-08
      G.Rovira                EXFOR                2020        1.616800E+02   6.225300E+00   23745-002-0        0.904251                  2.570100E-08
      G.Rovira                EXFOR                2020        1.875000E+02   7.142000E+00   23745-002-0        1.048658                  2.570500E-08
      G.Rovira                EXFOR                2020        1.758100E+02   6.939300E+00   23745-002-0        0.983277                  2.570900E-08
      G.Rovira                EXFOR                2020        1.719900E+02   6.802500E+00   23745-002-0        0.961913                  2.571300E-08
      G.Rovira                EXFOR                2020        1.789400E+02   6.827600E+00   23745-002-0        1.000783                  2.571700E-08
      G.Rovira                EXFOR                2020        1.653700E+02   6.680100E+00   23745-002-0        0.924888                  2.572100E-08
      G.Rovira                EXFOR                2020        1.782500E+02   6.834200E+00   23745-002-0        0.996924                  2.572500E-08
      G.Rovira                EXFOR                2020        1.706700E+02   6.865800E+00   23745-002-0        0.954530                  2.572900E-08
      G.Rovira                EXFOR                2020        1.787500E+02   7.211600E+00   23745-002-0        0.999720                  2.573300E-08
      G.Rovira                EXFOR                2020        1.754200E+02   7.014300E+00   23745-002-0        0.981096                  2.573700E-08
      G.Rovira                EXFOR                2020        1.757600E+02   7.140400E+00   23745-002-0        0.982998                  2.574100E-08
      G.Rovira                EXFOR                2020        1.803500E+02   6.825300E+00   23745-002-0        1.008669                  2.574500E-08
      G.Rovira                EXFOR                2020        1.816100E+02   6.997000E+00   23745-002-0        1.015716                  2.575000E-08
      G.Rovira                EXFOR                2020        1.857200E+02   7.166200E+00   23745-002-0        1.038702                  2.575400E-08
      G.Rovira                EXFOR                2020        1.907200E+02   7.392000E+00   23745-002-0        1.066667                  2.575800E-08
      G.Rovira                EXFOR                2020        1.740500E+02   6.960200E+00   23745-002-0        0.973434                  2.576200E-08
      G.Rovira                EXFOR                2020        1.756100E+02   7.121600E+00   23745-002-0        0.982159                  2.576600E-08
      G.Rovira                EXFOR                2020        1.664600E+02   6.394900E+00   23745-002-0        0.930984                  2.577000E-08
      G.Rovira                EXFOR                2020        1.742100E+02   6.927400E+00   23745-002-0        0.974329                  2.577400E-08
      G.Rovira                EXFOR                2020        1.732600E+02   6.937700E+00   23745-002-0        0.969016                  2.577800E-08
      G.Rovira                EXFOR                2020        1.739700E+02   6.789400E+00   23745-002-0        0.972987                  2.578200E-08
      G.Rovira                EXFOR                2020        1.562500E+02   6.563100E+00   23745-002-0        0.873881                  2.578700E-08
      G.Rovira                EXFOR                2020        1.842100E+02   7.359300E+00   23745-002-0        1.030257                  2.579100E-08
      G.Rovira                EXFOR                2020        1.901600E+02   7.150200E+00   23745-002-0        1.063535                  2.579500E-08
      G.Rovira                EXFOR                2020        1.755100E+02   6.923500E+00   23745-002-0        0.981600                  2.579900E-08
      G.Rovira                EXFOR                2020        1.630200E+02   6.601900E+00   23745-002-0        0.911745                  2.580300E-08
      G.Rovira                EXFOR                2020        1.803100E+02   7.058900E+00   23745-002-0        1.008445                  2.580700E-08
      G.Rovira                EXFOR                2020        1.826300E+02   7.062600E+00   23745-002-0        1.021421                  2.581100E-08
      G.Rovira                EXFOR                2020        1.734300E+02   7.047600E+00   23745-002-0        0.969966                  2.581500E-08
      G.Rovira                EXFOR                2020        1.849200E+02   7.217900E+00   23745-002-0        1.034228                  2.581900E-08
      G.Rovira                EXFOR                2020        1.692200E+02   7.083100E+00   23745-002-0        0.946421                  2.582300E-08
      G.Rovira                EXFOR                2020        1.772600E+02   6.806300E+00   23745-002-0        0.991387                  2.582800E-08
      G.Rovira                EXFOR                2020        1.673600E+02   6.943200E+00   23745-002-0        0.936018                  2.583200E-08
      G.Rovira                EXFOR                2020        1.748600E+02   6.920600E+00   23745-002-0        0.977964                  2.583600E-08
      G.Rovira                EXFOR                2020        1.711400E+02   6.540400E+00   23745-002-0        0.957159                  2.584000E-08
      G.Rovira                EXFOR                2020        1.935100E+02   7.536300E+00   23745-002-0        1.082271                  2.584400E-08
      G.Rovira                EXFOR                2020        1.808400E+02   6.941400E+00   23745-002-0        1.011409                  2.584800E-08
      G.Rovira                EXFOR                2020        1.727800E+02   6.656500E+00   23745-002-0        0.966331                  2.585200E-08
      G.Rovira                EXFOR                2020        1.659500E+02   6.463000E+00   23745-002-0        0.928132                  2.585600E-08
      G.Rovira                EXFOR                2020        1.687400E+02   6.689800E+00   23745-002-0        0.943736                  2.586100E-08
      G.Rovira                EXFOR                2020        1.742800E+02   6.816900E+00   23745-002-0        0.974720                  2.586500E-08
      G.Rovira                EXFOR                2020        1.823400E+02   7.240000E+00   23745-002-0        1.019799                  2.586900E-08
      G.Rovira                EXFOR                2020        1.744600E+02   6.696400E+00   23745-002-0        0.975727                  2.587300E-08
      G.Rovira                EXFOR                2020        1.749000E+02   7.040400E+00   23745-002-0        0.978188                  2.587700E-08
      G.Rovira                EXFOR                2020        1.675300E+02   6.933900E+00   23745-002-0        0.936969                  2.588100E-08
      G.Rovira                EXFOR                2020        1.798800E+02   7.011700E+00   23745-002-0        1.006040                  2.588500E-08
      G.Rovira                EXFOR                2020        1.890100E+02   7.438200E+00   23745-002-0        1.057103                  2.588900E-08
      G.Rovira                EXFOR                2020        1.773200E+02   6.976800E+00   23745-002-0        0.991723                  2.589300E-08
      G.Rovira                EXFOR                2020        1.716600E+02   7.012400E+00   23745-002-0        0.960067                  2.589800E-08
      G.Rovira                EXFOR                2020        1.807400E+02   7.215800E+00   23745-002-0        1.010850                  2.590200E-08
      G.Rovira                EXFOR                2020        1.683300E+02   6.822400E+00   23745-002-0        0.941443                  2.590600E-08
      G.Rovira                EXFOR                2020        1.742800E+02   6.924600E+00   23745-002-0        0.974720                  2.591000E-08
      G.Rovira                EXFOR                2020        1.838000E+02   7.044600E+00   23745-002-0        1.027964                  2.591400E-08
      G.Rovira                EXFOR                2020        1.660500E+02   6.236300E+00   23745-002-0        0.928691                  2.591800E-08
      G.Rovira                EXFOR                2020        1.787500E+02   6.680900E+00   23745-002-0        0.999720                  2.592200E-08
      G.Rovira                EXFOR                2020        1.647100E+02   6.687400E+00   23745-002-0        0.921197                  2.592600E-08
      G.Rovira                EXFOR                2020        1.843100E+02   6.830300E+00   23745-002-0        1.030817                  2.593100E-08
      G.Rovira                EXFOR                2020        1.891000E+02   7.207700E+00   23745-002-0        1.057606                  2.593500E-08
      G.Rovira                EXFOR                2020        1.722600E+02   6.659900E+00   23745-002-0        0.963423                  2.593900E-08
      G.Rovira                EXFOR                2020        1.877000E+02   7.329800E+00   23745-002-0        1.049776                  2.594300E-08
      G.Rovira                EXFOR                2020        1.849200E+02   7.121500E+00   23745-002-0        1.034228                  2.594700E-08
      G.Rovira                EXFOR                2020        1.779300E+02   7.080800E+00   23745-002-0        0.995134                  2.595100E-08
      G.Rovira                EXFOR                2020        1.769700E+02   6.819300E+00   23745-002-0        0.989765                  2.595600E-08
      G.Rovira                EXFOR                2020        1.767200E+02   7.020500E+00   23745-002-0        0.988367                  2.596000E-08
      G.Rovira                EXFOR                2020        1.646500E+02   6.898600E+00   23745-002-0        0.920861                  2.596400E-08
      G.Rovira                EXFOR                2020        1.853900E+02   7.370500E+00   23745-002-0        1.036857                  2.596800E-08
      G.Rovira                EXFOR                2020        1.779000E+02   6.839700E+00   23745-002-0        0.994966                  2.597200E-08
      G.Rovira                EXFOR                2020        1.791400E+02   7.008400E+00   23745-002-0        1.001902                  2.597600E-08
      G.Rovira                EXFOR                2020        1.746600E+02   6.538000E+00   23745-002-0        0.976846                  2.598000E-08
      G.Rovira                EXFOR                2020        1.733900E+02   6.770000E+00   23745-002-0        0.969743                  2.598500E-08
      G.Rovira                EXFOR                2020        1.795400E+02   6.873000E+00   23745-002-0        1.004139                  2.598900E-08
      G.Rovira                EXFOR                2020        1.723300E+02   6.975400E+00   23745-002-0        0.963814                  2.599300E-08
      G.Rovira                EXFOR                2020        1.691300E+02   6.635900E+00   23745-002-0        0.945917                  2.599700E-08
      S.Nakamura              EXFOR                2022        1.740000E+02   5.100000E+00   23604-003-0        0.973154                  2.530000E-08
      S.Nakamura              EXFOR                2022        1.737000E+02   4.800000E+00   23604-002-0        0.971476                  2.530000E-08
      G.Rovira                EXFOR                2022        1.801900E+02   6.425400E+00   23601-003-0        1.007774                  2.430000E-08
      G.Rovira                EXFOR                2022        1.780400E+02   6.375500E+00   23601-003-0        0.995749                  2.470000E-08
      G.Rovira                EXFOR                2022        1.770600E+02   6.420100E+00   23601-003-0        0.990268                  2.510000E-08
      G.Rovira                EXFOR                2022        1.756300E+02   6.440300E+00   23601-003-0        0.982271                  2.550000E-08
      G.Rovira                EXFOR                2022        1.740400E+02   6.536900E+00   23601-003-0        0.973378                  2.590000E-08
      G.Rovira                EXFOR                2022        1.815700E+02   4.635600E+00   23601-002-0        1.015492                  2.430000E-08
      G.Rovira                EXFOR                2022        1.794100E+02   4.617900E+00   23601-002-0        1.003412                  2.470000E-08
      G.Rovira                EXFOR                2022        1.784200E+02   4.701400E+00   23601-002-0        0.997875                  2.510000E-08
      G.Rovira                EXFOR                2022        1.769800E+02   4.764300E+00   23601-002-0        0.989821                  2.550000E-08
      G.Rovira                EXFOR                2022        1.753800E+02   4.931700E+00   23601-002-0        0.980873                  2.590000E-08
#   quantity: 
#     type: EXFOR spectrum-averaged
#     average value:  1.697438E+02
#     relative standard deviation [%]:     10.519108
#   datablock: 
#     columns: 10
#     entries: 16
##    Author                         Type           Year           Value         dValue        Reference        Ratio        Spectrum        Energy
##      []             []             []             []             [b]            [b]            []             []             []            [MeV]
      F.Brown                 EXFOR                1956        1.720000E+02   7.000000E+00   23108-003-0        0.961969   MXW            2.530000E-08
      F.Brown                 EXFOR                1956        1.770000E+02   0.000000E+00   23108-002-0        0.989933   MXW            2.530000E-08
      F.Brown                 EXFOR                1956        1.630000E+02   0.000000E+00   23108-002-0        0.911633   MXW            2.530000E-08
      F.Brown                 EXFOR                1956        1.750000E+02   0.000000E+00   23108-002-0        0.978747   MXW            2.530000E-08
      F.Brown                 EXFOR                1956        1.710000E+02   0.000000E+00   23108-002-0        0.956376   MXW            2.530000E-08
      S.H.Eberle              EXFOR                1971        2.070000E+02   0.000000E+00   23109-002-3        1.157718   SPA            2.530000E-08
      M.I.Krivopustov         EXFOR                1997        1.400000E+02   3.000000E+01   41545-003-0        0.782998   SPA            2.530000E-08
      O.Shcherbakov           EXFOR                2005        1.847000E+02   7.300000E+00   22872-002-0        1.032998   AV             2.500000E-08
      H.Harada                EXFOR                2006        1.980000E+02   7.000000E+00   22977-002-0        1.107383   SPA            2.530000E-08
      A.Letourneau            EXFOR                2009        1.500000E+02   4.200000E+00   22941-031-0        0.838926   MXW            2.530000E-08
      A.Letourneau            EXFOR                2010        1.501000E+02   3.700000E+00   23100-002-0        0.839485   SPA            2.530000E-08
      A.Letourneau            EXFOR                2010        1.503000E+02   3.700000E+00   23100-002-0        0.840604   SPA            2.530000E-08
      A.Letourneau            EXFOR                2010        1.499000E+02   3.700000E+00   23100-002-0        0.838367   SPA            2.530000E-08
      K.Hirose                EXFOR                2013        1.783000E+02   0.000000E+00   23193-002-0        0.997204   AV             2.500000E-08
      C.Romano                EXFOR                2022        1.758000E+02   5.870000E+00   14811-002-0        0.983221   SPA            2.530000E-08
      S.Nakamura              EXFOR                2022        1.738000E+02   4.700000E+00   23604-004-0        0.972036   AV             2.530000E-08
#   quantity: 
#     type: Nuclear data library
#     average value:  1.735882E+02
#     relative standard deviation [%]:      4.007294
#   datablock: 
#     columns: 11
#     entries: 5
##    Author                         Type           Year           Value         dValue        Reference        Ratio        Spectrum        Energy        G-factor
##      []             []             []             []             [b]            [b]            []             []             []            [MeV]           []
      cendl3.2                NDL                  2019        1.603320E+02   0.000000E+00                      0.896711                  2.530000E-08   9.848600E-01
      jendl5.0                NDL                  2021        1.738670E+02   0.000000E+00                      0.972411                  2.530000E-08   9.830100E-01
      endfb8.1                NDL                  2024        1.753660E+02   0.000000E+00                      0.980794                  2.530000E-08   9.853500E-01
      tendl.2025              NDL                  2025        1.788260E+02   0.000000E+00                      1.000145                  2.530000E-08   9.911800E-01
      jeff4.0                 NDL                  2025        1.795500E+02   0.000000E+00                      1.004195                  2.530000E-08   9.913300E-01
