# header: 
#   title: Np237(n,g) thermal cross section
#   source: Resonancetables
#   date: 2025-09-08
# target: 
#   Z: 93
#   A: 237
#   nuclide: Np237
# reaction: 
#   type: (n,g)
# observables: 
#   selected value [b]:  1.788000E+02
#   selected value uncertainty [b]:  2.900000E+00
#   selected value source: Mughabghab-2018
#   number of values: 645
#   average value [b]:  1.786306E+02
#   relative standard deviation [%]:      5.212610
#   quantity: 
#     type: Compilation
#     average value:  1.773500E+02
#     relative standard deviation [%]:      0.817595
#   datablock: 
#     columns: 10
#     entries: 2
##    Author                         Type           Year           Value         dValue        Reference        Ratio        Spectrum        Energy
##      []             []             []             []             [b]            [b]            []             []             []            [MeV]
      Sukhoruchkin            Compilation          2015        1.759000E+02   2.900000E+00                      0.983781                  2.530000E-08
      Mughabghab-2018         Compilation          2018        1.788000E+02   2.900000E+00                      1.000000                  2.530000E-08
#   quantity: 
#     type: Compilation spectrum-averaged
#     average value:  1.749500E+02
#     relative standard deviation [%]:      0.543011
#   datablock: 
#     columns: 10
#     entries: 2
##    Author                         Type           Year           Value         dValue        Reference        Ratio        Spectrum        Energy
##      []             []             []             []             [b]            [b]            []             []             []            [MeV]
      Mughabghab-2006         Compilation          2006        1.759000E+02   2.900000E+00                      0.983781   MXW            2.530000E-08
      Firestone-2022          Compilation          2022        1.740000E+02   3.000000E+00                      0.973154   MXW            2.530000E-08
#   quantity: 
#     type: EXFOR
#     average value:  1.789166E+02
#     relative standard deviation [%]:      4.973917
#   datablock: 
#     columns: 10
#     entries: 620
##    Author                         Type           Year           Value         dValue        Reference        Ratio        Spectrum        Energy
##      []             []             []             []             [b]            [b]            []             []             []            [MeV]
      G.Rovira                EXFOR                2020        1.835000E+02   6.533900E+00   23745-002-0        1.026286                  2.424300E-08
      G.Rovira                EXFOR                2020        1.703100E+02   6.445100E+00   23745-002-0        0.952517                  2.424700E-08
      G.Rovira                EXFOR                2020        1.812600E+02   6.654200E+00   23745-002-0        1.013758                  2.425100E-08
      G.Rovira                EXFOR                2020        1.844000E+02   6.315000E+00   23745-002-0        1.031320                  2.425400E-08
      G.Rovira                EXFOR                2020        1.927900E+02   6.833300E+00   23745-002-0        1.078244                  2.425800E-08
      G.Rovira                EXFOR                2020        1.979200E+02   7.307100E+00   23745-002-0        1.106935                  2.426200E-08
      G.Rovira                EXFOR                2020        1.849300E+02   6.870600E+00   23745-002-0        1.034284                  2.426600E-08
      G.Rovira                EXFOR                2020        1.806300E+02   6.281800E+00   23745-002-0        1.010235                  2.427000E-08
      G.Rovira                EXFOR                2020        1.815600E+02   6.448700E+00   23745-002-0        1.015436                  2.427300E-08
      G.Rovira                EXFOR                2020        1.700900E+02   5.925000E+00   23745-002-0        0.951286                  2.427700E-08
      G.Rovira                EXFOR                2020        1.785800E+02   6.557900E+00   23745-002-0        0.998770                  2.428100E-08
      G.Rovira                EXFOR                2020        1.794000E+02   6.545700E+00   23745-002-0        1.003356                  2.428500E-08
      G.Rovira                EXFOR                2020        1.802700E+02   6.308500E+00   23745-002-0        1.008222                  2.428800E-08
      G.Rovira                EXFOR                2020        1.937400E+02   6.898900E+00   23745-002-0        1.083557                  2.429200E-08
      G.Rovira                EXFOR                2020        1.850100E+02   6.326600E+00   23745-002-0        1.034732                  2.429600E-08
      G.Rovira                EXFOR                2020        1.988000E+02   6.806800E+00   23745-002-0        1.111857                  2.430000E-08
      G.Rovira                EXFOR                2020        1.677500E+02   6.075500E+00   23745-002-0        0.938199                  2.430300E-08
      G.Rovira                EXFOR                2020        1.916400E+02   6.744400E+00   23745-002-0        1.071812                  2.430700E-08
      G.Rovira                EXFOR                2020        1.814900E+02   6.661400E+00   23745-002-0        1.015045                  2.431100E-08
      G.Rovira                EXFOR                2020        1.961300E+02   6.970000E+00   23745-002-0        1.096924                  2.431500E-08
      G.Rovira                EXFOR                2020        1.784000E+02   6.242400E+00   23745-002-0        0.997763                  2.431800E-08
      G.Rovira                EXFOR                2020        1.664500E+02   6.281300E+00   23745-002-0        0.930928                  2.432200E-08
      G.Rovira                EXFOR                2020        1.747900E+02   6.252700E+00   23745-002-0        0.977573                  2.432600E-08
      G.Rovira                EXFOR                2020        1.776100E+02   6.592200E+00   23745-002-0        0.993344                  2.432900E-08
      G.Rovira                EXFOR                2020        1.862900E+02   6.935000E+00   23745-002-0        1.041890                  2.433300E-08
      G.Rovira                EXFOR                2020        1.866100E+02   6.793300E+00   23745-002-0        1.043680                  2.433700E-08
      G.Rovira                EXFOR                2020        1.738100E+02   6.325400E+00   23745-002-0        0.972092                  2.434100E-08
      G.Rovira                EXFOR                2020        1.780400E+02   6.452300E+00   23745-002-0        0.995749                  2.434400E-08
      G.Rovira                EXFOR                2020        1.714100E+02   6.274100E+00   23745-002-0        0.958669                  2.434800E-08
      G.Rovira                EXFOR                2020        1.791900E+02   6.214800E+00   23745-002-0        1.002181                  2.435200E-08
      G.Rovira                EXFOR                2020        1.804900E+02   6.411800E+00   23745-002-0        1.009452                  2.435600E-08
      G.Rovira                EXFOR                2020        1.767000E+02   6.530900E+00   23745-002-0        0.988255                  2.436000E-08
      G.Rovira                EXFOR                2020        1.869800E+02   6.566000E+00   23745-002-0        1.045749                  2.436300E-08
      G.Rovira                EXFOR                2020        1.779600E+02   6.597300E+00   23745-002-0        0.995302                  2.436700E-08
      G.Rovira                EXFOR                2020        1.754100E+02   6.573400E+00   23745-002-0        0.981040                  2.437100E-08
      G.Rovira                EXFOR                2020        1.911800E+02   6.785000E+00   23745-002-0        1.069239                  2.437500E-08
      G.Rovira                EXFOR                2020        1.820900E+02   6.519200E+00   23745-002-0        1.018400                  2.437800E-08
      G.Rovira                EXFOR                2020        1.862200E+02   6.550100E+00   23745-002-0        1.041499                  2.438200E-08
      G.Rovira                EXFOR                2020        1.893200E+02   6.632500E+00   23745-002-0        1.058837                  2.438600E-08
      G.Rovira                EXFOR                2020        1.794300E+02   6.655300E+00   23745-002-0        1.003523                  2.439000E-08
      G.Rovira                EXFOR                2020        1.839300E+02   6.521200E+00   23745-002-0        1.028691                  2.439300E-08
      G.Rovira                EXFOR                2020        1.884200E+02   6.654600E+00   23745-002-0        1.053803                  2.439700E-08
      G.Rovira                EXFOR                2020        1.882600E+02   6.436900E+00   23745-002-0        1.052908                  2.440100E-08
      G.Rovira                EXFOR                2020        1.821000E+02   6.480900E+00   23745-002-0        1.018456                  2.440500E-08
      G.Rovira                EXFOR                2020        1.864900E+02   6.821800E+00   23745-002-0        1.043009                  2.440800E-08
      G.Rovira                EXFOR                2020        1.814100E+02   6.701500E+00   23745-002-0        1.014597                  2.441200E-08
      G.Rovira                EXFOR                2020        1.927400E+02   7.122100E+00   23745-002-0        1.077964                  2.441600E-08
      G.Rovira                EXFOR                2020        1.797800E+02   6.415900E+00   23745-002-0        1.005481                  2.442000E-08
      G.Rovira                EXFOR                2020        1.979800E+02   6.853700E+00   23745-002-0        1.107271                  2.442400E-08
      G.Rovira                EXFOR                2020        1.842800E+02   6.785100E+00   23745-002-0        1.030649                  2.442700E-08
      G.Rovira                EXFOR                2020        1.818300E+02   6.496700E+00   23745-002-0        1.016946                  2.443100E-08
      G.Rovira                EXFOR                2020        1.863700E+02   6.546800E+00   23745-002-0        1.042338                  2.443500E-08
      G.Rovira                EXFOR                2020        1.896300E+02   6.781500E+00   23745-002-0        1.060570                  2.443900E-08
      G.Rovira                EXFOR                2020        1.832200E+02   6.655500E+00   23745-002-0        1.024720                  2.444200E-08
      G.Rovira                EXFOR                2020        1.784700E+02   6.293400E+00   23745-002-0        0.998154                  2.444600E-08
      G.Rovira                EXFOR                2020        1.823800E+02   6.418800E+00   23745-002-0        1.020022                  2.445000E-08
      G.Rovira                EXFOR                2020        1.794000E+02   6.386800E+00   23745-002-0        1.003356                  2.445400E-08
      G.Rovira                EXFOR                2020        1.893800E+02   6.588900E+00   23745-002-0        1.059172                  2.445800E-08
      G.Rovira                EXFOR                2020        1.812100E+02   6.500700E+00   23745-002-0        1.013479                  2.446100E-08
      G.Rovira                EXFOR                2020        1.794500E+02   6.793700E+00   23745-002-0        1.003635                  2.446500E-08
      G.Rovira                EXFOR                2020        1.653400E+02   6.098300E+00   23745-002-0        0.924720                  2.446900E-08
      G.Rovira                EXFOR                2020        1.704300E+02   6.142100E+00   23745-002-0        0.953188                  2.447300E-08
      G.Rovira                EXFOR                2020        1.877300E+02   6.759400E+00   23745-002-0        1.049944                  2.447700E-08
      G.Rovira                EXFOR                2020        1.728900E+02   6.119400E+00   23745-002-0        0.966946                  2.448100E-08
      G.Rovira                EXFOR                2020        1.617700E+02   6.218800E+00   23745-002-0        0.904754                  2.448400E-08
      G.Rovira                EXFOR                2020        1.896100E+02   6.523000E+00   23745-002-0        1.060459                  2.448800E-08
      G.Rovira                EXFOR                2020        1.752800E+02   6.367500E+00   23745-002-0        0.980313                  2.449200E-08
      G.Rovira                EXFOR                2020        1.791600E+02   6.256000E+00   23745-002-0        1.002013                  2.449600E-08
      G.Rovira                EXFOR                2020        1.685100E+02   6.000800E+00   23745-002-0        0.942450                  2.450000E-08
      G.Rovira                EXFOR                2020        1.826600E+02   6.220000E+00   23745-002-0        1.021588                  2.450300E-08
      G.Rovira                EXFOR                2020        1.673700E+02   5.903200E+00   23745-002-0        0.936074                  2.450700E-08
      G.Rovira                EXFOR                2020        1.964800E+02   6.563100E+00   23745-002-0        1.098881                  2.451100E-08
      G.Rovira                EXFOR                2020        1.724800E+02   6.171100E+00   23745-002-0        0.964653                  2.451500E-08
      G.Rovira                EXFOR                2020        1.668800E+02   6.123300E+00   23745-002-0        0.933333                  2.451800E-08
      G.Rovira                EXFOR                2020        1.776900E+02   6.670900E+00   23745-002-0        0.993792                  2.452200E-08
      G.Rovira                EXFOR                2020        1.771900E+02   6.524000E+00   23745-002-0        0.990996                  2.452600E-08
      G.Rovira                EXFOR                2020        1.633400E+02   6.044500E+00   23745-002-0        0.913535                  2.453000E-08
      G.Rovira                EXFOR                2020        1.748800E+02   6.296600E+00   23745-002-0        0.978076                  2.453400E-08
      G.Rovira                EXFOR                2020        1.759300E+02   6.596800E+00   23745-002-0        0.983948                  2.453700E-08
      G.Rovira                EXFOR                2020        1.787900E+02   6.406900E+00   23745-002-0        0.999944                  2.454100E-08
      G.Rovira                EXFOR                2020        1.803100E+02   6.800400E+00   23745-002-0        1.008445                  2.454500E-08
      G.Rovira                EXFOR                2020        1.780000E+02   6.744400E+00   23745-002-0        0.995526                  2.454900E-08
      G.Rovira                EXFOR                2020        2.000300E+02   6.870700E+00   23745-002-0        1.118736                  2.455300E-08
      G.Rovira                EXFOR                2020        1.750600E+02   6.300700E+00   23745-002-0        0.979083                  2.455700E-08
      G.Rovira                EXFOR                2020        1.864900E+02   6.636200E+00   23745-002-0        1.043009                  2.456000E-08
      G.Rovira                EXFOR                2020        1.911200E+02   6.821800E+00   23745-002-0        1.068904                  2.456400E-08
      G.Rovira                EXFOR                2020        1.672600E+02   6.111000E+00   23745-002-0        0.935459                  2.456800E-08
      G.Rovira                EXFOR                2020        1.964400E+02   6.860300E+00   23745-002-0        1.098658                  2.457200E-08
      G.Rovira                EXFOR                2020        1.718500E+02   6.281100E+00   23745-002-0        0.961130                  2.457600E-08
      G.Rovira                EXFOR                2020        1.940400E+02   6.690100E+00   23745-002-0        1.085235                  2.457900E-08
      G.Rovira                EXFOR                2020        1.846200E+02   6.489300E+00   23745-002-0        1.032550                  2.458300E-08
      G.Rovira                EXFOR                2020        1.731600E+02   6.126900E+00   23745-002-0        0.968456                  2.458700E-08
      G.Rovira                EXFOR                2020        1.723600E+02   6.335200E+00   23745-002-0        0.963982                  2.459100E-08
      G.Rovira                EXFOR                2020        1.831000E+02   6.528800E+00   23745-002-0        1.024049                  2.459500E-08
      G.Rovira                EXFOR                2020        1.702900E+02   6.170400E+00   23745-002-0        0.952405                  2.459900E-08
      G.Rovira                EXFOR                2020        1.881600E+02   6.692700E+00   23745-002-0        1.052349                  2.460200E-08
      G.Rovira                EXFOR                2020        1.705500E+02   6.182100E+00   23745-002-0        0.953859                  2.460600E-08
      G.Rovira                EXFOR                2020        1.840300E+02   7.004100E+00   23745-002-0        1.029251                  2.461000E-08
      G.Rovira                EXFOR                2020        1.881900E+02   6.652600E+00   23745-002-0        1.052517                  2.461400E-08
      G.Rovira                EXFOR                2020        1.810500E+02   6.420500E+00   23745-002-0        1.012584                  2.461800E-08
      G.Rovira                EXFOR                2020        1.760800E+02   6.760400E+00   23745-002-0        0.984787                  2.462100E-08
      G.Rovira                EXFOR                2020        2.030900E+02   7.234400E+00   23745-002-0        1.135850                  2.462500E-08
      G.Rovira                EXFOR                2020        1.888300E+02   6.463400E+00   23745-002-0        1.056096                  2.462900E-08
      G.Rovira                EXFOR                2020        1.852000E+02   6.639400E+00   23745-002-0        1.035794                  2.463300E-08
      G.Rovira                EXFOR                2020        1.705200E+02   6.232500E+00   23745-002-0        0.953691                  2.463700E-08
      G.Rovira                EXFOR                2020        1.780300E+02   6.478800E+00   23745-002-0        0.995694                  2.464100E-08
      G.Rovira                EXFOR                2020        1.785300E+02   6.377000E+00   23745-002-0        0.998490                  2.464400E-08
      G.Rovira                EXFOR                2020        1.877500E+02   6.834100E+00   23745-002-0        1.050056                  2.464800E-08
      G.Rovira                EXFOR                2020        1.779600E+02   6.701400E+00   23745-002-0        0.995302                  2.465200E-08
      G.Rovira                EXFOR                2020        1.721500E+02   6.120200E+00   23745-002-0        0.962808                  2.465600E-08
      G.Rovira                EXFOR                2020        1.862600E+02   6.708600E+00   23745-002-0        1.041723                  2.466000E-08
      G.Rovira                EXFOR                2020        1.807900E+02   6.449000E+00   23745-002-0        1.011130                  2.466400E-08
      G.Rovira                EXFOR                2020        1.792500E+02   6.415600E+00   23745-002-0        1.002517                  2.466800E-08
      G.Rovira                EXFOR                2020        1.818900E+02   6.642900E+00   23745-002-0        1.017282                  2.467100E-08
      G.Rovira                EXFOR                2020        1.806300E+02   6.474100E+00   23745-002-0        1.010235                  2.467500E-08
      G.Rovira                EXFOR                2020        1.847200E+02   6.509300E+00   23745-002-0        1.033110                  2.467900E-08
      G.Rovira                EXFOR                2020        1.657600E+02   6.147600E+00   23745-002-0        0.927069                  2.468300E-08
      G.Rovira                EXFOR                2020        1.747500E+02   6.228600E+00   23745-002-0        0.977349                  2.468700E-08
      G.Rovira                EXFOR                2020        1.668800E+02   5.798500E+00   23745-002-0        0.933333                  2.469000E-08
      G.Rovira                EXFOR                2020        1.843100E+02   6.466700E+00   23745-002-0        1.030817                  2.469400E-08
      G.Rovira                EXFOR                2020        1.738300E+02   6.160000E+00   23745-002-0        0.972204                  2.469800E-08
      G.Rovira                EXFOR                2020        1.703700E+02   6.434900E+00   23745-002-0        0.952852                  2.470200E-08
      G.Rovira                EXFOR                2020        1.825700E+02   6.550900E+00   23745-002-0        1.021085                  2.470600E-08
      G.Rovira                EXFOR                2020        1.702000E+02   6.194300E+00   23745-002-0        0.951902                  2.471000E-08
      G.Rovira                EXFOR                2020        1.631900E+02   6.233300E+00   23745-002-0        0.912696                  2.471400E-08
      G.Rovira                EXFOR                2020        1.676700E+02   6.161900E+00   23745-002-0        0.937752                  2.471700E-08
      G.Rovira                EXFOR                2020        1.718400E+02   5.946600E+00   23745-002-0        0.961074                  2.472100E-08
      G.Rovira                EXFOR                2020        1.820400E+02   6.591800E+00   23745-002-0        1.018121                  2.472500E-08
      G.Rovira                EXFOR                2020        1.647200E+02   6.181400E+00   23745-002-0        0.921253                  2.472900E-08
      G.Rovira                EXFOR                2020        1.697000E+02   6.004600E+00   23745-002-0        0.949105                  2.473300E-08
      G.Rovira                EXFOR                2020        1.969400E+02   6.704000E+00   23745-002-0        1.101454                  2.473700E-08
      G.Rovira                EXFOR                2020        1.782700E+02   6.382600E+00   23745-002-0        0.997036                  2.474000E-08
      G.Rovira                EXFOR                2020        1.757800E+02   6.606100E+00   23745-002-0        0.983110                  2.474400E-08
      G.Rovira                EXFOR                2020        1.849000E+02   6.441300E+00   23745-002-0        1.034116                  2.474800E-08
      G.Rovira                EXFOR                2020        1.838300E+02   6.868600E+00   23745-002-0        1.028132                  2.475200E-08
      G.Rovira                EXFOR                2020        1.808200E+02   6.242200E+00   23745-002-0        1.011298                  2.475600E-08
      G.Rovira                EXFOR                2020        1.827500E+02   6.424200E+00   23745-002-0        1.022092                  2.476000E-08
      G.Rovira                EXFOR                2020        1.779900E+02   6.241200E+00   23745-002-0        0.995470                  2.476400E-08
      G.Rovira                EXFOR                2020        1.811400E+02   6.328900E+00   23745-002-0        1.013087                  2.476800E-08
      G.Rovira                EXFOR                2020        1.857700E+02   6.603100E+00   23745-002-0        1.038982                  2.477200E-08
      G.Rovira                EXFOR                2020        1.793500E+02   6.343300E+00   23745-002-0        1.003076                  2.477500E-08
      G.Rovira                EXFOR                2020        1.819600E+02   6.725400E+00   23745-002-0        1.017673                  2.477900E-08
      G.Rovira                EXFOR                2020        1.835700E+02   6.699600E+00   23745-002-0        1.026678                  2.478300E-08
      G.Rovira                EXFOR                2020        1.915400E+02   6.312100E+00   23745-002-0        1.071253                  2.478700E-08
      G.Rovira                EXFOR                2020        1.792900E+02   6.440000E+00   23745-002-0        1.002740                  2.479100E-08
      G.Rovira                EXFOR                2020        1.846200E+02   6.527400E+00   23745-002-0        1.032550                  2.479500E-08
      G.Rovira                EXFOR                2020        1.821500E+02   6.609400E+00   23745-002-0        1.018736                  2.479900E-08
      G.Rovira                EXFOR                2020        1.803800E+02   6.293200E+00   23745-002-0        1.008837                  2.480200E-08
      G.Rovira                EXFOR                2020        1.819100E+02   6.639200E+00   23745-002-0        1.017394                  2.480600E-08
      G.Rovira                EXFOR                2020        1.854700E+02   6.517100E+00   23745-002-0        1.037304                  2.481000E-08
      G.Rovira                EXFOR                2020        1.844800E+02   6.755200E+00   23745-002-0        1.031767                  2.481400E-08
      G.Rovira                EXFOR                2020        1.747500E+02   6.396600E+00   23745-002-0        0.977349                  2.481800E-08
      G.Rovira                EXFOR                2020        1.835500E+02   6.657300E+00   23745-002-0        1.026566                  2.482200E-08
      G.Rovira                EXFOR                2020        1.783700E+02   6.554400E+00   23745-002-0        0.997595                  2.482600E-08
      G.Rovira                EXFOR                2020        1.847500E+02   6.641900E+00   23745-002-0        1.033277                  2.482900E-08
      G.Rovira                EXFOR                2020        1.906700E+02   6.950900E+00   23745-002-0        1.066387                  2.483300E-08
      G.Rovira                EXFOR                2020        1.775100E+02   6.222500E+00   23745-002-0        0.992785                  2.483700E-08
      G.Rovira                EXFOR                2020        1.879800E+02   6.451800E+00   23745-002-0        1.051342                  2.484100E-08
      G.Rovira                EXFOR                2020        1.727300E+02   6.168000E+00   23745-002-0        0.966051                  2.484500E-08
      G.Rovira                EXFOR                2020        1.719600E+02   6.562100E+00   23745-002-0        0.961745                  2.484900E-08
      G.Rovira                EXFOR                2020        1.774800E+02   6.519000E+00   23745-002-0        0.992617                  2.485300E-08
      G.Rovira                EXFOR                2020        1.739500E+02   6.358100E+00   23745-002-0        0.972875                  2.485700E-08
      G.Rovira                EXFOR                2020        1.777500E+02   6.331800E+00   23745-002-0        0.994128                  2.486000E-08
      G.Rovira                EXFOR                2020        1.866200E+02   6.937000E+00   23745-002-0        1.043736                  2.486400E-08
      G.Rovira                EXFOR                2020        1.774600E+02   6.255600E+00   23745-002-0        0.992506                  2.486800E-08
      G.Rovira                EXFOR                2020        1.835100E+02   6.606500E+00   23745-002-0        1.026342                  2.487200E-08
      G.Rovira                EXFOR                2020        1.708300E+02   6.285500E+00   23745-002-0        0.955425                  2.487600E-08
      G.Rovira                EXFOR                2020        1.686600E+02   6.093400E+00   23745-002-0        0.943289                  2.488000E-08
      G.Rovira                EXFOR                2020        1.849100E+02   6.731500E+00   23745-002-0        1.034172                  2.488400E-08
      G.Rovira                EXFOR                2020        1.758400E+02   6.310600E+00   23745-002-0        0.983445                  2.488800E-08
      G.Rovira                EXFOR                2020        1.816400E+02   6.497600E+00   23745-002-0        1.015884                  2.489200E-08
      G.Rovira                EXFOR                2020        1.728800E+02   6.128100E+00   23745-002-0        0.966890                  2.489500E-08
      G.Rovira                EXFOR                2020        1.687500E+02   6.128800E+00   23745-002-0        0.943792                  2.489900E-08
      G.Rovira                EXFOR                2020        1.769800E+02   6.348100E+00   23745-002-0        0.989821                  2.490300E-08
      G.Rovira                EXFOR                2020        1.768000E+02   6.326800E+00   23745-002-0        0.988814                  2.490700E-08
      G.Rovira                EXFOR                2020        1.833100E+02   6.713800E+00   23745-002-0        1.025224                  2.491100E-08
      G.Rovira                EXFOR                2020        1.802100E+02   6.574700E+00   23745-002-0        1.007886                  2.491500E-08
      G.Rovira                EXFOR                2020        1.822400E+02   6.643100E+00   23745-002-0        1.019239                  2.491900E-08
      G.Rovira                EXFOR                2020        1.916300E+02   6.770600E+00   23745-002-0        1.071756                  2.492300E-08
      G.Rovira                EXFOR                2020        1.804300E+02   6.307800E+00   23745-002-0        1.009116                  2.492700E-08
      G.Rovira                EXFOR                2020        1.810400E+02   6.596000E+00   23745-002-0        1.012528                  2.493100E-08
      G.Rovira                EXFOR                2020        1.774800E+02   6.582000E+00   23745-002-0        0.992617                  2.493400E-08
      G.Rovira                EXFOR                2020        1.890800E+02   6.779400E+00   23745-002-0        1.057494                  2.493800E-08
      G.Rovira                EXFOR                2020        1.725700E+02   6.283500E+00   23745-002-0        0.965157                  2.494200E-08
      G.Rovira                EXFOR                2020        1.627700E+02   6.285500E+00   23745-002-0        0.910347                  2.494600E-08
      G.Rovira                EXFOR                2020        1.849900E+02   6.645500E+00   23745-002-0        1.034620                  2.495000E-08
      G.Rovira                EXFOR                2020        1.823100E+02   6.642000E+00   23745-002-0        1.019631                  2.495400E-08
      G.Rovira                EXFOR                2020        1.791800E+02   6.449500E+00   23745-002-0        1.002125                  2.495800E-08
      G.Rovira                EXFOR                2020        1.715700E+02   6.394200E+00   23745-002-0        0.959564                  2.496200E-08
      G.Rovira                EXFOR                2020        1.858700E+02   6.553600E+00   23745-002-0        1.039541                  2.496600E-08
      G.Rovira                EXFOR                2020        1.915100E+02   6.776100E+00   23745-002-0        1.071085                  2.497000E-08
      G.Rovira                EXFOR                2020        1.847200E+02   6.710600E+00   23745-002-0        1.033110                  2.497400E-08
      G.Rovira                EXFOR                2020        1.751100E+02   6.226400E+00   23745-002-0        0.979362                  2.497700E-08
      G.Rovira                EXFOR                2020        1.873200E+02   6.756200E+00   23745-002-0        1.047651                  2.498100E-08
      G.Rovira                EXFOR                2020        1.813500E+02   6.642100E+00   23745-002-0        1.014262                  2.498500E-08
      G.Rovira                EXFOR                2020        1.981900E+02   7.171200E+00   23745-002-0        1.108445                  2.498900E-08
      G.Rovira                EXFOR                2020        1.775000E+02   6.202200E+00   23745-002-0        0.992729                  2.499300E-08
      G.Rovira                EXFOR                2020        1.869900E+02   6.634800E+00   23745-002-0        1.045805                  2.499700E-08
      G.Rovira                EXFOR                2020        1.748300E+02   6.329300E+00   23745-002-0        0.977796                  2.500100E-08
      G.Rovira                EXFOR                2020        1.817900E+02   6.654500E+00   23745-002-0        1.016723                  2.500500E-08
      G.Rovira                EXFOR                2020        1.730400E+02   6.496000E+00   23745-002-0        0.967785                  2.500900E-08
      G.Rovira                EXFOR                2020        1.870200E+02   6.811900E+00   23745-002-0        1.045973                  2.501300E-08
      G.Rovira                EXFOR                2020        1.756200E+02   6.472700E+00   23745-002-0        0.982215                  2.501700E-08
      G.Rovira                EXFOR                2020        1.865400E+02   6.999800E+00   23745-002-0        1.043289                  2.502100E-08
      G.Rovira                EXFOR                2020        1.804200E+02   6.577200E+00   23745-002-0        1.009060                  2.502400E-08
      G.Rovira                EXFOR                2020        1.781900E+02   6.539200E+00   23745-002-0        0.996588                  2.502800E-08
      G.Rovira                EXFOR                2020        1.731000E+02   6.396300E+00   23745-002-0        0.968121                  2.503200E-08
      G.Rovira                EXFOR                2020        1.752100E+02   6.351900E+00   23745-002-0        0.979922                  2.503600E-08
      G.Rovira                EXFOR                2020        1.840200E+02   6.736300E+00   23745-002-0        1.029195                  2.504000E-08
      G.Rovira                EXFOR                2020        1.845700E+02   6.770900E+00   23745-002-0        1.032271                  2.504400E-08
      G.Rovira                EXFOR                2020        1.912100E+02   6.918900E+00   23745-002-0        1.069407                  2.504800E-08
      G.Rovira                EXFOR                2020        1.953900E+02   6.925600E+00   23745-002-0        1.092785                  2.505200E-08
      G.Rovira                EXFOR                2020        1.804000E+02   6.647900E+00   23745-002-0        1.008948                  2.505600E-08
      G.Rovira                EXFOR                2020        1.788200E+02   6.567600E+00   23745-002-0        1.000112                  2.506000E-08
      G.Rovira                EXFOR                2020        1.785600E+02   6.674600E+00   23745-002-0        0.998658                  2.506400E-08
      G.Rovira                EXFOR                2020        1.740100E+02   6.408700E+00   23745-002-0        0.973210                  2.506800E-08
      G.Rovira                EXFOR                2020        1.679600E+02   6.224200E+00   23745-002-0        0.939374                  2.507200E-08
      G.Rovira                EXFOR                2020        1.749000E+02   6.231700E+00   23745-002-0        0.978188                  2.507600E-08
      G.Rovira                EXFOR                2020        1.785000E+02   6.640200E+00   23745-002-0        0.998322                  2.507900E-08
      G.Rovira                EXFOR                2020        1.715400E+02   6.536800E+00   23745-002-0        0.959396                  2.508300E-08
      G.Rovira                EXFOR                2020        1.670200E+02   6.254700E+00   23745-002-0        0.934116                  2.508700E-08
      G.Rovira                EXFOR                2020        1.782600E+02   6.652100E+00   23745-002-0        0.996980                  2.509100E-08
      G.Rovira                EXFOR                2020        1.799900E+02   6.551100E+00   23745-002-0        1.006655                  2.509500E-08
      G.Rovira                EXFOR                2020        1.802400E+02   6.717700E+00   23745-002-0        1.008054                  2.509900E-08
      G.Rovira                EXFOR                2020        1.686800E+02   6.023400E+00   23745-002-0        0.943400                  2.510300E-08
      G.Rovira                EXFOR                2020        1.746300E+02   6.673300E+00   23745-002-0        0.976678                  2.510700E-08
      G.Rovira                EXFOR                2020        1.666200E+02   6.193000E+00   23745-002-0        0.931879                  2.511100E-08
      G.Rovira                EXFOR                2020        1.744900E+02   6.328500E+00   23745-002-0        0.975895                  2.511500E-08
      G.Rovira                EXFOR                2020        1.756300E+02   6.548800E+00   23745-002-0        0.982271                  2.511900E-08
      G.Rovira                EXFOR                2020        1.771100E+02   6.505500E+00   23745-002-0        0.990548                  2.512300E-08
      G.Rovira                EXFOR                2020        1.756500E+02   6.443000E+00   23745-002-0        0.982382                  2.512700E-08
      G.Rovira                EXFOR                2020        1.885700E+02   6.908200E+00   23745-002-0        1.054642                  2.513100E-08
      G.Rovira                EXFOR                2020        1.920700E+02   6.946000E+00   23745-002-0        1.074217                  2.513500E-08
      G.Rovira                EXFOR                2020        1.745500E+02   6.452300E+00   23745-002-0        0.976230                  2.513900E-08
      G.Rovira                EXFOR                2020        1.844100E+02   6.739800E+00   23745-002-0        1.031376                  2.514200E-08
      G.Rovira                EXFOR                2020        1.858800E+02   6.516900E+00   23745-002-0        1.039597                  2.514600E-08
      G.Rovira                EXFOR                2020        1.743300E+02   6.534500E+00   23745-002-0        0.975000                  2.515000E-08
      G.Rovira                EXFOR                2020        1.710700E+02   6.315300E+00   23745-002-0        0.956767                  2.515400E-08
      G.Rovira                EXFOR                2020        1.760100E+02   6.590200E+00   23745-002-0        0.984396                  2.515800E-08
      G.Rovira                EXFOR                2020        1.762500E+02   6.554600E+00   23745-002-0        0.985738                  2.516200E-08
      G.Rovira                EXFOR                2020        1.814400E+02   6.778000E+00   23745-002-0        1.014765                  2.516600E-08
      G.Rovira                EXFOR                2020        1.743300E+02   6.592900E+00   23745-002-0        0.975000                  2.517000E-08
      G.Rovira                EXFOR                2020        1.681000E+02   6.347800E+00   23745-002-0        0.940157                  2.517400E-08
