# header: 
#   title: Ba136 D0 resonance data
#   source: Resonancetables
#   date: 2025-10-02
# target: 
#   Z: 56
#   A: 136
#   nuclide: Ba136
# reaction: 
#   type: D0
#   parameters: 
#   selected value [eV]:  1.210000E+03
#   selected value uncertainty [eV]:  1.190000E+02
#   selected value source: RIPL-3
#   number of values: 10
#   average value [b]:  1.409828E+03
#   relative standard deviation [%]:     26.294659
#   quantity: 
#     type: Compilation
#     average value:  1.306667E+03
#     relative standard deviation [%]:     10.462294
#   datablock: 
#     columns: 9
#     entries: 3
##    Author                         Type           Year           Value         dValue        Reference        Ratio       #Resonances
##      []             []             []             []            [eV]           [eV]            []             []             []
      RIPL-2                  Compilation          2000        1.210000E+03   1.190000E+02            96K       1.000000        2      
      RIPL-3                  Compilation          2009        1.210000E+03   1.190000E+02            96K       1.000000               
      Mughabghab-2018         Compilation          2018        1.500000E+03   2.250000E+02                      1.239669               
#   quantity: 
#     type: EXFOR
#     average value:  9.200000E+02
#     relative standard deviation [%]:      0.000000
#   datablock: 
#     columns: 13
#     entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio          E-min          E-max       Momentum L       Spin J         Parity
##      []             []             []             []            [eV]           [eV]            []             []            [MeV]          [MeV]           []             []             []
      A.R.De L.Musgrove       EXFOR                1976        9.200000E+02   2.000000E+02      30328-006       0.760331   3.000000E-03   2.000000E-01       0.0                                   
#   quantity: 
#     type: Nuclear data library
#     average value:  1.543047E+03
#     relative standard deviation [%]:     25.649200
#   datablock: 
#     columns: 8
#     entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        2.299330E+03   0.000000E+00                      1.900273
      jendl5.0                NDL                  2021        1.277410E+03   0.000000E+00                      1.055711
      endfb8.1                NDL                  2024        1.842110E+03   0.000000E+00                      1.522405
      TARES                   NDL                  2025        1.279810E+03   0.000000E+00                      1.057694
      tendl.2025              NDL                  2025        1.279810E+03   0.000000E+00                      1.057694
      jeff4.0                 NDL                  2025        1.279810E+03   0.000000E+00                      1.057694
