# header: 
#   title: Ge074 D0 resonance data
#   source: Resonancetables
#   date: 2025-11-14
# target: 
#   Z: 32
#   A: 74
#   nuclide: Ge074
# reaction: 
#   type: D0
#   parameters: 
#   selected value [eV]:  3.000000E+03
#   selected value uncertainty [eV]:  1.000000E+03
#   selected value source: RIPL-3
#   number of values: 10
#   average value [b]:  3.028924E+03
#   relative standard deviation [%]:     53.142540
#   quantity: 
#     type: Compilation
#     average value:  3.000000E+03
#     relative standard deviation [%]:      0.000000
#   datablock: 
#     columns: 9
#     entries: 3
##    Author                         Type           Year           Value         dValue        Reference        Ratio       #Resonances
##      []             []             []             []            [eV]           [eV]            []             []             []
      RIPL-2                  Compilation          2000        3.000000E+03   1.000000E+03            96I       1.000000        3      
      RIPL-3                  Compilation          2009        3.000000E+03   1.000000E+03            96I       1.000000               
      Mughabghab-2018         Compilation          2018        3.000000E+03   8.000000E+02                      1.000000               
#   quantity: 
#     type: EXFOR
#     average value:  3.900000E+03
#     relative standard deviation [%]:      0.000000
#   datablock: 
#     columns: 13
#     entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio          E-min          E-max       Momentum L       Spin J         Parity
##      []             []             []             []            [eV]           [eV]            []             []            [MeV]          [MeV]           []             []             []
      Kh.Maletski             EXFOR                1968        3.900000E+03   7.700000E+02      40023-024       1.300000   2.846000E-03   6.104000E-02       0.0                                   
#   quantity: 
#     type: Nuclear data library
#     average value:  2.898206E+03
#     relative standard deviation [%]:     70.495728
#   datablock: 
#     columns: 8
#     entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        7.466670E+03   0.000000E+00                      2.488890
      jendl5.0                NDL                  2021        2.000000E+03   0.000000E+00                      0.666667
      endfb8.1                NDL                  2024        2.000000E+03   0.000000E+00                      0.666667
      TARES                   NDL                  2025        1.974190E+03   0.000000E+00                      0.658063
      tendl.2025              NDL                  2025        1.974190E+03   0.000000E+00                      0.658063
      jeff4.0                 NDL                  2025        1.974190E+03   0.000000E+00                      0.658063
