# header: 
#   title: Ba134 D0 resonance data
#   source: Resonancetables
#   date: 2025-12-03
# target: 
#   Z: 56
#   A: 134
#   nuclide: Ba134
# reaction: 
#   type: D0
#   parameters: 
#   selected value [eV]:  3.710000E+02
#   selected value uncertainty [eV]:  3.600000E+01
#   selected value source: RIPL-3
#   number of values: 10
#   average value [b]:  3.969061E+02
#   relative standard deviation [%]:     19.968967
#   quantity: 
#     type: Compilation
#     average value:  3.673333E+02
#     relative standard deviation [%]:      1.411647
#   datablock: 
#     columns: 9
#     entries: 3
##    Author                         Type           Year           Value         dValue        Reference        Ratio       #Resonances
##      []             []             []             []            [eV]           [eV]            []             []             []
      RIPL-2                  Compilation          2000        3.710000E+02   3.600000E+01            96K       1.000000               
      RIPL-3                  Compilation          2009        3.710000E+02   3.600000E+01            96K       1.000000               
      Mughabghab-2018         Compilation          2018        3.600000E+02   4.800000E+01                      0.970350               
#   quantity: 
#     type: EXFOR
#     average value:  2.300000E+02
#     relative standard deviation [%]:      0.000000
#   datablock: 
#     columns: 13
#     entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio          E-min          E-max       Momentum L       Spin J         Parity
##      []             []             []             []            [eV]           [eV]            []             []            [MeV]          [MeV]           []             []             []
      A.R.De L.Musgrove       EXFOR                1976        2.300000E+02   6.000000E+01      30328-003       0.619946   3.000000E-03   2.000000E-01       0.0                                   
#   quantity: 
#     type: Nuclear data library
#     average value:  4.395102E+02
#     relative standard deviation [%]:     13.577347
#   datablock: 
#     columns: 8
#     entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        5.565790E+02   0.000000E+00                      1.500213
      jendl5.0                NDL                  2021        3.776790E+02   0.000000E+00                      1.018003
      endfb8.1                NDL                  2024        3.776790E+02   0.000000E+00                      1.018003
      TARES                   NDL                  2025        4.417080E+02   0.000000E+00                      1.190588
      tendl.2025              NDL                  2025        4.417080E+02   0.000000E+00                      1.190588
      jeff4.0                 NDL                  2025        4.417080E+02   0.000000E+00                      1.190588
