# header: 
#   title: Bi209 D0 resonance data
#   source: Resonancetables
#   date: 2025-09-14
# target: 
#   Z: 83
#   A: 209
#   nuclide: Bi209
# reaction: 
#   type: D0
#   parameters: 
#   selected value [eV]:  4.450000E+03
#   selected value uncertainty [eV]:  4.000000E+02
#   selected value source: RIPL-3
#   number of values: 10
#   average value [b]:  4.899946E+03
#   relative standard deviation [%]:     23.050985
#   quantity: 
#     type: Compilation
#     average value:  4.330000E+03
#     relative standard deviation [%]:      5.455433
#   datablock: 
#     columns: 9
#     entries: 3
##    Author                         Type           Year           Value         dValue        Reference        Ratio       #Resonances
##      []             []             []             []            [eV]           [eV]            []             []             []
      RIPL-2                  Compilation          2000        4.000000E+03   7.000000E+02            97I       0.898876               
      RIPL-3                  Compilation          2009        4.450000E+03   4.000000E+02            05I       1.000000               
      Mughabghab-2018         Compilation          2018        4.540000E+03   3.900000E+02                      1.020225               
#   quantity: 
#     type: EXFOR
#     average value:  4.500000E+03
#     relative standard deviation [%]:      0.000000
#   datablock: 
#     columns: 13
#     entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio          E-min          E-max       Momentum L       Spin J         Parity
##      []             []             []             []            [eV]           [eV]            []             []            [MeV]          [MeV]           []             []             []
      A.R.De L.Musgrove       EXFOR                1978        4.500000E+03   6.000000E+02      30450-004       1.011236                  0.000000E+00       0.0                                   
#   quantity: 
#     type: Nuclear data library
#     average value:  5.251577E+03
#     relative standard deviation [%]:     25.445051
#   datablock: 
#     columns: 8
#     entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        4.000000E+03   0.000000E+00                      0.898876
      jendl5.0                NDL                  2021        4.651160E+03   0.000000E+00                      1.045205
      endfb8.1                NDL                  2024        4.000000E+03   0.000000E+00                      0.898876
      TARES                   NDL                  2025        7.103570E+03   0.000000E+00                      1.596308
      tendl.2025              NDL                  2025        7.103570E+03   0.000000E+00                      1.596308
      jeff4.0                 NDL                  2025        4.651160E+03   0.000000E+00                      1.045205
