# header: 
#   title: (n,g)-m thermal cross section for EXFOR
#   source: Resonancetables
#   date: 2026-04-28
# reaction: 
#   type: (n,g)-m
# quantity: 
#   type: thermal cross section
# datablock: 
#   columns: 10
#   entries: 480
##       Z              A            Liso           Value         dValue          Ratio        Reference       Author                        Nuclide
##      []             []             []             [b]            [b]            []             []             [%]            [%]            [%]
        17             37              0        5.000000E-03   0.000000E+00         0.1064   11565-002-0       G.Scharff-Goldhaber           Cl037
        21             45              0        1.000000E+01   0.000000E+00         1.0204   11647-002-0       M.Goldhaber                   Sc045
        27             59              0        4.694000E+01   0.000000E+00         2.3010   22234-003-0       I.Celenk                      Co059
        27             59              0        2.100000E+01   0.000000E+00         1.0294   23266-041-0       F.Farina Arbocco              Co059
        27             59              0        2.040000E+01   0.000000E+00         1.0000   23266-041-0       F.Farina Arbocco              Co059
        27             59              0        6.600000E-01   1.320000E-01         0.0324   11447-025-0       L.Seren                       Co059
        27             59              0        1.830000E+01   1.700000E+00         0.8971   11736-002-0       N.Moss                        Co059
        27             59              0        2.000000E+01   2.000000E+00         0.9804   11748-002-0       B.Keisch                      Co059
        27             59              0        1.880000E+01   1.500000E+00         0.9216   20625-009-0       E.M.Gryntakis                 Co059
        27             59              0        2.070000E+01   5.000000E-01         1.0147   23266-040-0       F.Farina Arbocco              Co059
        30             68              0        7.300000E-02   4.000000E-03         1.0139   12602-003-0       C.H.Hogg                      Zn068
        30             68              0        6.990000E-02   1.607700E-03         0.9708   23488-021-0       F.De Corte                    Zn068
        30             68              0        7.100000E-02   0.000000E+00         0.9861   23266-067-0       F.Farina Arbocco              Zn068
        30             68              0        7.370000E-02   1.700000E-03         1.0236   23617-005-0       S.Nakamura                    Zn068
        30             68              0        3.100000E-01   6.200000E-02         4.3056   11447-032-0       L.Seren                       Zn068
        30             68              0        1.000000E-01   1.000000E-02         1.3889   11625-007-0       W.S.Lyon                      Zn068
        30             68              0        8.300000E-02   1.245000E-02         1.1528   31248-002-0       S.K.Mangal                    Zn068
        30             68              0        9.300000E-02   0.000000E+00         1.2917   11817-004-0       H.Arino                       Zn068
        30             68              0        7.200000E-02   4.000000E-03         1.0000   22521-002-0       W.Mannhart                    Zn068
        30             68              0        7.200000E-02   2.000000E-03         1.0000   20656-006-0       J.I.Kim                       Zn068
        30             68              0        7.000000E-02   4.000000E-03         0.9722   10644-025-0       G.Gleason                     Zn068
        30             68              0        7.200000E-02   7.000000E-03         1.0000   12866-036-0       R.E.Heft                      Zn068
        30             68              0        7.100000E-02   1.000000E-03         0.9861   23266-066-0       F.Farina Arbocco              Zn068
        30             68              0        7.100000E-02   2.000000E-03         0.9861   14468-004-0       K.S.Krane                     Zn068
        30             68              0        7.000000E-02   3.000000E-03         0.9722   14468-004-0       K.S.Krane                     Zn068
        30             68              0        6.900000E-02   3.000000E-03         0.9583   14468-004-0       K.S.Krane                     Zn068
        30             68              0        6.900000E-02   3.000000E-03         0.9583   14468-004-0       K.S.Krane                     Zn068
        30             70              0        9.000000E-03   1.800000E-03         1.0345   31248-004-0       S.K.Mangal                    Zn070
        30             70              0        8.400000E-03   0.000000E+00         0.9655   11817-003-0       H.Arino                       Zn070
        30             70              0        1.100000E-01   0.000000E+00        12.6437   40780-006-0       L.N.Bystrov                   Zn070
        30             70              0        8.100000E-03   5.000000E-04         0.9310   22521-003-0       W.Mannhart                    Zn070
        30             70              0        6.500000E-03   1.000000E-03         0.7471   14468-008-0       K.S.Krane                     Zn070
        30             70              0        6.300000E-03   6.000000E-04         0.7241   14468-008-0       K.S.Krane                     Zn070
        30             70              0        6.100000E-03   9.000000E-04         0.7011   14468-008-0       K.S.Krane                     Zn070
        32             74              0        4.800000E-01   5.000000E-02         3.4286   23107-003-0       G.Meierhofer                  Ge074
        32             74              0        4.980000E-01   5.600000E-02         3.5571   23107-003-0       G.Meierhofer                  Ge074
        32             74              0        4.920000E-01   5.100000E-02         3.5143   23107-003-0       G.Meierhofer                  Ge074
        32             74              0        4.940000E-01   5.100000E-02         3.5286   23107-003-0       G.Meierhofer                  Ge074
        32             74              0        5.160000E-01   5.700000E-02         3.6857   23107-003-0       G.Meierhofer                  Ge074
        32             74              0        5.070000E-01   5.200000E-02         3.6214   23107-003-0       G.Meierhofer                  Ge074
        32             74              0        1.287000E-01   7.500000E-03         0.9193   23107-002-0       G.Meierhofer                  Ge074
        32             74              0        1.300000E-01   7.500000E-03         0.9286   23107-002-0       G.Meierhofer                  Ge074
        32             74              0        1.302000E-01   7.500000E-03         0.9300   23107-002-0       G.Meierhofer                  Ge074
        32             74              0        1.251000E-01   6.900000E-03         0.8936   23107-002-0       G.Meierhofer                  Ge074
        32             74              0        1.320000E-01   7.700000E-03         0.9429   23107-002-0       G.Meierhofer                  Ge074
        32             74              0        1.342000E-01   7.800000E-03         0.9586   23107-002-0       G.Meierhofer                  Ge074
        32             74              0        1.310000E-01   7.600000E-03         0.9357   23107-002-0       G.Meierhofer                  Ge074
        32             74              0        1.320000E-01   7.700000E-03         0.9429   23107-002-0       G.Meierhofer                  Ge074
        32             74              0        1.294000E-01   7.200000E-03         0.9243   23107-002-0       G.Meierhofer                  Ge074
        32             74              0        1.298000E-01   8.200000E-03         0.9271   23107-002-0       G.Meierhofer                  Ge074
        32             74              0        1.322000E-01   9.700000E-03         0.9443   23107-002-0       G.Meierhofer                  Ge074
        32             74              0        1.328000E-01   7.300000E-03         0.9486   23107-002-0       G.Meierhofer                  Ge074
        32             74              0        3.800000E-01   7.600000E-02         2.7143   11447-037-0       L.Seren                       Ge074
        32             74              0        6.000000E-01   6.000000E-02         4.2857   11507-037-0       H.Pomerance                   Ge074
        32             74              0        5.300000E-01   1.000000E-01         3.7857   11426-007-0       W.A.Brooksbank                Ge074
        32             74              0        6.400000E-02   8.000000E-03         0.4571   11823-002-0       E.Der Mateosian               Ge074
        32             74              0        5.500000E-01   5.500000E-02         3.9286   11625-010-0       W.S.Lyon                      Ge074
        32             74              0        2.000000E-01   2.000000E-02         1.4286   21342-004-0       H.Weigmann                    Ge074
        32             74              0        5.100000E-01   7.000000E-02         3.6429   31753-002-0       K.F.Alexander                 Ge074
        32             74              0        1.800000E-01   4.000000E-02         1.2857   31753-003-0       K.F.Alexander                 Ge074
        32             74              0        1.430000E-01   1.600000E-02         1.0214   22521-006-0       W.Mannhart                    Ge074
        32             74              0        4.200000E-01   2.000000E-02         3.0000   12866-040-0       R.E.Heft                      Ge074
        32             74              0        4.970000E-01   5.200000E-02         3.5500   23107-006-0       G.Meierhofer                  Ge074
        32             74              0        1.305000E-01   5.600000E-03         0.9321   23107-005-0       G.Meierhofer                  Ge074
        32             76              0        1.546000E-01   1.680000E-02         1.5460   23092-008-0       G.Meierhofer                  Ge076
        32             76              0        1.619000E-01   0.000000E+00         1.6190   23092-007-0       G.Meierhofer                  Ge076
        32             76              0        1.150000E-01   1.600000E-02         1.1500   23092-002-0       G.Meierhofer                  Ge076
        32             76              0        1.120000E-01   1.400000E-02         1.1200   23062-004-2       G.Meierhofer                  Ge076
        32             76              0        9.800000E-02   1.200000E-02         0.9800   23062-004-1       G.Meierhofer                  Ge076
        32             76              0        8.500000E-02   1.700000E-02         0.8500   11447-038-0       L.Seren                       Ge076
        32             76              0        3.500000E-01   7.000000E-02         3.5000   11507-038-0       H.Pomerance                   Ge076
        32             76              0        4.600000E-01   0.000000E+00         4.6000   11426-010-0       W.A.Brooksbank                Ge076
        32             76              0        3.000000E-01   6.000000E-02         3.0000   11426-008-0       W.A.Brooksbank                Ge076
        32             76              0        1.500000E-02   6.000000E-03         0.1500   11426-009-0       W.A.Brooksbank                Ge076
        32             76              0        8.700000E-02   1.500000E-02         0.8700   11823-004-0       E.Der Mateosian               Ge076
        32             76              0        1.200000E-01   3.000000E-02         1.2000   21342-005-0       H.Weigmann                    Ge076
        32             76              0        8.600000E-02   9.000000E-03         0.8600   22521-007-0       W.Mannhart                    Ge076
        32             76              0        3.800000E-02   1.000000E-03         0.3800   12866-044-0       R.E.Heft                      Ge076
