# header:
#   title: Ig resonance data
#   source: Resonancetables
#   date: 2025-07-13
# reaction:
#   type: Ig
# quantity:
#   type: resonance data
# datablock:
#   columns: 11
#   entries: 464
##       Z              A            Liso           Value         dValue        Reference   Rel. dev. comp. Rel. dev. NDL  Rel. dev. all  #Experiments      Nuclide
##      []             []             []            [eV]           [eV]            []             [%]            [%]            [%]            []             []
        10             22              0        2.200000E-02   3.000000E-03  Sukhoruchkin          0.00           3.13           2.95           0           Ne022 
        11             22              0        1.280000E+02   3.200000E+01  Sukhoruchkin          0.00         115.66         223.21           1           Na022 
        11             23              0        3.030000E-01   1.400000E-02  Kayzero               1.62           2.41         181.52          15           Na023 
        12              0              0        4.500000E-02   2.000000E-02  Tattersall            0.00           0.00          90.48           2           Mg000 
        12             24              0        3.100000E-02   3.000000E-03  Sukhoruchkin          8.82           5.81           7.62           0           Mg024 
        12             25              0        9.900000E-02   2.800000E-02  Sukhoruchkin         32.65           3.31          30.57           0           Mg025 
        12             26              0        2.400000E-02   1.000000E-03  Kayzero               9.72          19.06         141.79          10           Mg026 
        12             27              0        3.000000E-02   1.000000E-02  JUKO                  0.00           0.00           0.00           0           Mg027 
        13             27              0        1.610000E-01   1.000000E-03  Kayzero              13.04           2.27          23.46          10           Al027 
        14              0              0        5.000000E-01   2.000000E-02  Macklin               0.00           0.00           0.00           1           Si000 
        14             28              0        8.400000E-02   1.400000E-02  Sukhoruchkin          2.44           1.76           2.52           0           Si028 
        14             29              0        8.300000E-02   1.200000E-02  Sukhoruchkin          3.75           3.77           3.79           0           Si029 
        14             30              0        1.260000E-01   8.000000E-03  Kayzero              69.05          63.33          67.49           2           Si030 
        14             31              0        3.300000E-02   3.000000E-03  JUKO                  0.00           0.00           0.00           0           Si031 
        15             31              0        1.400000E-01   3.000000E-02  Sukhoruchkin         27.85          28.15          29.90           1           P031  
        16              0              0        6.000000E-01   2.400000E-02  Macklin               0.00           0.00           0.00           1           S000  
        16             32              0        2.500000E-01   9.000000E-03  Sukhoruchkin          0.81           1.43           1.32           0           S032  
        16             33              0        1.640000E-01   2.600000E-02  Sukhoruchkin         16.54          17.55          17.30           0           S033  
        16             34              0        1.010000E-01   5.000000E-03  Sukhoruchkin          2.42           7.60           6.77           0           S034  
        16             36              0        3.590000E-01   3.590000E-01  Kayzero              38.24          10.45          49.17           1           S036  
        17              0              0        1.200000E+01   4.800000E-01  Macklin               0.00           0.00           0.00           1           Cl000 
        17             35              0        1.790000E+01   3.000000E-01  Mughabghab-2018       0.26           0.65           0.54           0           Cl035 
        17             36              0        3.800000E+00   0.000000E+00  Mughabghab-2018       0.00          18.52          26.07           0           Cl036 
        17             37              0        2.890000E-01   6.000000E-03  Kayzero              13.70           1.65          25.73           5           Cl037 
        18             36              0        2.275000E+00   7.000000E-03  Sukhoruchkin          6.43           1.69           5.64           0           Ar036 
        18             40              0        4.050000E-01   4.050000E-01  Kayzero              13.54           1.78          16.23           1           Ar040 
        19              0              0        1.100000E+00   4.400000E-02  Macklin               0.00           0.00           0.00           1           K000  
        19             39              0        1.100000E+00   1.000000E-01  Mughabghab-2018       4.42           3.69           5.43           0           K039  
        19             40              0        1.300000E+01   4.000000E+00  Mughabghab-2018       0.00          56.26          54.65           0           K040  
        19             41              0        1.264000E+00   3.900000E-02  Kayzero              14.48          19.36          19.60           8           K041  
        20              0              0        2.000000E+00   8.000000E-02  Macklin               0.00           0.00           0.00           1           Ca000 
        20             40              0        2.130000E-01   1.700000E-02  Sukhoruchkin          1.62           4.19           3.66           0           Ca040 
        20             42              0        3.800000E-01   3.000000E-02  Sukhoruchkin          1.30           0.37           1.46           0           Ca042 
        20             43              0        5.800000E+00   1.100000E+00  Sukhoruchkin         19.22          13.16          15.61           0           Ca043 
        20             44              0        5.600000E-01   1.000000E-02  Mughabghab-2018      11.86           0.95          26.49           4           Ca044 
        20             46              0        9.350000E-01   7.090000E-01  Kayzero              33.18           4.30          49.52           2           Ca046 
        20             48              0        5.140000E-01   5.700000E-02  Kayzero              27.90           0.29          28.68           4           Ca048 
        21             45              0        1.130000E+01   1.000000E-01  Kayzero               2.82           0.95          17.31           6           Sc045 
        22              0              0        3.000000E+00   1.200000E-01  Macklin               0.00           0.00           0.00           1           Ti000 
        22             46              0        3.600000E-01   8.000000E-02  Sukhoruchkin          9.09           3.04           6.08           0           Ti046 
        22             47              0        1.360000E+00   1.600000E-01  Sukhoruchkin          4.90           6.16           5.85           0           Ti047 
        22             48              0        3.790000E+00   1.900000E-01  Sukhoruchkin          1.43           0.09           1.07           0           Ti048 
        22             49              0        9.300000E-01   1.700000E-01  Sukhoruchkin         12.68           3.65           9.97           0           Ti049 
        22             50              0        1.190000E-01   1.000000E-03  Kayzero              13.95           1.84         291.26           9           Ti050 
        23             50              0        5.929000E+01   0.000000E+00  Sukhoruchkin          0.25           1.49           1.36           0           V050  
        23             51              0        2.637000E+00   4.100000E-02  Kayzero               2.16           0.23          36.87          13           V051  
        24              0              0        1.900000E+00   7.600000E-02  Macklin               0.00           0.00           0.00           1           Cr000 
        24             50              0        8.000000E+00   2.000000E-01  Kayzero              21.84           4.00          23.15           8           Cr050 
        24             52              0        4.900000E-01   5.000000E-02  Sukhoruchkin          1.03           4.38           3.99           0           Cr052 
        24             53              0        8.400000E+00   1.500000E+00  Sukhoruchkin         18.84           5.01          13.16           0           Cr053 
        24             54              0        2.100000E-01   3.000000E-02  Sukhoruchkin          8.70           5.22           8.56           0           Cr054 
        25             53              0        4.510000E+01   1.100000E+00  Mughabghab-2018      20.11          13.80          15.92           1           Mn053 
        25             54              0        1.700000E+01   0.000000E+00  Mughabghab-2018       0.00          20.26          19.67           0           Mn054 
        25             55              0        1.390000E+01   4.000000E-01  Kayzero               1.68           6.75          20.46          24           Mn055 
        26              0              0        1.100000E+00   3.000000E-01  Carre                 0.00           0.00          45.29           3           Fe000 
        26             54              0        1.210000E+00   9.000000E-02  Sukhoruchkin          2.42           3.19          29.11           1           Fe054 
        26             55              0        6.000000E+00   1.000000E+00  JUKO                  0.00         109.80         121.75           0           Fe055 
        26             56              0        1.350000E+00   1.500000E-01  Sukhoruchkin          0.37           0.94          29.07           1           Fe056 
        26             57              0        1.450000E+00   1.200000E-01  Sukhoruchkin          2.03           2.29           2.25           0           Fe057 
        26             58              0        1.260000E+00   2.000000E-02  Kayzero               7.22           8.79          61.94           6           Fe058 
        26             59              0        6.000000E+00   1.000000E+00  JUKO                  0.00          55.49          51.48           0           Fe059 
        27             57              0        2.000000E+01   1.900000E+00  Mughabghab-2018       0.00           7.35           6.74           1           Co057 
        27             58              0        6.890000E+03   1.000000E+03  Mughabghab-2018       0.79          83.32          59.36           1           Co058 
        27             58              1        7.600000E+05   1.600000E+05  Kondurov              0.00           0.00          40.25           3           Co058m
        27             59              0        7.560000E+01   2.300000E+00  Kayzero               1.00           0.42          21.70          20           Co059 
        27             60              0        4.300000E+00   9.000000E-01  Mughabghab-2018       0.00          20.67          13.75           2           Co060 
        27             60              1        2.300000E+02   5.000000E+00  Mughabghab-2018       0.00           0.00           0.00           1           Co060m
        28              0              0        1.000000E+00   4.000000E-01  Carre                 0.00           0.00          99.62           3           Ni000 
        28             58              0        2.020000E+00   1.800000E-01  Sukhoruchkin          1.94           3.64           3.26           0           Ni058 
        28             59              0        1.270000E+02   8.000000E+00  Sukhoruchkin          4.15           2.83           6.46           0           Ni059 
        28             60              0        1.260000E+00   1.600000E-01  Sukhoruchkin          5.26           4.94           5.40           0           Ni060 
        28             61              0        2.400000E+00   4.000000E-01  Sukhoruchkin          6.67          16.71          14.99           0           Ni061 
        28             62              0        7.300000E+00   5.000000E-01  Sukhoruchkin          3.55           7.24          23.90           4           Ni062 
        28             63              0        9.000000E+00   2.000000E+00  Sukhoruchkin          0.00          37.05          53.01           0           Ni063 
        28             64              0        1.090000E+00   1.000000E-02  Kayzero              11.01           2.33          19.25           7           Ni064 
        28             65              0        1.000000E+01   1.000000E+00  JUKO                  0.00           0.00           0.00           0           Ni065 
        29              0              0        2.000000E+00   3.000000E-01  Markovic              0.00           0.00          34.33           7           Cu000 
        29             63              0        5.270000E+00   4.000000E-02  Kayzero               2.70           4.05          21.51          10           Cu063 
        29             65              0        2.110000E+00   2.000000E-02  Kayzero               2.14           9.44          20.74           7           Cu065 
        29             66              0        6.000000E+01   2.000000E+01  JUKO                  0.00           0.00           0.00           0           Cu066 
        30              0              0        1.180000E+00   1.600000E-01  Tattersall            0.00           0.00          25.79           2           Zn000 
        30             64              0        1.420000E+00   7.000000E-02  Kayzero               1.79           0.84          19.26           8           Zn064 
        30             65              0        3.000000E+01   4.000000E+00  JUKO                  0.00          47.77          56.51           0           Zn065 
        30             66              0        1.000000E+00   3.000000E-01  Sukhoruchkin          4.76           0.24           5.19           0           Zn066 
        30             67              0        2.440000E+01   2.400000E+00  Sukhoruchkin          0.83           2.21           2.22           0           Zn067 
        30             68              0        3.500000E+00   1.500000E-01  Mughabghab-2018       5.75           0.29          81.43           9           Zn068 
        30             70              0        9.600000E-01   6.000000E-02  Mughabghab-2018      59.27          93.59          87.86           4           Zn070 
        31             69              0        1.620000E+01   1.000000E+00  Sukhoruchkin          1.89           5.08          24.66           6           Ga069 
        31             71              0        3.230000E+01   2.300000E+00  Mughabghab-2018       2.12           5.44          24.18          10           Ga071 
        32             70              0        2.610000E+00   1.800000E-01  Sukhoruchkin          8.07           2.44           5.66           1           Ge070 
        32             72              0        9.000000E-01   8.000000E-02  Sukhoruchkin         11.11          18.92          19.93           0           Ge072 
        32             73              0        6.300000E+01   7.000000E+00  Sukhoruchkin         81.82           1.17         134.05           0           Ge073 
        32             74              0        7.600000E-01   2.000000E-01  Mughabghab-2018      18.19          17.72          24.90           5           Ge074 
        32             76              0        1.860000E+00   2.400000E-01  Mughabghab-2018      14.23          36.80          44.72           7           Ge076 
        33             75              0        5.240000E+01   1.500000E+00  Kayzero               7.67           0.98          19.11          14           As075 
        34             74              0        5.930000E+02   3.100000E+01  Kayzero               1.20           1.02           7.38           5           Se074 
        34             76              0        4.100000E+01   5.000000E-01  Sukhoruchkin          0.86          18.29          29.74           1           Se076 
        34             77              0        3.210000E+01   1.900000E+00  Sukhoruchkin         82.85          12.66          39.02           0           Se077 
        34             78              0        4.700000E+00   4.000000E-01  Sukhoruchkin          2.73           0.92           1.72           1           Se078 
        34             79              0        1.076000E+02   0.000000E+00  Mughabghab-2018       0.00           0.00           0.00           0           Se079 
        34             80              0        1.050000E+00   1.000000E-02  Mughabghab-2018      34.91           9.28          53.61           8           Se080 
        34             82              0        2.100000E-01   3.000000E-02  Sukhoruchkin         27.27          66.80          69.74           0           Se082 
        35             79              0        1.202000E+02   7.200000E+00  Mughabghab-2018       3.00           1.42          42.32          10           Br079 
        35             81              0        4.600000E+01   2.600000E+00  Mughabghab-2018       2.08           0.32          38.48          13           Br081 
        36             78              0        2.610000E+01   2.600000E+00  Sukhoruchkin         10.83           3.65           7.31           0           Kr078 
        36             80              0        5.740000E+01   5.600000E+00  Mughabghab-2018       2.80          25.05          18.50           1           Kr080 
        36             82              0        1.560000E+02   2.000000E+01  Mughabghab-2018       2.08          20.16          17.91           1           Kr082 
        36             83              0        1.880000E+02   2.700000E+01  Sukhoruchkin          8.99           8.23           8.66           0           Kr083 
        36             84              0        2.430000E+00   2.000000E-01  Mughabghab-2018       5.23          18.94          15.58           0           Kr084 
        36             85              0        1.800000E+00   1.000000E+00  Mughabghab-2018       0.00          21.44          25.47           1           Kr085 
        36             86              0        2.000000E-02   4.000000E-03  Sukhoruchkin          5.26          13.48          11.77           0           Kr086 
        37             85              0        7.430000E+00   2.000000E-01  Kayzero               4.85           8.39          60.73          10           Rb085 
        37             86              0        1.800000E+01   3.000000E+00  JUKO                  0.00         100.51         112.20           0           Rb086 
        37             87              0        2.370000E+00   7.000000E-02  Kayzero               5.87          17.74          14.18           3           Rb087 
        37             88              0        5.000000E-01   1.000000E-01  JUKO                  0.00           0.00           0.00           0           Rb088 
        38              0              0        1.600000E+01   6.400000E-01  Macklin               0.00           0.00           0.00           1           Sr000 
        38             84              0        9.430000E+00   1.900000E-01  Kayzero               8.59          38.81          55.38           9           Sr084 
        38             86              0        4.870000E+00   2.400000E-01  Sukhoruchkin          0.72           2.26          11.71           4           Sr086 
        38             87              0        1.210000E+02   3.000000E+01  Sukhoruchkin          1.68           5.93           5.23           0           Sr087 
        38             88              0        3.700000E-02   3.000000E-03  Sukhoruchkin         27.45           4.96          35.41           1           Sr088 
        38             90              0        1.040000E-01   1.600000E-02  Mughabghab-2018       0.00          37.23          27.38           2           Sr090 
        39             89              0        8.700000E-01   5.000000E-02  Sukhoruchkin          4.92           9.13          17.69           4           Y089  
        40              0              0        1.010000E+00   1.000000E-01  Kocic                 0.00           0.00          55.56           5           Zr000 
        40             88              0        1.521000E+04   6.700000E+02  Mughabghab-2018       0.00           0.00           0.00           0           Zr088 
        40             90              0        1.630000E-01   1.500000E-02  Sukhoruchkin          2.10           1.64           8.14           1           Zr090 
        40             91              0        6.100000E+00   4.000000E-01  Sukhoruchkin          2.87           7.81          10.88           2           Zr091 
        40             92              0        6.900000E-01   6.000000E-02  Sukhoruchkin          3.76          13.22          13.83           0           Zr092 
        40             93              0        1.780000E+01   5.000000E-01  Sukhoruchkin          0.85           1.39           5.31           1           Zr093 
        40             94              0        2.700000E-01   1.000000E-02  Kayzero               7.45           6.00          16.02          14           Zr094 
        40             96              0        5.190000E+00   1.700000E-01  Kayzero               0.97           4.78           5.17          11           Zr096 
        41             93              0        8.450000E+00   1.040000E+00  Kayzero               7.58           7.55          43.75          19           Nb093 
        41             94              0        1.250000E+02   8.000000E+00  Mughabghab-2018       0.00          13.46          14.37           2           Nb094 
        41             95              0        2.000000E+02   0.000000E+00  JUKO                  0.00          29.02          69.54           0           Nb095 
        42              0              0        2.700000E+01   2.000000E+00  Shwe                  0.00           0.00          43.78           8           Mo000 
        42             92              0        9.800000E-01   1.000000E-01  Sukhoruchkin          8.29           1.74           4.59           1           Mo092 
        42             94              0        1.460000E+00   1.700000E-01  Sukhoruchkin         13.18           3.42           7.64           1           Mo094 
        42             95              0        1.050000E+02   6.000000E+00  Sukhoruchkin          5.83           6.06           6.93           2           Mo095 
        42             96              0        1.750000E+01   2.900000E+00  Sukhoruchkin          1.45           1.98           2.43           1           Mo096 
        42             97              0        1.750000E+01   2.900000E+00  Sukhoruchkin         10.06           1.99           6.32           1           Mo097 
        42             98              0        6.930000E+00   4.500000E-01  Kayzero               2.02           3.34          53.91          15           Mo098 
        42            100              0        3.620000E+00   1.700000E-01  Kayzero               2.36           7.52          19.28          10           Mo100 
        43             99              0        3.580000E+02   2.000000E+01  Mughabghab-2018       4.76           1.91          28.31           5           Tc099 
        44             96              0        6.090000E+00   2.600000E-01  Kayzero               2.17          61.26          31.60           9           Ru096 
        44             99              0        1.710000E+02   2.000000E+01  Sukhoruchkin          2.70           2.38           5.22           1           Ru099 
        44            100              0        1.120000E+01   1.100000E+00  Mughabghab-2018       0.84          15.16          13.74           1           Ru100 
        44            101              0        1.110000E+02   1.000000E+01  Mughabghab-2018       4.15           3.98           9.34           2           Ru101 
        44            102              0        4.180000E+00   4.000000E-02  Kayzero              10.81           8.67           9.72          10           Ru102 
        44            103              0        4.700000E+01   3.600000E+01  Sukhoruchkin         80.77          17.02          41.18           1           Ru103 
        44            104              0        6.450000E+00   2.100000E-01  Kayzero               1.11           2.04          15.99          10           Ru104 
        44            106              0        2.000000E+00   6.000000E-01  Mughabghab-2018       0.00          41.34          34.80           1           Ru106 
        45            103              0        1.151000E+03   2.880000E+02  Kayzero               6.67           3.18          40.77          15           Rh103 
        45            105              0        1.700000E+04   3.000000E+03  Mughabghab-2018       0.00           7.52           6.34           1           Rh105 
        46              0              0        8.810000E+01   6.000000E+00  Lesage                0.00           0.00          39.27           4           Pd000 
        46            102              0        2.300000E+01   4.000000E+00  Mughabghab-2018      25.88          16.91          21.08           1           Pd102 
        46            104              0        2.110000E+01   2.000000E+00  Sukhoruchkin          5.24           1.69           3.78           0           Pd104 
        46            105              0        9.600000E+01   5.000000E+00  Sukhoruchkin          3.23           2.26           3.59           0           Pd105 
        46            106              0        7.500000E+00   3.000000E-01  Mughabghab-2018       6.66           3.68           6.82           0           Pd106 
        46            107              0        1.120000E+02   4.000000E+00  Sukhoruchkin          3.23           1.81          11.51           1           Pd107 
        46            108              0        2.372800E+02   4.280000E+00  Kayzero              20.86          15.52          52.99          10           Pd108 
        46            110              0        3.000000E+00   3.000000E-01  Mughabghab-2018       1.62           6.26          53.61           5           Pd110 
        47              0              0        7.520000E+02   4.000000E+01  Lesage                0.00           0.00          15.85           6           Ag000 
        47            107              0        9.405000E+01   6.400000E+00  Kayzero               6.11           2.93          30.79           9           Ag107 
        47            109              0        1.343000E+03   7.100000E+01  Kayzero               4.16           1.69         104.31          20           Ag109 
        47            110              0        3.100000E+01   4.000000E+00  JUKO                  0.00           0.00           0.00           0           Ag110 
        47            110              1        6.440000E+01   7.000000E+00  Mughabghab-2018      18.17           8.11          32.20           1           Ag110m
        47            111              0        1.050000E+02   2.000000E+01  Mughabghab-2018       0.00          23.79          23.06           1           Ag111 
        48            106              0        5.771000E+00   2.000000E-01  Mughabghab-2018      17.39          12.95          22.42           0           Cd106 
        48            108              0        1.636000E+01   5.000000E-01  Mughabghab-2018      19.14          15.04          21.56           1           Cd108 
        48            109              0        6.700000E+03   1.200000E+03  JUKO                  0.00          58.26         105.62           0           Cd109 
        48            110              0        3.303800E+01   3.000000E+00  Mughabghab-2018       8.56           7.32          59.67           3           Cd110 
        48            111              0        4.986600E+01   4.000000E+00  Mughabghab-2018       8.72           4.66           6.80           0           Cd111 
        48            112              0        1.296000E+01   1.000000E+00  Mughabghab-2018       2.25           0.46          48.71           2           Cd112 
        48            113              0        3.999400E+02   7.000000E+00  Mughabghab-2018       1.59           0.86           1.35           0           Cd113 
        48            114              0        1.234600E+01   1.000000E+00  Mughabghab-2018       0.84          14.24          60.06           8           Cd114 
        48            116              0        1.774000E+00   2.000000E-01  Mughabghab-2018       9.32           4.26          28.70           1           Cd116 
        49              0              0        3.235000E+03   2.000000E+02  Lesage                0.00           0.00           4.60           5           In000 
        49            113              0        3.330000E+02   3.000000E+01  Sukhoruchkin          1.99           0.38          69.34           5           In113 
        49            115              0        3.300000E+03   1.000000E+02  Mughabghab-2018       1.09           0.20          25.89          18           In115 
        50              0              0        8.500000E+00   2.000000E+00  Tattersall            0.00           0.00          32.81           2           Sn000 
        50            112              0        2.619000E+01   4.500000E-01  Kayzero               5.19           0.75         102.94          10           Sn112 
        50            113              0        2.280000E+02   5.000000E+00  Mughabghab-2018       2.47           2.09           3.42           0           Sn113 
        50            114              0        7.800000E+00   1.500000E+00  Sukhoruchkin         10.64           7.33           8.41           0           Sn114 
        50            115              0        2.100000E+01   5.000000E+00  Sukhoruchkin          6.46          19.53          16.96           0           Sn115 
        50            116              0        1.230000E+01   1.000000E+00  Sukhoruchkin          1.65           0.61          66.20           4           Sn116 
        50            117              0        1.760000E+01   2.400000E+00  Sukhoruchkin          5.71           1.03           4.47           0           Sn117 
        50            118              0        4.000000E+00   4.000000E-01  Sukhoruchkin          8.11          15.21          40.17           1           Sn118 
        50            119              0        5.600000E+00   1.500000E+00  Sukhoruchkin         31.76          15.58          24.47           0           Sn119 
        50            120              0        1.140000E+00   2.400000E-01  Sukhoruchkin          0.00           3.48           2.96           0           Sn120 
        50            122              0        8.400000E-01   5.000000E-02  Mughabghab-2018      10.23          22.08          32.93           7           Sn122 
        50            124              0        8.000000E+00   4.000000E-01  Sukhoruchkin          0.25           2.19          46.80          14           Sn124 
        51            121              0        2.083700E+02   8.050000E+00  Kayzero               1.33           1.93          27.54          11           Sb121 
        51            123              0        1.172600E+02   4.360000E+00  Kayzero               3.77          17.18          36.73          10           Sb123 
        51            124              0        1.020000E+04   8.700000E+02  Elgart                0.00           0.00           0.00           1           Sb124 
        52              0              0        3.600000E+01   1.440000E+00  Macklin               0.00           0.00           0.00           1           Te000 
        52            120              0        1.000000E+00   0.000000E+00  JUKO                  0.00          54.41          92.19           1           Te120 
        52            122              0        7.900000E+01   9.000000E+00  Sukhoruchkin         47.66           0.51          70.72           3           Te122 
        52            123              0        5.642000E+03   3.250000E+02  Sukhoruchkin          0.11           3.59           3.31           0           Te123 
        52            124              0        5.300000E+00   6.000000E-01  Sukhoruchkin          0.00           2.09          39.79           3           Te124 
        52            125              0        2.230000E+01   2.900000E+00  Sukhoruchkin          3.72           2.32           3.68           0           Te125 
        52            126              0        8.000000E+00   6.000000E-01  Mughabghab-2018       2.40           1.48          49.42           4           Te126 
        52            127              0        1.140000E+03   1.700000E+02  JUKO                  0.00           0.00           0.00           0           Te127 
        52            128              0        1.350000E+00   9.000000E-02  Sukhoruchkin          4.25           1.68          40.65           6           Te128 
        52            130              0        4.200000E-01   2.000000E-02  Mughabghab-2018       2.44          32.25          38.25           6           Te130 
        53            125              0        1.373000E+04   2.000000E+03  Mughabghab-2018       0.11          32.44          77.32           1           I125  
        53            126              0        4.060000E+04   0.000000E+00  Mughabghab-2018       0.00          43.77          80.90           1           I126  
        53            127              0        1.338700E+02   4.200000E+00  Kayzero               7.32           4.53          24.62          14           I127  
        53            128              0        1.000000E+01   0.000000E+00  JUKO                  0.00           0.00           0.00           0           I128  
        53            129              0        3.380000E+01   1.400000E+00  Mughabghab-2018       7.34           5.04          37.50          10           I129  
        53            130              0        8.000000E+00   0.000000E+00  JUKO                  0.00           0.00           0.00           0           I130  
        54            124              0        3.600000E+03   7.000000E+02  Mughabghab-2018       5.59           2.15          12.93           2           Xe124 
        54            126              0        6.100000E+01   6.000000E+00  Mughabghab-2018       4.49          38.45          30.31           1           Xe126 
        54            128              0        1.270000E+01   7.000000E-01  Sukhoruchkin          5.39           6.46           6.78           0           Xe128 
        54            129              0        2.600000E+02   1.500000E+01  Mughabghab-2018       1.29           6.84           5.81           1           Xe129 
        54            130              0        4.900000E+00   5.000000E-01  Sukhoruchkin          1.03          98.30         102.95           0           Xe130 
        54            131              0        8.830000E+02   5.000000E+01  Mughabghab-2018       0.37           1.17           2.39           1           Xe131 
        54            132              0        5.000000E+00   6.000000E-01  Mughabghab-2018       2.77          22.95          40.68           2           Xe132 
        54            134              0        3.800000E-01   4.000000E-02  Mughabghab-2018      10.35          27.48          35.16           1           Xe134 
        54            135              0        7.599000E+03   5.020000E+02  Sukhoruchkin          0.01           0.00           0.01           0           Xe135 
        54            136              0        7.400000E-01   2.100000E-01  Mughabghab-2018      52.38          82.83          71.19           0           Xe136 
        55            132              0        4.380000E+02   2.600000E+01  Mughabghab-2018       0.00          15.79          12.89           0           Cs132 
        55            133              0        3.640000E+02   1.100000E+01  Kayzero               7.35           4.91          60.05          23           Cs133 
        55            134              0        1.050000E+02   1.600000E+01  Sukhoruchkin         16.02          43.16          42.79           0           Cs134 
        55            135              0        3.810000E+01   2.600000E+00  Mughabghab-2018      14.48          15.28          19.76           4           Cs135 
        56              0              0        7.500000E+00   3.000000E-01  Macklin               0.00           0.00           0.00           1           Ba000 
        56            130              0        1.689000E+02   2.200000E+00  Kayzero               1.76           0.99          37.87           7           Ba130 
        56            132              0        5.400000E+01   1.100000E+01  Sukhoruchkin         21.35          25.09          51.72           3           Ba132 
        56            133              0        1.060000E+02   2.900000E+01  Sukhoruchkin          1.85          22.60          24.82           0           Ba133 
        56            134              0        2.200000E+01   2.900000E+00  Sukhoruchkin          2.33           4.99          21.47           3           Ba134 
        56            135              0        1.030000E+02   7.000000E+00  Sukhoruchkin          3.00          28.01          26.88           0           Ba135 
        56            136              0        1.870000E+00   2.600000E-01  Sukhoruchkin          4.76         111.64         115.77           2           Ba136 
        56            137              0        3.500000E+00   8.000000E-01  Sukhoruchkin         10.26         152.93         188.02           0           Ba137 
        56            138              0        3.600000E-01   1.000000E-02  Kayzero              12.30           9.90          17.35           9           Ba138 
        56            139              0        2.200000E+00   5.000000E-01  JUKO                  0.00           0.00           0.00           0           Ba139 
        56            140              0        1.360000E+01   1.400000E+00  Mughabghab-2018       0.00          98.36          66.49           1           Ba140 
        57              0              0        1.100000E+01   4.400000E-01  Macklin               0.00           0.00           0.00           1           La000 
        57            138              0        4.090000E+02   9.000000E+01  Mughabghab-2018       5.38          11.97           9.83           1           La138 
        57            139              0        1.152000E+01   7.000000E-02  Kayzero               2.50           1.01          22.27          17           La139 
        57            140              0        6.900000E+01   4.000000E+00  Mughabghab-2018       0.00          59.61          43.03           1           La140 
        58            136              0        6.900000E+01   3.200000E+00  Mughabghab-2018       5.07           6.80          31.80           2           Ce136 
        58            138              0        1.060000E+01   5.000000E-01  Mughabghab-2018      22.54          53.74          61.92           4           Ce138 
        58            140              0        4.800000E-01   1.000000E-02  Kayzero              21.46           7.27          26.39          10           Ce140 
        58            141              0        1.590000E+02   1.000000E+01  Sukhoruchkin          2.58           3.97           3.63           0           Ce141 
        58            142              0        1.170000E+00   1.000000E-02  Kayzero              11.89           4.62          23.80           5           Ce142 
        58            143              0        2.700000E+00   3.000000E-01  JUKO                  0.00          71.30          86.49           0           Ce143 
        58            144              0        2.600000E+00   3.000000E-01  Mughabghab-2018       0.00          61.40          63.01           1           Ce144 
        59            141              0        1.590000E+01   6.000000E-01  Mughabghab-2018       4.98           2.97          28.89          10           Pr141 
        59            142              0        9.000000E+00   1.000000E+00  JUKO                  0.00           0.00           0.00           0           Pr142 
