# header: 
#   title: Mo094 gamgam0 resonance data
#   source: Resonancetables
#   date: 2025-12-15
# target: 
#   Z: 42
#   A: 94
#   nuclide: Mo094
# reaction: 
#   type: gamgam0
#   parameters: 
#   selected value [eV]:  1.350000E-01
#   selected value uncertainty [eV]:  1.500000E-02
#   selected value source: RIPL-3
#   number of values: 10
#   average value [b]:  1.350684E-01
#   relative standard deviation [%]:      2.488341
#   quantity: 
#     type: Compilation
#     average value:  1.356667E-01
#     relative standard deviation [%]:      0.694941
#   datablock: 
#     columns: 8
#     entries: 3
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      RIPL-2                  Compilation          2000        1.350000E-01   2.000000E-02            96I       1.000000
      RIPL-3                  Compilation          2009        1.350000E-01   1.500000E-02            96I       1.000000
      Mughabghab-2018         Compilation          2018        1.370000E-01   9.000000E-03                      1.014815
#   quantity: 
#     type: EXFOR
#     average value:  1.350000E-01
#     relative standard deviation [%]:      0.000000
#   datablock: 
#     columns: 8
#     entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      A.R.De L.Musgrove       EXFOR                1976        1.350000E-01   2.000000E-02      30357-006       1.000000
#   quantity: 
#     type: Nuclear data library
#     average value:  1.347806E-01
#     relative standard deviation [%]:      3.158270
#   datablock: 
#     columns: 8
#     entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        1.378000E-01   0.000000E+00                      1.020741
      jendl5.0                NDL                  2021        1.410830E-01   0.000000E+00                      1.045059
      endfb8.1                NDL                  2024        1.378000E-01   0.000000E+00                      1.020741
      TARES                   NDL                  2025        1.306670E-01   0.000000E+00                      0.967904
      tendl.2025              NDL                  2025        1.306670E-01   0.000000E+00                      0.967904
      jeff4.0                 NDL                  2025        1.306670E-01   0.000000E+00                      0.967904
