# header: 
#   title: Ti049 gamgam0 resonance data
#   source: Resonancetables
#   date: 2025-12-15
# target: 
#   Z: 22
#   A: 49
#   nuclide: Ti049
# reaction: 
#   type: gamgam0
#   parameters: 
#   selected value [eV]:  8.100001E-01
#   selected value uncertainty [eV]:  2.400000E-01
#   selected value source: RIPL-3
#   number of values: 10
#   average value [b]:  7.540852E-01
#   relative standard deviation [%]:      7.096412
#   quantity: 
#     type: Compilation
#     average value:  7.866667E-01
#     relative standard deviation [%]:      4.194705
#   datablock: 
#     columns: 8
#     entries: 3
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      RIPL-2                  Compilation          2000        8.100001E-01   2.400000E-01            96I       1.000000
      RIPL-3                  Compilation          2009        8.100001E-01   2.400000E-01            96I       1.000000
      Mughabghab-2018         Compilation          2018        7.400000E-01   3.300000E-01                      0.913580
#   quantity: 
#     type: EXFOR
#     average value:  8.200000E-01
#     relative standard deviation [%]:      0.000000
#   datablock: 
#     columns: 8
#     entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      B.J.Allen               EXFOR                1977        8.200000E-01   3.100000E-01      30359-017       1.012346
#   quantity: 
#     type: Nuclear data library
#     average value:  7.268088E-01
#     relative standard deviation [%]:      6.496393
#   datablock: 
#     columns: 8
#     entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        7.858000E-01   0.000000E+00                      0.970123
      jendl5.0                NDL                  2021        7.565150E-01   0.000000E+00                      0.933969
      endfb8.1                NDL                  2024        7.565150E-01   0.000000E+00                      0.933969
      TARES                   NDL                  2025        6.633330E-01   0.000000E+00                      0.818930
      tendl.2025              NDL                  2025        6.633330E-01   0.000000E+00                      0.818930
      jeff4.0                 NDL                  2025        7.353570E-01   0.000000E+00                      0.907848
