# header: 
#   title: Al027 gamgam1 resonance data
#   source: Resonancetables
#   date: 2025-10-02
# target: 
#   Z: 13
#   A: 27
#   nuclide: Al027
# reaction: 
#   type: gamgam1
#   parameters: 
#   selected value [eV]:  2.500000E+00
#   selected value uncertainty [eV]:  1.000000E+00
#   selected value source: RIPL-3
#   number of values: 9
#   average value [b]:  1.745346E+00
#   relative standard deviation [%]:     32.566158
#   quantity: 
#     type: Compilation
#     average value:  1.740000E+00
#     relative standard deviation [%]:     43.678162
#   datablock: 
#     columns: 8
#     entries: 2
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      RIPL-3                  Compilation          2009        2.500000E+00   1.000000E+00            07I       1.000000
      Mughabghab-2018         Compilation          2018        9.800000E-01   2.200000E-01                      0.392000
#   quantity: 
#     type: EXFOR
#     average value:  2.800000E+00
#     relative standard deviation [%]:      0.000000
#   datablock: 
#     columns: 8
#     entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      B.J.Allen               EXFOR                1975        2.800000E+00   0.000000E+00      30288-014       1.120000
#   quantity: 
#     type: Nuclear data library
#     average value:  1.571352E+00
#     relative standard deviation [%]:     17.590876
#   datablock: 
#     columns: 8
#     entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        1.557470E+00   0.000000E+00                      0.622988
      jendl5.0                NDL                  2021        2.076670E+00   0.000000E+00                      0.830668
      endfb8.1                NDL                  2024        1.557470E+00   0.000000E+00                      0.622988
      TARES                   NDL                  2025        1.121560E+00   0.000000E+00                      0.448624
      tendl.2025              NDL                  2025        1.557470E+00   0.000000E+00                      0.622988
      jeff4.0                 NDL                  2025        1.557470E+00   0.000000E+00                      0.622988
