# header: 
#   title: Nd144 gamgam1 resonance data
#   source: Resonancetables
#   date: 2025-11-14
# target: 
#   Z: 60
#   A: 144
#   nuclide: Nd144
# reaction: 
#   type: gamgam1
#   parameters: 
#   selected value [eV]:  3.600000E-02
#   selected value uncertainty [eV]:  6.000000E-03
#   selected value source: Mughabghab-2018
#   number of values: 8
#   average value [b]:  4.434881E-02
#   relative standard deviation [%]:     51.247967
#   quantity: 
#     type: Compilation
#     average value:  3.600000E-02
#     relative standard deviation [%]:      0.000000
#   datablock: 
#     columns: 8
#     entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      Mughabghab-2018         Compilation          2018        3.600000E-02   6.000000E-03                      1.000000
#   quantity: 
#     type: EXFOR
#     average value:  0.000000E+00
#     relative standard deviation [%]:           NaN
#   datablock: 
#     columns: 8
#     entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      A.R.De L.Musgrove       EXFOR                1977        0.000000E+00   0.000000E+00      30360-011       0.000000
#   quantity: 
#     type: Nuclear data library
#     average value:  5.313175E-02
#     relative standard deviation [%]:     31.050953
#   datablock: 
#     columns: 8
#     entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        4.100000E-02   0.000000E+00                      1.138889
      jendl5.0                NDL                  2021        8.753530E-02   0.000000E+00                      2.431536
      endfb8.1                NDL                  2024        3.600000E-02   0.000000E+00                      1.000000
      TARES                   NDL                  2025        5.141840E-02   0.000000E+00                      1.428289
      tendl.2025              NDL                  2025        5.141840E-02   0.000000E+00                      1.428289
      jeff4.0                 NDL                  2025        5.141840E-02   0.000000E+00                      1.428289
