# header: 
#   title: Cr054 gamgam1 resonance data
#   source: Resonancetables
#   date: 2025-09-14
# target: 
#   Z: 24
#   A: 54
#   nuclide: Cr054
# reaction: 
#   type: gamgam1
#   parameters: 
#   selected value [eV]:  6.000000E-01
#   selected value uncertainty [eV]:  2.000000E-01
#   selected value source: RIPL-3
#   number of values: 9
#   average value [b]:  6.719413E-01
#   relative standard deviation [%]:     18.829342
#   quantity: 
#     type: Compilation
#     average value:  6.050000E-01
#     relative standard deviation [%]:      0.826445
#   datablock: 
#     columns: 8
#     entries: 2
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      RIPL-3                  Compilation          2009        6.000000E-01   2.000000E-01            07I       1.000000
      Mughabghab-2018         Compilation          2018        6.100000E-01   2.000000E-01                      1.016667
#   quantity: 
#     type: EXFOR
#     average value:  3.600000E-01
#     relative standard deviation [%]:      0.000000
#   datablock: 
#     columns: 8
#     entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      M.J.Kenny               EXFOR                1977        3.600000E-01   0.000000E+00      30393-023       0.600000
#   quantity: 
#     type: Nuclear data library
#     average value:  7.462453E-01
#     relative standard deviation [%]:      3.720258
#   datablock: 
#     columns: 8
#     entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        6.841670E-01   0.000000E+00                      1.140278
      jendl5.0                NDL                  2021        7.586610E-01   0.000000E+00                      1.264435
      endfb8.1                NDL                  2024        7.586610E-01   0.000000E+00                      1.264435
      TARES                   NDL                  2025        7.586610E-01   0.000000E+00                      1.264435
      tendl.2025              NDL                  2025        7.586610E-01   0.000000E+00                      1.264435
      jeff4.0                 NDL                  2025        7.586610E-01   0.000000E+00                      1.264435
