# header: 
#   title: Sn117 D1 resonance data
#   source: Resonancetables
#   date: 2025-10-02
# target: 
#   Z: 50
#   A: 117
#   nuclide: Sn117
# reaction: 
#   type: D1
#   parameters: 
#   selected value [eV]:  3.100000E+01
#   selected value uncertainty [eV]:  3.000000E+00
#   selected value source: RIPL-3
#   number of values: 9
#   average value [b]:  6.549776E+01
#   relative standard deviation [%]:    111.403320
#   quantity: 
#     type: Compilation
#     average value:  3.100000E+01
#     relative standard deviation [%]:      0.000000
#   datablock: 
#     columns: 8
#     entries: 2
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      RIPL-3                  Compilation          2009        3.100000E+01   3.000000E+00            06M       1.000000
      Mughabghab-2018         Compilation          2018        3.100000E+01   3.000000E+00                      1.000000
#   quantity: 
#     type: EXFOR
#     average value:  0.000000E+00
#     relative standard deviation [%]:           NaN
#   datablock: 
#     columns: 13
#     entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio          E-min          E-max       Momentum L       Spin J         Parity
##      []             []             []             []            [eV]           [eV]            []             []            [MeV]          [MeV]           []             []             []
      D.A.Smith               EXFOR                1999        0.000000E+00   0.000000E+00      13748-003       0.000000   1.000000E-06   1.500000E-03       1.0                                   
#   quantity: 
#     type: Nuclear data library
#     average value:  8.791332E+01
#     relative standard deviation [%]:     90.799850
#   datablock: 
#     columns: 8
#     entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        2.611110E+02   0.000000E+00                      8.422935
      jendl5.0                NDL                  2021        6.184210E+01   0.000000E+00                      1.994906
      endfb8.1                NDL                  2024        5.897440E+01   0.000000E+00                      1.902400
      TARES                   NDL                  2025        6.705410E+01   0.000000E+00                      2.163035
      tendl.2025              NDL                  2025        1.144420E+01   0.000000E+00                      0.369168
      jeff4.0                 NDL                  2025        6.705410E+01   0.000000E+00                      2.163035
