# header: 
#   title: Pu239 If resonance data
#   source: Resonancetables
#   date: 2025-12-15
# target: 
#   Z: 94
#   A: 239
#   nuclide: Pu239
# reaction: 
#   type: If
#   parameters: 
#   selected value [eV]:  3.030000E+02
#   selected value uncertainty [eV]:  1.000000E+01
#   selected value source: Mughabghab-2018
#   number of values: 66
#   average value [b]:  1.442544E+02
#   relative standard deviation [%]:    198.133408
#   quantity: 
#     type: Compilation
#     average value:  3.029000E+02
#     relative standard deviation [%]:      0.046687
#   datablock: 
#     columns: 8
#     entries: 3
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      JUKO                    Compilation          2000        3.030000E+02   1.000000E+01                      1.000000
      Sukhoruchkin            Compilation          2015        3.027000E+02   0.000000E+00                      0.999010
      Mughabghab-2018         Compilation          2018        3.030000E+02   1.000000E+01                      1.000000
#   quantity: 
#     type: EXFOR
#     average value:  1.224274E+02
#     relative standard deviation [%]:    243.713638
#   datablock: 
#     columns: 8
#     entries: 58
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      F.W.Cornish             EXFOR                1957        4.340000E+02   1.800000E+01      12367-005       1.432343
      C.G.Campbell            EXFOR                1958        2.820000E+02   0.000000E+00      23370-004       0.930693
      C.G.Campbell            EXFOR                1958        3.160000E+02   0.000000E+00      23370-004       1.042904
      J.Hardy Jr              EXFOR                1961        3.270000E+02   2.200000E+01      12405-003       1.079208
      C.B.Bigham              EXFOR                1964        3.140000E+02   9.000000E+00      12230-007       1.036304
      C.B.Bigham              EXFOR                1964        3.850000E+02   1.800000E+01      12230-006       1.270627
      E.Hellstrand            EXFOR                1965        3.010000E+02   1.000000E+01      20018-003       0.993399
      T.Yasuno                EXFOR                1967        3.660000E+02   2.600000E+01      20310-002       1.207921
      Yu.V.Ryabov             EXFOR                1968        1.481000E+02   4.500000E+00      41275-012       0.488779
      Yu.V.Ryabov             EXFOR                1968        1.250000E+00   0.000000E+00      41275-007       0.004125
      Yu.V.Ryabov             EXFOR                1968        3.550000E+00   0.000000E+00      41275-007       0.011716
      Yu.V.Ryabov             EXFOR                1968        5.800000E+00   0.000000E+00      41275-007       0.019142
      Yu.V.Ryabov             EXFOR                1968        7.800000E+00   0.000000E+00      41275-007       0.025743
      Yu.V.Ryabov             EXFOR                1968        5.400000E+00   0.000000E+00      41275-007       0.017822
      Yu.V.Ryabov             EXFOR                1968        7.500000E+00   0.000000E+00      41275-007       0.024752
