# header:
#   title: S0 resonance data
#   source: Resonancetables
#   date: 2025-07-13
# reaction:
#   type: S0
# quantity:
#   type: resonance data
# datablock:
#   columns: 11
#   entries: 292
##       Z              A            Liso           Value         dValue        Reference   Rel. dev. comp. Rel. dev. NDL  Rel. dev. all  #Experiments      Nuclide
##      []             []             []            [eV]           [eV]            []             [%]            [%]            [%]            []             []
        24             50              0        3.800000E+00   4.000000E-01  RIPL-3               24.87           0.00          23.70           0           Cr050 
        24             52              0        3.300000E+00   5.000000E-01  RIPL-3               15.13           0.00          14.97           0           Cr052 
        24             53              0        5.100000E+00   1.000000E+00  RIPL-3                8.91           0.00           7.89           0           Cr053 
        24             54              0        2.300000E+00   7.000000E-01  RIPL-3                3.01           0.00          35.44           0           Cr054 
        25             55              0        4.400000E+00   6.000000E-01  RIPL-3                2.18           0.00          33.34           0           Mn055 
        26             54              0        6.600000E+00   1.000000E+00  RIPL-3               11.89           0.00          10.30           0           Fe054 
        26             56              0        2.300000E+00   6.000000E-01  RIPL-3                0.82           0.00           0.74           0           Fe056 
        26             57              0        5.000000E+00   7.000000E-01  RIPL-3               22.86           0.00          20.53           0           Fe057 
        26             58              0        3.650000E+00   1.250000E+00  RIPL-3                9.07           0.00          12.34           0           Fe058 
        27             59              0        3.500000E+00   5.000000E-01  RIPL-3                9.57           0.00          12.69           0           Co059 
        28             58              0        3.200000E+00   6.000000E-01  RIPL-3                7.76           0.00           7.15           0           Ni058 
        28             59              0        3.600000E+00   1.100000E+00  RIPL-3                7.69           0.00          41.68           0           Ni059 
        28             60              0        2.400000E+00   5.000000E-01  RIPL-3               11.77           0.00          10.49           0           Ni060 
        28             61              0        2.750000E+00   5.500000E-01  RIPL-3               15.50           0.00          14.54           0           Ni061 
        28             62              0        2.700000E+00   6.000000E-01  RIPL-3                2.67           0.00           2.85           0           Ni062 
        28             64              0        3.000000E+00   8.000000E-01  RIPL-3                6.00           0.00           5.39           0           Ni064 
        29             63              0        2.100000E+00   3.000000E-01  RIPL-3                4.35           0.00          15.75           0           Cu063 
        29             65              0        2.200000E+00   3.000000E-01  RIPL-3                0.86           0.00           9.47           0           Cu065 
        30             64              0        1.800000E+00   3.000000E-01  RIPL-3                4.10           0.00           3.59           0           Zn064 
        30             66              0        2.060000E+00   3.600000E-01  RIPL-3                3.76           0.00          13.60           0           Zn066 
        30             67              0        1.980000E+00   2.800000E-01  RIPL-3                1.93           0.00          16.27           0           Zn067 
        30             68              0        2.010000E+00   3.400000E-01  RIPL-3                2.53           0.00           9.93           0           Zn068 
        30             70              0        1.000000E+00   1.500000E-01  RIPL-3               27.83           0.00          32.05           0           Zn070 
        31             69              0        1.400000E+00   5.000000E-01  RIPL-3                6.92           0.00          16.45           0           Ga069 
        31             71              0        1.400000E+00   4.000000E-01  RIPL-3               18.96           0.00          17.23           0           Ga071 
        32             70              0        2.100000E+00   7.000000E-01  RIPL-3                4.64           0.00           8.96           0           Ge070 
        32             72              0        1.500000E+00   4.000000E-01  RIPL-3                3.54           0.00          28.24           0           Ge072 
        32             73              0        2.000000E+00   4.000000E-01  RIPL-3                3.90           0.00           8.70           0           Ge073 
        32             74              0        1.500000E+00   4.000000E-01  RIPL-3               19.04           0.00          17.68           0           Ge074 
        32             76              0        1.600000E+00   5.000000E-01  RIPL-3                0.00           0.00          18.50           0           Ge076 
        33             75              0        1.600000E+00   2.000000E-01  RIPL-3                7.54           0.00          12.42           0           As075 
        34             74              0        3.000000E+00   7.000000E-01  RIPL-3               20.52           0.00          23.25           0           Se074 
        34             76              0        1.800000E+00   6.000000E-01  RIPL-3               16.01           0.00          17.04           0           Se076 
        34             77              0        1.200000E+00   2.000000E-01  RIPL-3               10.54           0.00           9.28           0           Se077 
        34             78              0        1.300000E+00   4.000000E-01  RIPL-3                7.30           0.00           7.79           0           Se078 
        34             80              0        1.800000E+00   4.000000E-01  RIPL-3               17.38           0.00          30.97           0           Se080 
        34             82              0        9.000000E-01   4.800000E-01  Mughabghab-2018       0.00           0.00          15.31           0           Se082 
        35             79              0        1.400000E+00   1.500000E-01  RIPL-3                1.66           0.00           1.87           0           Br079 
        35             81              0        8.800000E-01   1.200000E-01  RIPL-3               13.12           0.00          12.60           0           Br081 
        36             80              0        1.600000E+00   8.000000E-01  RIPL-3                0.00           0.00          50.88           0           Kr080 
        36             84              0        1.330000E+00   2.500000E-01  RIPL-3               46.96           0.00          37.22           0           Kr084 
        36             86              0        7.000000E-01   2.000000E-01  RIPL-3                0.00           0.00           9.56           0           Kr086 
        37             85              0        1.030000E+00   1.500000E-01  RIPL-3                3.76           0.00           4.62           0           Rb085 
        37             87              0        1.220000E+00   1.500000E-01  RIPL-3               13.75           0.00          44.30           0           Rb087 
        38             84              0        8.000000E-01   3.000000E-01  RIPL-3                4.01           0.00          13.70           0           Sr084 
        38             86              0        7.000000E-01   2.000000E-01  RIPL-3                5.60           0.00          39.61           0           Sr086 
        38             87              0        3.400000E-01   6.000000E-02  RIPL-3               19.18           0.00          16.57           0           Sr087 
        38             88              0        3.200000E-01   6.000000E-02  RIPL-3                0.00           0.00           9.18           0           Sr088 
        39             89              0        3.300000E-01   6.000000E-02  RIPL-3                0.00           0.00           8.52           0           Y089  
        40             90              0        5.400000E-01   1.000000E-01  RIPL-3                5.86           0.00           5.32           0           Zr090 
        40             91              0        4.300000E-01   8.000000E-02  RIPL-3               12.04           0.00          15.02           0           Zr091 
        40             92              0        7.000000E-01   1.500000E-01  RIPL-3               14.89           0.00          23.15           0           Zr092 
        40             93              0        4.300000E-01   1.800000E-01  RIPL-3               20.60           0.00          28.43           0           Zr093 
        40             94              0        5.200000E-01   1.000000E-01  RIPL-3               13.12           0.00          14.20           0           Zr094 
        40             96              0        3.000000E-01   1.500000E-01  RIPL-3                6.02           0.00          12.39           0           Zr096 
        41             93              0        4.500000E-01   7.000000E-02  RIPL-3               15.82           0.00          14.36           0           Nb093 
        42             92              0        5.600000E-01   7.000000E-02  RIPL-3                6.43           0.00           6.96           0           Mo092 
        42             94              0        4.400000E-01   8.000000E-02  RIPL-3               23.27           0.00          21.62           0           Mo094 
        42             95              0        4.700000E-01   1.700000E-01  RIPL-3               10.17           0.00           9.07           0           Mo095 
        42             96              0        6.200000E-01   1.200000E-01  RIPL-3                0.76           0.00          16.68           0           Mo096 
        42             97              0        3.700000E-01   7.000000E-02  RIPL-3               10.61           0.00          10.18           0           Mo097 
        42             98              0        4.800000E-01   9.000000E-02  RIPL-3                9.18           0.00          17.29           0           Mo098 
        42            100              0        7.000000E-01   1.000000E-01  RIPL-3                8.70           0.00           7.75           0           Mo100 
        43             99              0        5.000000E-01   6.000000E-02  RIPL-3                1.84           0.00           1.60           0           Tc099 
        44             99              0        6.700000E-01   1.200000E-01  RIPL-3                8.53           0.00          24.66           0           Ru099 
        44            100              0        7.000000E-01   2.000000E-01  Mughabghab-2018       0.00           0.00          14.25           0           Ru100 
        44            101              0        5.600000E-01   5.000000E-02  RIPL-3                2.48           0.00           2.43           0           Ru101 
        44            102              0        5.600000E-01   1.000000E-01  RIPL-3                5.93           0.00          11.67           0           Ru102 
        45            103              0        4.700000E-01   6.000000E-02  RIPL-3                7.59           0.00           6.67           0           Rh103 
        46            104              0        5.000000E-01   1.000000E-01  RIPL-3               10.19           0.00          21.70           0           Pd104 
        46            105              0        6.000000E-01   1.000000E-01  RIPL-3                3.21           0.00           2.85           0           Pd105 
        46            106              0        6.000000E-01   3.000000E-01  RIPL-3               15.71           0.00          17.46           0           Pd106 
        46            107              0        8.000000E-01   1.000000E-01  RIPL-3               20.86           0.00          19.42           0           Pd107 
        46            108              0        9.000000E-01   4.000000E-01  RIPL-3               17.68           0.00          16.40           0           Pd108 
        46            110              0        2.500000E-01   1.500000E-01  RIPL-3               32.07           0.00          31.45           0           Pd110 
        47            107              0        4.600000E-01   6.000000E-02  RIPL-3                6.73           0.00           6.25           0           Ag107 
        47            109              0        6.600000E-01   7.000000E-02  RIPL-3               30.16           0.00          26.05           0           Ag109 
        47            110              1        1.100000E-01   5.000000E-02  Mughabghab-2018       0.00           0.00           9.36           0           Ag110m
        48            106              0        1.000000E+00   3.500000E-01  RIPL-3                8.84           0.00          18.82           0           Cd106 
        48            108              0        1.000000E+00   4.000000E-01  RIPL-3               11.26           0.00          15.44           0           Cd108 
        48            110              0        4.500000E-01   8.000000E-02  RIPL-3               19.38           0.00          18.09           0           Cd110 
        48            111              0        4.300000E-01   7.000000E-02  RIPL-3                7.28           0.00          10.21           0           Cd111 
        48            112              0        5.500000E-01   1.000000E-01  RIPL-3                4.15           0.00           7.63           0           Cd112 
        48            113              0        3.200000E-01   6.000000E-02  RIPL-3               15.71           0.00          15.67           0           Cd113 
        48            114              0        6.400000E-01   1.000000E-01  RIPL-3                3.78           0.00          13.45           0           Cd114 
        48            116              0        1.800000E-01   1.000000E-01  RIPL-3                5.44           0.00          10.97           0           Cd116 
        49            113              0        3.700000E-01   8.000000E-02  RIPL-3                5.29           0.00          10.39           0           In113 
        49            115              0        2.600000E-01   6.000000E-02  RIPL-3               31.11           0.00          31.98           0           In115 
        50            112              0        4.200000E-01   2.400000E-01  RIPL-3               14.89           0.00          22.66           0           Sn112 
        50            114              0        2.000000E-01   1.000000E-01  RIPL-3                0.00           0.00          49.56           0           Sn114 
        50            115              0        3.000000E-01   2.000000E-01  Mughabghab-2018       0.00           0.00          42.80           0           Sn115 
        50            116              0        2.500000E-01   5.000000E-02  RIPL-3               28.53           0.00          30.14           0           Sn116 
        50            117              0        1.500000E-01   4.000000E-02  RIPL-3               16.64           0.00          14.57           0           Sn117 
        50            118              0        4.600000E-01   2.100000E-01  RIPL-3                0.00           0.00          20.33           0           Sn118 
        50            119              0        1.000000E-01   3.000000E-02  RIPL-3                0.00           0.00          73.66           0           Sn119 
        50            120              0        1.000000E-01   3.000000E-02  RIPL-3               14.89           0.00          18.79           0           Sn120 
        50            122              0        1.300000E-01   2.000000E-02  RIPL-3                0.00           0.00          20.10           0           Sn122 
        50            124              0        1.500000E-01   4.000000E-02  RIPL-3               18.70           0.00          19.08           0           Sn124 
        51            121              0        3.200000E-01   6.000000E-02  RIPL-3                5.66           0.00          10.98           0           Sb121 
        51            123              0        2.500000E-01   5.000000E-02  RIPL-3                7.16           0.00           7.80           0           Sb123 
        52            122              0        1.220000E+00   3.000000E-01  RIPL-3               17.58           0.00          33.14           0           Te122 
        52            123              0        9.000000E-01   2.100000E-01  RIPL-3               10.66           0.00          16.61           0           Te123 
        52            124              0        7.000000E-01   1.000000E-01  RIPL-3               15.16           0.00          13.26           0           Te124 
        52            125              0        5.200000E-01   7.000000E-02  RIPL-3               10.98           0.00           9.53           0           Te125 
        52            126              0        2.800000E-01   1.000000E-01  RIPL-3                5.24           0.00          13.29           0           Te126 
        52            128              0        2.600000E-01   1.500000E-01  RIPL-3               11.79           0.00          19.63           0           Te128 
        52            130              0        2.000000E-01   1.000000E-01  RIPL-2               11.11           0.00          72.40           0           Te130 
        53            127              0        8.000000E-01   2.000000E-01  RIPL-3                9.43           0.00           9.61           0           I127  
        53            129              0        3.500000E-01   5.000000E-02  RIPL-3               17.65           0.00          18.45           0           I129  
        54            128              0        8.500000E-01   2.500000E-01  RIPL-3               10.29           0.00          15.28           0           Xe128 
        54            129              0        1.000000E+00   2.000000E-01  RIPL-3                5.00           0.00          39.69           0           Xe129 
        54            130              0        1.400000E+00   5.000000E-01  RIPL-3               10.04           0.00          16.48           0           Xe130 
        54            131              0        8.700000E-01   1.500000E-01  RIPL-3               16.49           0.00          15.74           0           Xe131 
        54            132              0        3.100000E-01   1.600000E-01  RIPL-2                0.00           0.00          72.93           0           Xe132 
        55            132              0        7.200000E-01   7.000000E-02  Mughabghab-2018       0.00           0.00          85.98           0           Cs132 
        55            133              0        6.600000E-01   1.000000E-01  RIPL-3                7.04           0.00           6.68           0           Cs133 
        55            134              0        5.400000E-01   1.600000E-01  RIPL-3               19.40           0.00          54.98           0           Cs134 
        55            135              0        5.400000E-01   1.600000E-01  RIPL-2                0.00           0.00          33.92           0           Cs135 
        56            130              0        1.600000E+00   3.000000E-01  RIPL-3                4.88           0.00           8.70           0           Ba130 
        56            134              0        1.400000E+00   4.000000E-01  RIPL-3                7.64           0.00           6.71           0           Ba134 
        56            135              0        1.100000E+00   3.000000E-01  RIPL-3                6.93           0.00           9.26           0           Ba135 
        56            136              0        8.600000E-01   2.300000E-01  RIPL-3               16.53           0.00          14.57           0           Ba136 
        56            137              0        5.500000E-01   1.500000E-01  RIPL-3                4.35           0.00          15.42           0           Ba137 
        56            138              0        6.600000E-01   2.800000E-01  RIPL-3                0.00           0.00          14.32           0           Ba138 
        57            138              0        1.200000E+00   4.000000E-01  RIPL-3               28.78           0.00          47.10           0           La138 
        57            139              0        6.000000E-01   1.000000E-01  RIPL-3                4.04           0.00           4.25           0           La139 
        58            136              0        2.300000E+00   6.000000E-01  RIPL-3               22.42           0.00          32.83           0           Ce136 
        58            138              0        5.300000E+00   8.000000E-01  Mughabghab-2018       0.00           0.00          48.46           0           Ce138 
        58            139              0        1.160000E+00   3.400000E-01  Mughabghab-2018       0.00           0.00          16.94           0           Ce139 
        58            140              0        1.200000E+00   3.000000E-01  RIPL-3                0.00           0.00          80.21           0           Ce140 
        58            141              0        1.100000E+00   3.000000E-01  RIPL-3                0.00           0.00          54.26           0           Ce141 
        58            142              0        3.400000E+00   5.000000E-01  RIPL-3               13.33           0.00          24.78           0           Ce142 
        59            141              0        1.700000E+00   3.000000E-01  RIPL-3                2.99           0.00           3.18           0           Pr141 
        60            142              0        1.450000E+00   4.900000E-01  RIPL-3               14.93           0.00          13.29           0           Nd142 
        60            143              0        3.700000E+00   4.000000E-01  RIPL-3                1.15           0.00           2.50           0           Nd143 
        60            144              0        5.100000E+00   9.000000E-01  RIPL-3                2.36           0.00          10.37           0           Nd144 
        60            145              0        3.200000E+00   4.000000E-01  RIPL-3               16.41           0.00          15.21           0           Nd145 
        60            146              0        3.800000E+00   6.000000E-01  RIPL-3               11.19           0.00          16.70           0           Nd146 
        60            148              0        3.700000E+00   5.000000E-01  RIPL-3                3.42           0.00           6.35           0           Nd148 
        60            150              0        2.900000E+00   5.000000E-01  RIPL-3                8.65           0.00           8.00           0           Nd150 
        61            147              0        3.100000E+00   4.000000E-01  RIPL-3                0.00           0.00           3.00           0           Pm147 
        62            144              0        3.500000E+00   9.000000E-01  RIPL-3                8.67           0.00          11.86           0           Sm144 
        62            147              0        4.800000E+00   5.000000E-01  RIPL-3                1.46           0.00          34.27           0           Sm147 
        62            148              0        3.800000E+00   8.000000E-01  RIPL-3                0.00           0.00           8.57           0           Sm148 
        62            149              0        5.900000E+00   5.000000E-01  RIPL-3               13.41           0.00          11.98           0           Sm149 
        62            150              0        3.500000E+00   6.000000E-01  RIPL-3                2.33           0.00          17.88           0           Sm150 
        62            151              0        3.800000E+00   5.000000E-01  RIPL-3                6.68           0.00           5.83           0           Sm151 
        62            152              0        2.200000E+00   3.000000E-01  RIPL-3               14.24           0.00          14.56           0           Sm152 
        62            154              0        1.900000E+00   4.000000E-01  RIPL-3                6.97           0.00          12.99           0           Sm154 
        63            151              0        3.200000E+00   4.000000E-01  RIPL-3                5.66           0.00           4.95           0           Eu151 
        63            152              0        1.400000E+00   6.000000E-01  RIPL-2               18.13           0.00          21.29           0           Eu152 
        63            153              0        2.200000E+00   3.000000E-01  RIPL-3                6.15           0.00           5.66           0           Eu153 
        63            154              0        1.200000E+00   4.000000E-01  RIPL-2                0.00           0.00          28.65           0           Eu154 
        63            155              0        1.900000E+00   9.000000E-01  RIPL-3                0.00           0.00          80.65           0           Eu155 
        64            152              0        3.800000E+00   6.000000E-01  RIPL-3                9.25           0.00          12.71           0           Gd152 
        64            153              0        1.300000E+00   6.000000E-01  RIPL-3                0.00           0.00          59.10           0           Gd153 
        64            154              0        2.000000E+00   4.000000E-01  RIPL-3                1.67           0.00          20.13           0           Gd154 
        64            155              0        2.000000E+00   3.000000E-01  RIPL-3                4.56           0.00           3.97           0           Gd155 
        64            156              0        1.900000E+00   4.000000E-01  RIPL-3                2.09           0.00           2.39           0           Gd156 
        64            157              0        2.200000E+00   4.000000E-01  RIPL-3                0.00           0.00           3.45           0           Gd157 
        64            158              0        1.500000E+00   2.000000E-01  RIPL-3                3.07           0.00           4.29           0           Gd158 
        64            160              0        1.600000E+00   2.000000E-01  RIPL-3                4.89           0.00           6.39           0           Gd160 
        65            158              0        1.550000E+00   1.500000E-01  Mughabghab-2018       0.00           0.00          75.80           0           Tb158 
        65            159              0        1.550000E+00   2.000000E-01  RIPL-3                1.54           0.00           1.89           0           Tb159 
        66            156              0        1.900000E+00   4.000000E-01  RIPL-3                4.30           0.00          35.08           0           Dy156 
        66            158              0        2.100000E+00   6.000000E-01  RIPL-2                0.00           0.00          23.07           0           Dy158 
        66            160              0        2.000000E+00   4.000000E-01  RIPL-3                0.00           0.00           1.23           0           Dy160 
        66            161              0        1.800000E+00   1.500000E-01  RIPL-3                5.50           0.00           5.63           0           Dy161 
        66            162              0        1.900000E+00   2.000000E-01  RIPL-3                2.72           0.00           2.36           0           Dy162 
        66            163              0        2.000000E+00   2.000000E-01  RIPL-3                2.66           0.00           2.45           0           Dy163 
        66            164              0        1.800000E+00   3.000000E-01  RIPL-3                2.96           0.00           4.79           0           Dy164 
        67            165              0        1.900000E+00   2.000000E-01  RIPL-3                3.69           0.00           3.22           0           Ho165 
        68            162              0        2.000000E+00   5.000000E-01  RIPL-3                9.20           0.00          24.73           0           Er162 
        68            164              0        1.500000E+00   3.000000E-01  RIPL-3               16.64           0.00          32.07           0           Er164 
        68            166              0        1.700000E+00   2.000000E-01  RIPL-3                1.37           0.00           2.27           0           Er166 
        68            167              0        2.000000E+00   2.000000E-01  RIPL-3                1.17           0.00           3.84           0           Er167 
        68            168              0        1.500000E+00   2.000000E-01  RIPL-3                5.97           0.00           5.17           0           Er168 
        68            170              0        1.500000E+00   2.000000E-01  RIPL-3                9.66           0.00           9.98           0           Er170 
        69            169              0        1.500000E+00   2.000000E-01  RIPL-3                6.59           0.00           6.50           0           Tm169 
        69            170              0        1.400000E+00   3.000000E-01  RIPL-3                3.29           0.00          72.61           0           Tm170 
        70            166              0        1.500000E+00   2.000000E-01  Mughabghab-2018       0.00           0.00          98.06           0           Yb166 
        70            169              0        1.700000E+00   4.000000E-01  RIPL-3               19.59           0.00          26.30           0           Yb169 
        70            170              0        1.500000E+00   3.000000E-01  RIPL-3                1.86           0.00           4.83           0           Yb170 
        70            171              0        1.900000E+00   2.000000E-01  RIPL-3                6.68           0.00           5.78           0           Yb171 
        70            172              0        1.740000E+00   2.700000E-01  RIPL-3                0.99           0.00           0.96           0           Yb172 
        70            173              0        1.500000E+00   1.500000E-01  RIPL-3                6.72           0.00           6.03           0           Yb173 
        70            174              0        1.400000E+00   2.000000E-01  RIPL-3                9.51           0.00           8.65           0           Yb174 
        70            176              0        2.400000E+00   5.000000E-01  RIPL-3                2.34           0.00           3.03           0           Yb176 
        71            173              0        1.500000E+00   3.000000E-01  Mughabghab-2018       0.00           0.00           1.03           0           Lu173 
        71            175              0        1.820000E+00   1.200000E-01  RIPL-3                0.52           0.00           0.94           0           Lu175 
        71            176              0        1.600000E+00   2.000000E-01  RIPL-3                0.30           0.00           8.65           0           Lu176 
        72            174              0        2.800000E+00   6.000000E-01  RIPL-3                3.45           0.00           9.29           0           Hf174 
        72            176              0        1.700000E+00   4.000000E-01  RIPL-3               12.63           0.00          14.41           0           Hf176 
        72            177              0        2.600000E+00   3.000000E-01  RIPL-3                2.49           0.00           2.24           0           Hf177 
        72            178              0        2.100000E+00   3.000000E-01  RIPL-3                2.21           0.00           6.75           0           Hf178 
        72            179              0        2.500000E+00   4.000000E-01  RIPL-3                5.69           0.00          12.24           0           Hf179 
        72            180              0        1.900000E+00   6.000000E-01  RIPL-3                0.74           0.00          12.80           0           Hf180 
        73            180              0        1.900000E+00   3.000000E-01  RIPL-3                0.00           0.00         113.32           0           Ta180 
        73            180              1        2.040000E+00   4.000000E-01  Mughabghab-2018       0.00           0.00           6.74           0           Ta180m
        73            181              0        1.700000E+00   2.000000E-01  RIPL-3                1.10           0.00           6.06           0           Ta181 
        73            182              0        1.000000E+00   5.000000E-01  RIPL-2                0.00           0.00          30.28           0           Ta182 
        74            180              0        1.000000E+00   5.000000E-01  RIPL-2               31.74           0.00          25.70           0           W180  
        74            182              0        2.300000E+00   3.000000E-01  RIPL-3                4.18           0.00           3.80           0           W182  
        74            183              0        1.900000E+00   3.000000E-01  RIPL-3                0.25           0.00          13.67           0           W183  
        74            184              0        2.500000E+00   4.000000E-01  RIPL-3                5.25           0.00           5.70           0           W184  
        74            186              0        2.300000E+00   4.000000E-01  RIPL-3                3.72           0.00           5.42           0           W186  
        75            185              0        2.700000E+00   3.000000E-01  RIPL-3               10.10           0.00          18.84           0           Re185 
        75            187              0        2.500000E+00   3.000000E-01  RIPL-3                0.00           0.00          21.91           0           Re187 
        76            186              0        2.800000E+00   3.000000E-01  RIPL-3               22.15           0.00          20.69           0           Os186 
        76            187              0        3.100000E+00   2.000000E-01  RIPL-3               23.46           0.00          19.85           0           Os187 
        76            188              0        2.500000E+00   3.000000E-01  RIPL-3               19.30           0.00          16.67           0           Os188 
        76            189              0        2.400000E+00   6.000000E-01  RIPL-3               10.69           0.00          11.67           0           Os189 
        76            190              0        2.500000E+00   3.000000E-01  Mughabghab-2018       0.00           0.00          30.88           0           Os190 
        77            191              0        1.900000E+00   3.000000E-01  RIPL-3                4.79           0.00           4.30           0           Ir191 
        77            192              0        2.500000E+00   8.000000E-01  RIPL-3               25.00           0.00          40.95           0           Ir192 
        77            193              0        1.300000E+00   3.000000E-01  RIPL-3               21.52           0.00          23.08           0           Ir193 
        78            192              0        2.000000E+00   2.300000E-01  RIPL-3                5.39           0.00          10.71           0           Pt192 
        78            194              0        2.000000E+00   2.300000E-01  RIPL-3               15.71           0.00          18.48           0           Pt194 
        78            195              0        1.800000E+00   3.000000E-01  RIPL-3                2.57           0.00           2.45           0           Pt195 
        78            196              0        1.950000E+00   3.400000E-01  Mughabghab-2018       0.00           0.00          28.06           0           Pt196 
        78            198              0        1.400000E+00   6.000000E-01  RIPL-3                0.00           0.00           7.81           0           Pt198 
        79            197              0        1.900000E+00   1.200000E-01  RIPL-3                2.44           0.00           2.38           0           Au197 
        80            198              0        1.300000E+00   5.000000E-01  RIPL-3                0.00           0.00           4.46           0           Hg198 
        80            199              0        2.100000E+00   6.000000E-01  RIPL-3                7.07           0.00          12.41           0           Hg199 
        80            200              0        1.600000E+00   6.000000E-01  RIPL-3                7.96           0.00          11.68           0           Hg200 
        80            201              0        1.200000E+00   5.000000E-01  RIPL-3               10.10           0.00          11.93           0           Hg201 
        81            203              0        1.400000E+00   3.000000E-01  RIPL-3                8.12           0.00           7.60           0           Tl203 
        81            205              0        1.200000E+00   4.000000E-01  RIPL-3               25.46           0.00          26.62           0           Tl205 
        82            204              0        1.200000E+00   2.000000E-01  RIPL-3                5.86           0.00          15.37           0           Pb204 
        82            206              0        1.300000E+00   2.000000E-01  RIPL-3                8.29           0.00           7.30           0           Pb206 
        82            207              0        1.000000E+00   5.000000E-01  RIPL-3               12.30           0.00          18.00           0           Pb207 
        82            208              0        1.000000E+00   5.000000E-01  RIPL-3                0.00           0.00           8.08           0           Pb208 
        83            209              0        5.600000E-01   9.000000E-02  RIPL-3               15.24           0.00          17.24           0           Bi209 
        88            226              0        1.080000E+00   1.200000E-01  RIPL-3                5.46           0.00          10.59           0           Ra226 
        90            229              0        1.150000E+00   1.500000E-01  RIPL-3               25.67           0.00          24.92           0           Th229 
        90            230              0        1.280000E+00   1.500000E-01  RIPL-3               15.42           0.00          13.39           0           Th230 
        90            232              0        8.400000E-01   7.000000E-02  RIPL-3                1.64           0.00           3.61           0           Th232 
        91            231              0        8.100000E-01   1.000000E-01  RIPL-3                1.77           0.00           1.59           0           Pa231 
        91            232              0        9.500000E-01   1.500000E-01  RIPL-3               26.46           0.00          23.09           0           Pa232 
        91            233              0        7.500000E-01   8.000000E-02  RIPL-3                0.00           0.00           1.30           0           Pa233 
        92            232              0        1.000000E+00   2.000000E-01  RIPL-3               19.30           0.00          18.73           0           U232  
        92            233              0        9.000000E-01   5.000000E-02  RIPL-3                5.89           0.00           6.29           0           U233  
        92            234              0        8.500000E-01   1.000000E-01  RIPL-3                1.12           0.00          16.08           0           U234  
        92            235              0        9.800000E-01   7.000000E-02  RIPL-3                4.98           0.00          36.99           0           U235  
        92            236              0        1.060000E+00   8.000000E-02  RIPL-3                1.94           0.00           1.70           0           U236  
        92            238              0        1.030000E+00   8.000000E-02  RIPL-3               10.98           0.00          10.38           0           U238  
        93            236              0        1.200000E+00   2.000000E-01  RIPL-3               16.64           0.00          14.49           0           Np236 
        93            237              0        9.700000E-01   7.000000E-02  RIPL-3                0.48           0.00           1.61           0           Np237 
