# header: 
#   title: Sn117 gamgam resonance data
#   source: Resonancetables
#   date: 2025-08-25
# target: 
#   Z: 50
#   A: 117
#   nuclide: Sn117
# reaction: 
#   type: gamgam
#   parameters: 
#   selected value [eV]:  1.170000E-01
#   selected value uncertainty [eV]:  2.000000E-02
#   selected value source: RIPL-3
#   number of values: 10
#   average value [b]:  9.569214E-02
#   relative standard deviation [%]:     14.600812
# quantity: 
#   type: Compilation
#   average value:  1.046667E-01
#   relative standard deviation [%]:     16.664297
# datablock: 
#   columns: 8
#   entries: 3
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      RIPL-2                  Compilation          2000        8.000001E-02   2.000000E-02            79B       0.683761
      RIPL-3                  Compilation          2009        1.170000E-01   2.000000E-02            06M       1.000000
      Mughabghab-2018         Compilation          2018        1.170000E-01   2.000000E-02                      1.000000
# quantity: 
#   type: EXFOR
#   average value:  9.500000E-02
#   relative standard deviation [%]:      0.000000
# datablock: 
#   columns: 8
#   entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      Julien                  EXFOR                1969        9.500000E-02   1.500000E-02       20687029       0.811966
# quantity: 
#   type: Nuclear data library
#   average value:  9.132024E-02
#   relative standard deviation [%]:     11.680502
# datablock: 
#   columns: 8
#   entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        7.495450E-02   0.000000E+00                      0.640637
      jendl5.0                NDL                  2021        9.188890E-02   0.000000E+00                      0.785375
      endfb8.1                NDL                  2024        1.039430E-01   0.000000E+00                      0.888402
      TARES                   NDL                  2025        8.590000E-02   0.000000E+00                      0.734188
      tendl.2025              NDL                  2025        1.053350E-01   0.000000E+00                      0.900299
      jeff4.0                 NDL                  2025        8.590000E-02   0.000000E+00                      0.734188
