# header: 
#   title: Fe056 gamgam resonance data
#   source: Resonancetables
#   date: 2025-08-25
# target: 
#   Z: 26
#   A: 56
#   nuclide: Fe056
# reaction: 
#   type: gamgam
#   parameters: 
#   selected value [eV]:  9.200000E-01
#   selected value uncertainty [eV]:  4.100000E-01
#   selected value source: RIPL-3
#   number of values: 10
#   average value [b]:  9.022360E-01
#   relative standard deviation [%]:     31.381901
# quantity: 
#   type: Compilation
#   average value:  9.133334E-01
#   relative standard deviation [%]:      1.032275
# datablock: 
#   columns: 8
#   entries: 3
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      RIPL-2                  Compilation          2000        9.200000E-01   4.100000E-01            90P       1.000000
      RIPL-3                  Compilation          2009        9.200000E-01   4.100000E-01            90P       1.000000
      Mughabghab-2018         Compilation          2018        9.000000E-01   4.700000E-01                      0.978261
# quantity: 
#   type: EXFOR
#   average value:  6.900000E-02
#   relative standard deviation [%]:      0.000000
# datablock: 
#   columns: 8
#   entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      Popov                   EXFOR                1999        6.900000E-02   0.000000E+00       41409003       0.075000
# quantity: 
#   type: Nuclear data library
#   average value:  1.035560E+00
#   relative standard deviation [%]:      0.405720
# datablock: 
#   columns: 8
#   entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        1.038530E+00   0.000000E+00                      1.128837
      jendl5.0                NDL                  2021        1.029440E+00   0.000000E+00                      1.118957
      endfb8.1                NDL                  2024        1.038530E+00   0.000000E+00                      1.128837
      TARES                   NDL                  2025        1.038530E+00   0.000000E+00                      1.128837
      tendl.2025              NDL                  2025        1.038530E+00   0.000000E+00                      1.128837
      jeff4.0                 NDL                  2025        1.029800E+00   0.000000E+00                      1.119348
