# header: 
#   title: Ba134 gamgam resonance data
#   source: Resonancetables
#   date: 2025-11-14
# target: 
#   Z: 56
#   A: 134
#   nuclide: Ba134
# reaction: 
#   type: gamgam
#   parameters: 
#   selected value [eV]:  7.800000E-02
#   selected value uncertainty [eV]:  8.000000E-03
#   selected value source: RIPL-3
#   number of values: 10
#   average value [b]:  8.658984E-02
#   relative standard deviation [%]:     19.880556
#   quantity: 
#     type: Compilation
#     average value:  7.833334E-02
#     relative standard deviation [%]:      0.601794
#   datablock: 
#     columns: 8
#     entries: 3
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      RIPL-2                  Compilation          2000        7.800000E-02   2.700000E-02            96K       1.000000
      RIPL-3                  Compilation          2009        7.800000E-02   8.000000E-03            96K       1.000000
      Mughabghab-2018         Compilation          2018        7.900000E-02   5.000000E-03                      1.012820
#   quantity: 
#     type: EXFOR
#     average value:  1.200000E-01
#     relative standard deviation [%]:      0.000000
#   datablock: 
#     columns: 8
#     entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      A.R.De L.Musgrove       EXFOR                1976        1.200000E-01   2.000000E-02      30328-003       1.538461
#   quantity: 
#     type: Nuclear data library
#     average value:  8.514974E-02
#     relative standard deviation [%]:     19.354162
#   datablock: 
#     columns: 8
#     entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        1.220000E-01   0.000000E+00                      1.564103
      jendl5.0                NDL                  2021        7.771140E-02   0.000000E+00                      0.996300
      endfb8.1                NDL                  2024        7.771140E-02   0.000000E+00                      0.996300
      TARES                   NDL                  2025        7.782520E-02   0.000000E+00                      0.997759
      tendl.2025              NDL                  2025        7.782520E-02   0.000000E+00                      0.997759
      jeff4.0                 NDL                  2025        7.782520E-02   0.000000E+00                      0.997759
