# header: 
#   title: Sn120 gamgam resonance data
#   source: Resonancetables
#   date: 2025-11-14
# target: 
#   Z: 50
#   A: 120
#   nuclide: Sn120
# reaction: 
#   type: gamgam
#   parameters: 
#   selected value [eV]:  4.000000E-02
#   selected value uncertainty [eV]:  5.000000E-03
#   selected value source: RIPL-3
#   number of values: 9
#   average value [b]:  5.861780E-02
#   relative standard deviation [%]:     58.769539
#   quantity: 
#     type: Compilation
#     average value:  3.800000E-02
#     relative standard deviation [%]:      5.263164
#   datablock: 
#     columns: 8
#     entries: 2
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      RIPL-3                  Compilation          2009        4.000000E-02   5.000000E-03            00I       1.000000
      Mughabghab-2018         Compilation          2018        3.600000E-02   3.000000E-03                      0.900000
#   quantity: 
#     type: EXFOR
#     average value:  1.240000E-01
#     relative standard deviation [%]:      0.000000
#   datablock: 
#     columns: 8
#     entries: 1
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      G.V.Muradian            EXFOR                1968        1.240000E-01   3.000000E-02      40183-004       3.100000
#   quantity: 
#     type: Nuclear data library
#     average value:  5.459338E-02
#     relative standard deviation [%]:     55.208889
#   datablock: 
#     columns: 8
#     entries: 6
##    Author                         Type           Year           Value         dValue        Reference        Ratio
##      []             []             []             []            [eV]           [eV]            []             []
      cendl3.2                NDL                  2019        1.182400E-01   0.000000E+00                      2.956000
      jendl5.0                NDL                  2021        6.358210E-02   0.000000E+00                      1.589552
      endfb8.1                NDL                  2024        3.641610E-02   0.000000E+00                      0.910402
      TARES                   NDL                  2025        3.644070E-02   0.000000E+00                      0.911017
      tendl.2025              NDL                  2025        3.644070E-02   0.000000E+00                      0.911017
      jeff4.0                 NDL                  2025        3.644070E-02   0.000000E+00                      0.911017
